Samples	ID83A	ID83B	ID83C
V1	1.72E+01	2.46E+01	1.90E+01
V2	8.47E+00	1.98E+01	1.95E+01
V3	2.59E+00	1.69E+00	2.64E+00
V4	8.42E+00	8.67E+00	3.80E+00
V5	4.28E+00	1.10E+01	1.09E+01
V6	5.23E+00	6.05E+00	4.94E+00
V7	4.84E+00	6.40E+00	3.08E+00
V8	7.45E+00	5.72E+00	6.58E+00
V9	1.40E+01	1.73E+01	1.21E+01
V10	8.60E+00	1.28E+01	7.53E+00
V11	1.07E+01	1.73E+01	1.37E+01
V12	1.75E+00	3.51E+00	3.37E+00
V13	1.88E+00	2.82E+00	2.58E+00
V14	6.95E+00	4.91E+00	2.99E+00
V15	1.12E+00	2.05E+00	1.59E+00
V16	7.75E+00	1.06E+01	6.83E+00
V17	7.82E+00	1.17E+01	1.19E+01
V18	5.87E+00	1.19E+01	7.91E+00
V19	3.14E+00	3.03E+00	1.80E+00
V20	2.46E+00	0.00E+00	2.46E+00
V21	5.76E+00	7.50E+00	3.74E+00
V22	1.04E+01	6.04E+00	1.03E+01
V23	3.04E+01	5.29E+01	4.37E+01
V24	1.51E+00	4.33E+00	3.50E+00
V25	7.11E+00	1.71E+01	1.78E+01
V26	1.11E+00	9.80E-01	1.47E+00
V27	9.00E+00	1.70E+01	1.64E+01
V28	5.74E+00	1.21E+01	1.08E+01
V29	1.12E+01	2.46E+01	1.99E+01
V30	9.33E-01	9.33E-01	0.00E+00
V31	4.85E+00	4.63E+00	5.19E+00
V32	1.92E+01	4.17E+00	1.86E+01
V33	3.74E+00	1.82E+00	4.10E+00
V34	5.54E+00	5.58E+00	3.65E+00
V35	6.64E+00	8.61E+00	9.17E+00
V36	7.89E+00	1.04E+01	8.95E+00
V37	4.26E+00	5.66E+00	1.82E+00
V38	4.89E+00	5.73E+00	3.85E+00
V39	6.60E+00	1.43E+01	9.29E+00
V40	6.77E+00	1.40E+01	1.21E+01
V41	2.79E+00	2.76E+00	1.64E+00
V42	4.46E+00	7.21E+00	5.21E+00
V43	4.35E+00	9.20E+00	6.95E+00
V44	3.36E+00	4.58E+00	5.17E+00
V45	6.50E+00	9.37E+00	5.80E+00
V46	3.16E+00	2.57E+00	1.39E+00
V47	1.20E+01	1.81E+01	9.83E+00
V48	4.78E+00	5.44E+00	3.11E+00
V49	6.56E+00	1.27E+01	1.04E+01
V50	4.16E+00	4.23E+00	4.94E+00
V51	3.68E+00	3.31E+00	4.93E+00
V52	1.88E+01	3.23E+01	2.91E+01
V53	4.48E+00	4.54E+00	2.00E-01
V54	1.31E+01	1.37E+01	4.78E+00
V55	3.50E+00	6.53E+00	5.42E+00
V56	3.80E+00	6.67E+00	5.35E+00
V57	1.65E+01	1.05E+01	1.03E+01
V58	2.60E+00	5.79E+00	4.36E+00
V59	5.66E+00	4.05E+00	2.79E+00
V60	5.52E+00	1.02E+01	6.81E+00
V61	1.58E+01	7.46E+00	1.82E+01
V62	1.05E+01	2.24E+01	2.10E+01
V63	7.93E+00	1.42E+01	1.30E+01
V64	6.63E+00	1.24E+01	9.69E+00
V65	2.04E+00	6.45E+00	5.78E+00
V66	4.75E+00	1.13E+01	9.18E+00
V67	1.21E+01	0.00E+00	1.21E+01
V68	0.00E+00	1.83E+00	1.83E+00
V69	6.20E+00	6.20E+00	0.00E+00
V70	5.99E+00	1.12E+01	9.26E+00
V71	1.92E+00	2.11E+00	1.39E+00
V72	1.84E+00	1.10E+00	1.20E+00
V73	2.60E+00	4.06E+00	2.67E+00
V74	1.01E+01	9.87E+00	4.77E-01
V75	2.73E+01	3.45E+01	2.52E+01
V76	3.63E+00	5.75E+00	2.96E+00
V77	4.12E+01	6.72E+01	6.07E+01
V78	9.09E+00	1.77E+01	1.26E+01
V79	2.24E+00	1.82E+00	8.44E-01
V80	3.21E+00	1.98E+00	2.17E+00
V81	6.43E+00	9.06E+00	5.31E+00
V82	1.95E+01	3.11E+01	2.82E+01
V83	6.08E+00	8.11E+00	4.59E+00
V84	2.26E+00	6.23E+00	5.97E+00
V85	5.89E+00	8.71E+00	7.28E+00
V86	3.47E+00	2.50E+00	2.38E+00
V87	7.55E+00	1.11E+01	1.04E+01
V88	1.71E+00	1.82E+00	8.33E-01
V89	8.66E+00	1.69E+01	1.84E+01
V90	3.53E+00	4.69E+00	2.92E+00
V91	1.81E+01	3.13E+01	2.89E+01
V92	7.90E+00	1.61E+01	1.24E+01
V93	7.26E+00	7.44E+00	3.04E+00
V94	1.49E+00	1.33E+00	1.58E+00
V95	5.31E+00	4.61E+00	1.83E+00
V96	1.81E+00	1.98E+00	2.01E+00
V97	3.24E+00	3.58E+00	3.30E+00
V98	2.24E+00	8.79E-01	2.36E+00
V99	1.13E+01	1.40E+01	9.36E+00
V100	0.00E+00	1.36E+00	1.36E+00
