Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	0	101	9	6	0	6	0	5	0	10	0
V2	54	9	4	46	0	11	0	7	3	12	0
V3	26	1	87	0	70	27	23	0	6	0	0
V4	135	25	9	81	17	20	64	50	8	0	146
V5	35	164	5	62	42	107	43	41	56	68	92
V6	128	19	5	1	0	13	0	0	0	7	8
V7	72	11	59	0	83	3	104	0	92	16	17
V8	6	2	1	4	8	66	28	39	6	41	10
V9	38	0	0	190	4	26	19	41	2	28	0
V10	176	3	14	11	0	7	0	4	5	0	0
V11	85	0	0	25	6	45	0	39	3	0	11
V12	19	13	3	99	29	21	31	28	56	9	11
V13	0	5	2	53	6	0	1	14	1	0	2
V14	1	2	30	29	16	23	0	13	0	3	0
V15	56	93	6	33	0	6	5	10	17	17	25
V16	1	11	4	10	10	4	4	10	2	31	1
V17	1	228	1	75	0	47	0	77	0	39	0
V18	8	5	48	9	5	19	2	0	1	0	14
V19	43	7	1	3	12	17	31	77	32	47	25
V20	57	19	32	5	29	18	21	14	10	13	0
V21	2	1	0	8	0	10	0	24	0	14	0
V22	136	113	2	42	0	16	0	57	0	39	3
V23	62	30	34	221	18	26	32	10	24	0	96
V24	205	171	100	86	39	4	62	0	45	5	6
V25	8	14	17	4	0	26	2	22	2	9	0
V26	0	21	5	30	13	44	18	69	23	100	23
V27	52	2	1	6	0	0	25	3	13	0	0
V28	1	134	29	0	56	16	22	0	13	1	0
V29	3	0	185	22	19	19	11	7	17	0	24
V30	15	22	0	198	10	7	0	0	1	1	0
V31	0	46	27	6	8	9	4	0	0	10	0
V32	3	0	77	32	0	30	8	22	6	0	20
V33	62	5	152	0	161	11	19	0	31	0	0
V34	48	7	2	52	11	3	1	10	6	10	2
V35	67	220	0	0	0	40	0	22	0	37	0
V36	223	26	129	0	220	0	41	0	75	0	0
V37	78	21	1	14	33	51	107	69	74	100	45
V38	2	18	15	164	41	28	0	11	7	0	0
V39	233	35	2	0	8	63	20	108	7	83	13
V40	0	1	14	0	49	2	0	0	0	0	0
V41	14	25	7	0	0	4	90	0	108	11	172
V42	7	319	8	0	10	29	4	81	0	14	0
V43	407	28	30	68	2	194	17	49	42	91	24
V44	70	1	79	5	31	21	0	0	26	0	0
V45	35	68	6	15	0	0	19	0	40	18	8
V46	5	2	5	10	0	8	3	0	1	2	2
V47	0	7	91	0	53	140	15	42	12	0	0
V48	91	133	53	5	24	15	41	0	85	0	83
V49	33	2	196	9	0	16	1	40	1	90	0
V50	38	2	194	36	83	19	0	0	1	0	0
V51	0	22	0	21	0	12	26	14	18	16	0
V52	54	4	43	12	0	0	0	6	0	0	0
V53	63	102	5	6	0	0	0	0	0	7	2
V54	63	1	5	26	8	28	9	26	38	9	0
V55	0	49	39	19	36	43	2	61	1	27	2
V56	49	40	0	5	0	10	65	1	71	66	0
V57	1	3	38	55	56	0	4	31	9	0	0
V58	0	6	3	13	4	57	0	42	0	36	11
V59	70	20	2	111	2	2	8	3	20	0	0
V60	3	83	1	23	2	26	3	44	0	9	0
V61	24	89	1	2	2	20	189	6	87	2	0
V62	1	6	63	219	9	12	89	19	27	27	0
V63	189	10	22	18	45	8	0	27	3	4	2
V64	0	186	10	20	5	9	3	0	1	0	2
V65	138	9	66	0	105	50	140	0	2	42	2
V66	0	2	29	5	42	0	1	0	5	0	0
V67	63	33	66	136	43	23	53	128	19	7	83
V68	0	2	16	27	0	2	27	0	5	5	36
V69	91	2	2	2	0	29	5	14	134	0	128
V70	21	42	0	6	3	21	0	18	0	39	7
V71	1	31	3	0	11	118	0	155	2	35	0
V72	19	109	5	0	0	4	0	6	2	5	0
V73	302	5	0	9	1	4	0	6	1	0	13
V74	1	302	86	5	16	35	23	0	6	0	0
V75	14	0	22	47	22	6	39	11	97	39	0
V76	88	2	49	0	154	0	16	0	10	0	0
V77	48	70	21	5	21	10	21	20	4	9	0
V78	45	15	29	0	87	62	69	6	48	18	0
V79	24	0	30	42	23	15	3	17	12	10	0
V80	5	5	11	2	1	45	16	34	15	5	0
V81	16	64	8	0	5	1	0	2	0	0	4
V82	10	17	21	0	30	9	0	0	0	0	0
V83	208	10	0	52	0	11	0	3	0	5	0
V84	7	89	21	41	22	0	8	4	14	12	0
V85	99	51	91	12	80	25	4	0	4	0	0
V86	6	34	0	7	0	1	7	3	14	7	4
V87	0	9	61	46	150	69	42	0	6	0	54
V88	4	6	1	44	2	1	53	11	123	1	5
V89	4	92	11	0	17	2	0	8	0	0	6
V90	10	130	6	3	15	2	0	55	17	3	9
V91	35	0	35	19	43	10	9	0	3	0	0
V92	97	26	2	6	9	16	0	30	0	27	0
V93	150	1	0	8	0	3	0	42	0	30	0
V94	28	4	0	59	2	3	25	10	26	4	4
V95	30	19	17	4	2	3	11	2	0	4	0
V96	32	96	76	3	51	0	0	0	0	0	0
V97	0	22	11	0	26	29	108	3	127	13	0
V98	37	1	169	52	68	45	0	0	0	6	0
V99	67	0	49	19	32	0	5	0	9	0	7
V100	0	12	2	2	1	0	1	3	1	0	3
