Method	Simulation	K	rmse_Lambda	rmse_Counts	rmse_novel_Sig	rmse_cosmic_Sig	rmse_Signatures	rmse_novel_Theta	rmse_cosmic_Theta	rmse_Weights	Sensitivity	Precision	cos_sim	time	ESS_Sig_mean	ESS_Sig_sd	ESS_Theta_mean	ESS_Theta_sd	ESS_relweight_mean	ESS_relweight_sd	J	theta	K_new	overd
CompressiveNMF	12	6	1.6743914768531662	2.1598048112279047	0.0028072231381275885	0.004626851444137291	0.0037170372911324396	1.4778560296565761	27.140057904282624	14.3089569669696	1	1	0.9889153030403138	334.4915192127228	738.0602378386315	390.1808929366405	755.1776362398066	322.52894709934367	407.2617644431726	202.52776067023265	50	100	2	0
CompressiveNMF	13	6	1.3081052590009794	2.3459098795237985	0.0017837172782553703	0.004520899991004057	0.0031523086346297137	2.6079112681627796	26.875119395712613	14.741515331937697	1	1	0.9911686183819164	343.83239674568176	734.3620913551056	404.77378516686207	740.6390798908947	340.22786821757387	391.81367265078234	165.54784170920087	50	100	2	0
CompressiveNMF	14	6	1.5169837777680384	2.1233606502381335	0.0027198875369300636	0.005127090885535039	0.003923489211232551	2.5013087595040497	25.3728052196617	13.937056989582874	1	1	0.9884020543803068	340.537620306015	740.7754312568874	393.52164923126713	738.6720180821476	335.2507721298667	438.6221403744947	257.4615436776932	50	100	2	0
CompressiveNMF	15	6	1.2828291014074553	2.2356880165080586	0.0022731269707589137	0.0031088033175837625	0.002690965144171338	3.4818623771502923	20.61547019197407	12.04866628456218	1	1	0.9920336229631728	330.995069026947	749.4830777288203	375.5805257166219	764.8164649697302	290.3063941770384	401.6158537845805	190.204546560361	50	100	2	0
CompressiveNMF	16	6	1.657458071955995	2.234437177971234	0.0024102365033596327	0.004605434636161374	0.0035078355697605035	5.6014212353866	30.215947984526345	17.908684609956474	1	1	0.9918242268338823	349.241174697876	734.3725390271942	394.98045733356105	734.7675036478245	344.29871209775314	337.45944519433243	99.10093959743062	50	100	2	0
CompressiveNMF	17	6	1.3457879958052212	2.261296833049733	0.0025873886945947475	0.0037801828583149876	0.0031837857764548676	4.318147498261121	24.124821569849146	14.221484534055133	1	1	0.9894685019605266	360.1187598705292	741.848053332313	387.05570636009156	750.2531821857567	310.9106368489848	418.374786469941	220.07295205809348	50	100	2	0
CompressiveNMF	18	6	1.3045540435077185	2.035906151654531	0.0020694931808880007	0.005452697983462968	0.003761095582175484	2.0363536246616176	18.8927958520662	10.46457473836391	1	1	0.9884326820598651	325.8488414287567	738.1097323926141	388.2728642380833	756.1206078047398	303.1811555561324	419.59303108934154	172.26673132100126	50	100	2	0
CompressiveNMF	19	6	1.5419859424757765	2.1541266270316624	0.00217105315696043	0.004371997754756069	0.0032715254558582495	3.9892421445931117	23.40215196195182	13.695697053272465	1	1	0.9873122338120575	343.2571585178375	737.0977928946123	388.0496187843907	765.053234853836	295.66427357975937	440.9941286317394	192.82465264533403	50	100	2	0
CompressiveNMF	20	6	1.4401083608355525	2.3081911943477995	0.0027905617410451276	0.004713900540933238	0.003752231140989183	1.2648817840543414	25.790362210475514	13.527621997264928	1	1	0.9889201828409945	339.090318441391	733.0406998010367	395.67549578019225	749.1241615462341	322.4584594370688	434.2170633485608	165.19867888416078	50	100	2	0
PoissonCUSP_gamma	1	6.069	1.4226477913671853	2.1270690813514324	0.0022222383687901573	0.004118393981177567	0.003170316174983862	2.9180724948583983	24.627808212804663	13.77294035383153	1	1	0.9913039451680534	237.1053638458252	180.31955063733974	37.49105668749725	307.2718104235122	93.19756808274836	17.464837918079976	2.628927838421498	50	100	2	0
PoissonCUSP_gamma	2	6.294	1.2476882894627301	2.1531103746221696	0.0020408302055369564	0.00513056427033379	0.0035856972379353733	2.4145553098586134	25.499492577361032	13.957023943609823	1	1	0.9915928851797946	230.3259859085083	177.48390862135707	28.585685422114835	263.4879735296065	98.44479509630361	18.28046312320621	7.018957973897333	50	100	2	0
PoissonCUSP_gamma	3	6.221	1.574670139551022	2.4129230201275518	0.0027782410421916077	0.003883314382077492	0.00333077771213455	5.111233004288923	26.463702474873628	15.787467739581276	1	1	0.9915810417058263	268.55881118774414	149.8134778696051	29.946109032211737	245.8182490766285	74.28135095626487	13.84397206961643	3.7746940505194466	50	100	2	0
PoissonCUSP_gamma	4	6.308	1.4980151903630943	2.313406870276344	0.002132500313689045	0.005785731546075397	0.003959115929882221	5.529446525680841	21.408459772393655	13.468953149037247	1	1	0.9839385040739049	234.37261295318604	163.21501197504844	48.27361040777122	292.8885013688223	78.23007193937417	17.842341574056185	3.319212393290551	50	100	2	0
PoissonCUSP_gamma	5	6.057	1.3458082177487691	1.9421258874045841	0.0029307054085163757	0.004162640748742662	0.003546673078629519	2.413157140875702	17.20256783103363	9.807862485954665	1	1	0.9871425860390695	217.56784415245056	181.46630430071212	23.105246632984397	320.2672882710454	149.5819752812061	17.824247815688228	5.015918605781145	50	100	2	0
PoissonCUSP_gamma	6	6.325	1.270868066037534	2.266065525911495	0.0025524028594028922	0.0037776258640287905	0.003165014361715841	2.7952015449836223	20.303252512979796	11.54922702898171	1	1	0.9927657680059829	259.89755296707153	175.7157739448489	30.12277211762327	281.44692520363043	115.15100522173715	18.30516957105579	9.020927036576907	50	100	2	0
PoissonCUSP_gamma	7	6.016	1.4637090639510322	2.051411689216931	0.003743427587909425	0.004600018155170037	0.004171722871539731	7.965892216053136	24.110870657346556	16.038381436699847	1	1	0.9889412394252887	221.21204710006714	168.73748047388224	26.868459773159802	302.62386951540947	118.7537249997088	20.400030147427103	6.400476482376348	50	100	2	0
PoissonCUSP_gamma	8	6.067	1.4975756919478291	2.3342414603831045	0.003079084803485356	0.003473084922684715	0.0032760848630850356	2.6125449990343075	28.253199579404832	15.43287228921957	1	1	0.9870908680801295	257.1478269100189	162.95869169005664	33.89707598376954	257.1337480903867	101.79811296531301	15.071843851807879	3.329379342289841	50	100	2	0
PoissonCUSP_gamma	9	6.107	1.4465318699767482	2.3653034588459496	0.0017709015550891115	0.004778628313927401	0.003274764934508256	4.339166876853237	22.87143503182476	13.605300954338999	1	1	0.9858753478350076	239.95084524154663	171.7629124873097	58.42897040885925	270.73815893654154	83.04091439721536	16.47086832176335	3.356266619610022	50	100	2	0
PoissonCUSP_gamma	10	6.372	1.4519671462519441	2.117367533002876	0.003375337812592816	0.004438333956325797	0.003906835884459307	5.551815355849922	22.092943398462268	13.822379377156095	1	1	0.9866509318383355	259.99964690208435	155.15504099584183	21.55323540568913	310.6013532466159	89.53977570961614	16.054357620862127	5.603237829564029	50	100	2	0
PoissonCUSP_gamma	11	6.055	1.2472834989984052	2.113649721878227	0.001934791138636474	0.004889644787126717	0.0034122179628815956	1.8727149061996897	23.985747448475024	12.929231177337357	1	1	0.98968685858462635	239.50936365127563	155.5777524931855	44.569472318696754	244.85890146970436	49.147506036706936	21.169821268065817	7.883116624849648	50	100	2	0
PoissonCUSP_gamma	12	6.26	1.6722894689536998	2.1626593607362388	0.002544550727259887	0.004713353727897464	0.003628952227578675	1.6679538167153352	26.205596703564275	13.936775260139806	1	1	0.9900198099486605	256.5529553890228	155.4149371895224	24.795152599058067	275.6729257228451	105.03929451812026	17.3505783030183	2.2930276353626367	50	100	2	0
PoissonCUSP_gamma	13	6.073	1.3230757512141982	2.3455445896746117	0.0018137629110356553	0.004446354413001687	0.0031300586620186715	3.0819763283372565	26.700213329889237	14.891094829113246	1	1	0.9915121560547461	267.1901173591614	133.99104052979476	26.848537215594835	248.83053831367442	87.23299618908	17.105064915873662	4.6514217799131234	50	100	2	0
PoissonCUSP_gamma	14	6.05	1.516181477183889	2.126761923322737	0.002697091918423534	0.005135385015892586	0.0039162384671580595	1.539757095746796	25.247950687444824	13.39385389159581	1	1	0.9887550191633468	255.6118040084839	156.71471411783867	36.330279799941216	253.7773271733374	54.785084073948816	13.959463915379091	4.075123742591531	50	100	2	0
PoissonCUSP_gamma	15	6.036	1.2751380739672478	2.2349614084826412	0.0022987714581392754	0.003013284351680855	0.0026560279049100653	3.943201034879551	20.021428409610298	11.982314722244924	1	1	0.9923280886265504	235.0153911113739	188.1129808198072	19.57485382280194	340.0571450381831	135.98708894846916	22.46363358855723	9.651964629251164	50	100	2	0
PoissonCUSP_gamma	16	6.187	1.6660636722993727	2.2393084605467153	0.002440165948889208	0.004840314316959157	0.0036402401329241824	4.995831521768339	31.956854508881456	18.476343015324897	1	1	0.9899189427788472	255.30817818641663	143.10497802780597	40.87039523602397	240.54548657229006	90.71326089974764	16.40457454692843	4.786627345656659	50	100	2	0
PoissonCUSP_gamma	17	6.079	1.3624596629387715	2.2670505197892807	0.0025479310875911997	0.0038548804072077417	0.0032014057473994705	6.334841035177668	23.833339427134884	15.084090231156276	1	1	0.9893356499601579	246.24599051475525	172.4407080338678	19.79451057003237	297.2486128758551	103.13623793415971	17.507117607859144	5.372966448343708	50	100	2	0
PoissonCUSP_gamma	18	6.421	1.2922630285597407	2.024366888592138	0.0021179122635511865	0.005381505623742245	0.003749708943646716	2.5426146498590065	18.231042587287547	10.386828618573277	1	1	0.9899169920719642	238.37358975410461	160.48153245876182	27.680110189173266	315.48616215111525	101.30394282681902	19.733712200608696	7.569514302761948	50	100	2	0
PoissonCUSP_gamma	19	6.033	1.533664849626731	2.1530470890706	0.0021938248015839486	0.0041277190731922155	0.003160771937388082	2.6532952971352755	22.447611325201652	12.550453311168464	1	1	0.9884960178401495	250.94554162025452	160.1007701204541	42.223372712067125	345.3954550432433	103.738309151218	19.232233578374032	3.3725312639508074	50	100	2	0
PoissonCUSP_gamma	20	6.094	1.4280627209190888	2.3033153832521567	0.0027536042434432332	0.004640622277337504	0.0036971132603903687	1.3256698216662415	25.05920028066147	13.192435051163857	1	1	0.9893397162411949	235.4657688140869	149.62707317382262	28.344567382362143	294.8107513072969	91.6209221077834	17.410895161337685	5.623138429689153	50	100	2	0
PoissonCUSP_gammaKC	1	6.062	1.420149696379881	2.121439951014773	0.002330841719912446	0.004075620252541657	0.0032032309862270515	3.0525060845932392	23.471035744193	13.26177091439312	1	1	0.9920777825105095	232.19225406646729	182.0492613940137	37.972019167616075	302.87901050165846	104.4001285799389	15.402046243305128	2.6141685132708994	50	100	2	0
PoissonCUSP_gammaKC	2	6.214	1.2398344935028567	2.151022493635495	0.0020224271230206174	0.005059691069204044	0.003541059096112331	2.616503128960521	25.189417562869572	13.902960345915046	1	1	0.99189522046617	241.4037492275238	179.36783049159104	29.492053260520482	276.82144226343183	102.47073418124674	16.677905297268644	5.341919682569708	50	100	2	0
PoissonCUSP_gammaKC	3	6.027	1.567399995153711	2.416900906348539	0.0024142434896979523	0.003857868797082381	0.003136056143390167	3.8381556867068656	26.155035852083337	14.996595769395102	1	1	0.9920458891861983	270.86297726631165	151.6651628157323	29.125229395254685	252.3239496744956	85.89695856572055	14.055196127745287	2.9688885122835713	50	100	2	0
PoissonCUSP_gammaKC	4	6.059	1.4975289365381563	2.313273573311469	0.0020998445738850515	0.0058337965318630775	0.0039668205528740645	5.423938000940007	21.76634754354316	13.595142772241584	1	1	0.9844711066002744	240.20105504989624	159.51970922513257	46.76491341565726	295.1492097176327	76.93529253516583	16.066292782363792	5.223506556004689	50	100	2	0
PoissonCUSP_gammaKC	5	6.045	1.3533289683692675	1.9452610555740946	0.0027149307808363374	0.004143102799123085	0.003429016789979711	1.9586582954747576	16.95703545163087	9.457846873552814	1	1	0.9882173373714345	227.45585918426514	181.3120614402728	21.721930163161048	313.7868669057439	129.7775574320978	17.183264909789738	4.114349518613383	50	100	2	0
PoissonCUSP_gammaKC	6	6.113	1.2635097949491247	2.2689979629149346	0.0024925334890212513	0.003705077252721589	0.00309880537087142	2.057585991636257	19.855214015582597	10.956400003609428	1	1	0.9929722910081915	253.90502858161926	172.93944264323085	30.462467646695792	283.2184022040759	120.65898407454856	14.996438514298084	5.545637223179767	50	100	2	0
PoissonCUSP_gammaKC	7	6.048	1.4648271710148972	2.0554633710216748	0.0036028429908977876	0.0044319831815654975	0.0040174130862316425	8.207804899463621	23.58040147725829	15.894103188360956	1	1	0.9895391020821761	225.7394552230835	161.95644445033167	24.610869799591853	265.63457329638055	127.26162432781831	17.224692425343715	4.753429487607368	50	100	2	0
PoissonCUSP_gammaKC	8	6.129	1.51360026784638	2.3393231857333094	0.00313947880947202	0.0033648319238240238	0.003252155366648022	1.7608449544805973	27.07754743141473	14.419196192947663	1	1	0.987147504162299	257.1012363433838	159.01873194123314	34.607254403227586	266.67968674467465	113.45357934100049	20.25990806958729	5.16643782830655	50	100	2	0
PoissonCUSP_gammaKC	9	6.065	1.4395974020712228	2.3665088344010776	0.0015386451375565284	0.004713832263342407	0.003126238700449468	3.4300415949092957	22.354938826541947	12.89249021072562	1	1	0.9859283566836	251.29851627349854	172.12380371380638	54.15764742023102	288.1272876678471	93.42352702829614	16.5088576460052	6.363362392154064	50	100	2	0
PoissonCUSP_gammaKC	10	6.099	1.4545498551646348	2.1207985250463253	0.0033778048587102313	0.004376421699435768	0.0038771132790729997	5.192543898441277	21.890477850588514	13.541510874514895	1	1	0.9869523076500608	260.79885625839233	153.94252801926174	18.22704384926803	304.5557769192667	96.57835737313867	16.67223493740939	4.683626199092358	50	100	2	0
PoissonCUSP_gammaKC	11	6.019	1.2400366265076288	2.1140194721501113	0.004775468630887101	0.004949364151119713	0.004862416391003406	1.5557289879317926	23.756823269622068	12.65627612877693	1	0.8571428571428571	NA	237.36032605171204	270.54922492717577	311.22642305999443	318.69667511427224	188.57031720089418	88.7444218797102	192.9740178744941	50	100	2	0
PoissonCUSP_gammaKC	12	6.23	1.6782445154255459	2.1610286205586506	0.00260320494198079	0.004481628233952691	0.0035424165879667405	1.1645156609815246	25.73743015737024	13.450972909175883	1	1	0.990671852156518	260.7317566871643	157.95264623967785	25.190854827309135	279.3618839019506	85.89459836666398	22.765839685071697	8.917860674508344	50	100	2	0
PoissonCUSP_gammaKC	13	6.029	1.3094525077782304	2.343544480857838	0.0018213785543101327	0.00451772388455839	0.003169551219434261	3.096850387763648	26.479684771009556	14.788267579386602	1	1	0.99211651283085045	254.48003220558167	132.24912475165186	23.773717614046554	248.14120806402764	106.99104894411232	14.11230460726238	2.9048311243779854	50	100	2	0
PoissonCUSP_gammaKC	14	6.076	1.5108198042449865	2.1256301609062707	0.002479451943528383	0.005195166932273841	0.0038373094379011118	1.118134908202062	25.275346198967224	13.196740553584643	1	1	0.989172258337664	257.01371145248413	154.10919288454676	39.41563159218126	247.16754369136635	58.02425374439696	17.962974734468474	5.296741238476898	50	100	2	0
PoissonCUSP_gammaKC	15	6.037	1.2584341460547543	2.230397883784978	0.004978174293090553	0.0029833723998563626	0.0039807733464734575	2.5313197973356227	19.822376999365854	11.176848398350739	1	0.8571428571428571	NA	249.10780882835388	303.186050065831	301.52366459994875	313.8700930284238	168.05616538556765	23.007225232085577	11.869913904416011	50	100	2	0
PoissonCUSP_gammaKC	16	6.075	1.6553538729919781	2.233191258492396	0.0029728481022864937	0.00468931031613528	0.0038310792092108867	6.557121841403814	31.02827722481537	18.79269953310959	1	1	0.9900994348156744	251.02806901931763	146.53495843483412	41.456722469629995	231.4501035720492	77.85116381802192	16.268929923456906	2.2590015056874004	50	100	2	0
PoissonCUSP_gammaKC	17	6.143	1.349430528035078	2.2643931886285027	0.0024567382110620845	0.0037608409055820587	0.0031087895583220716	7.35862915784676	23.493205094901985	15.425917126374372	1	1	0.9901723189648901	246.21453404426575	168.0312264623635	15.675277282465412	290.8412321276781	106.65094928259387	14.673191975538952	5.312752839554926	50	100	2	0
PoissonCUSP_gammaKC	18	6.035	1.2847612949384892	2.0216897262288516	0.002055569694632009	0.005097819938924058	0.0035766948167780337	1.8534649790911684	17.27212317220353	9.562794075647348	1	1	0.9903472998067201	230.27529072761536	161.31460754791468	26.077592633542658	320.4986371341471	111.4539446442771	17.688054819793187	4.7858341880084945	50	100	2	0
PoissonCUSP_gammaKC	19	6.155	1.5413362310728274	2.1511500542828648	0.002096286223778695	0.00419656691741264	0.003146426570595668	3.015483737376158	22.286371633058632	12.650927685217395	1	1	0.9890668069279548	249.23049426078796	158.99758928247076	37.983196567607465	340.76483349015405	96.61629928164439	20.093914055146662	5.245600215283925	50	100	2	0
PoissonCUSP_gammaKC	20	6.104	1.4325781544516034	2.307533518027521	0.002723602300301799	0.004558901863389697	0.0036412520818457483	1.9419484195150625	24.973459584821196	13.457704002168128	1	1	0.989201619176612	247.46896886825562	146.61059039329723	27.92747248547258	286.1177407916872	91.91947629197486	15.084573185047555	5.914608949425444	50	100	2	0
PoissonCUSP_invgamma	1	19	1.3779042113569822	2.101534505729288	0.00935366785424263	0.003948657177400261	0.006651162515821445	0.6728812635668575	24.23911809602525	12.455999679796054	1	0.3157894736842105	NA	312.53308725357056	485.61868819571043	212.051440049873	277.2471936947656	82.5728647313862	306.66773035818795	404.834836862826	50	100	2	0
PoissonCUSP_invgamma	2	19	1.233220202000239	2.120718904424557	0.009322583454557207	0.005170704962476704	0.0072466442085169554	0.6548594495846428	26.896391493412555	13.775625471498598	1	0.3157894736842105	NA	325.94986057281494	443.97491986063295	187.15310149782366	211.70120054600827	85.27953418016678	242.54996996212242	357.3315802220899	50	100	2	0
PoissonCUSP_invgamma	3	19	1.5351420349786644	2.3816632539474956	0.009392286515216078	0.0038489804044007573	0.006620633459808418	1.0189832797852723	27.06051943476679	14.03975135727603	1	0.3157894736842105	NA	409.0302200317383	449.00608507084974	209.5256874932027	218.21985052746012	68.33687711948939	259.77061140976775	363.9198269216593	50	100	2	0
PoissonCUSP_invgamma	4	19	1.45911634076872	2.290019718453506	0.009330761519437191	0.0055333250050428355	0.007432043262240014	1.0002711902105714	21.528302336319697	11.264286763265135	1	0.3157894736842105	NA	299.9467508792877	450.2766459815314	203.907072332488	225.79224586498333	84.04779814039769	250.4279220889656	372.57782900569015	50	100	2	0
PoissonCUSP_invgamma	5	19	1.2834508046119404	1.9096547539606608	0.009416711528435063	0.00392883758789376	0.006672774558164412	0.652411730418966	17.046840562999673	8.84962614670932	1	0.3157894736842105	NA	311.9392125606537	462.53336994361723	195.69202043082367	241.81609733131057	107.18256861330556	298.10854881317715	408.6190138418945	50	100	2	0
PoissonCUSP_invgamma	6	19	1.2468931460231452	2.231515637518349	0.009390290918898316	0.003605889307180739	0.006498090113039527	0.5160799672843429	19.871546127498043	10.193813047391194	1	0.3157894736842105	NA	395.54975748062134	445.13906371206417	189.67130676365468	237.73904660447002	74.78137797215821	321.3859606574852	435.7694990927251	50	100	2	0
PoissonCUSP_invgamma	7	19	1.431885546547714	2.022271716868179	0.009586998728667683	0.004366778427839593	0.006976888578253638	1.3626383068505714	24.648142750578888	13.00539052871473	1	0.3157894736842105	NA	301.303546667099	470.3361089129645	211.4643822630701	250.18786746143607	96.52991308919145	206.82800887884645	304.9427306484401	50	100	2	0
PoissonCUSP_invgamma	8	19	1.4863930791625601	2.3064516832871353	0.009418691604548399	0.003473862255935226	0.006446276930241812	0.7018370399093294	27.766349904458863	14.234093472184096	1	0.3157894736842105	NA	365.9620234966278	449.8828075640008	199.64263140713243	227.48694531112693	74.74547950945143	234.83569656730901	345.57146711704456	50	100	2	0
PoissonCUSP_invgamma	9	19	1.41683573861186	2.334057807462591	0.009251395001117086	0.004511174670806828	0.006881284835961957	0.7468611944764996	21.949931848177126	11.348396521326812	1	0.3157894736842105	NA	335.9257912635803	459.201697732367	204.5922736042635	241.665776743419	72.18544785919133	249.37929382907592	367.13014742497677	50	100	2	0
PoissonCUSP_invgamma	10	19	1.419966686463716	2.091987198155596	0.009509186479739092	0.004353758159066225	0.006931472319402658	1.0578168000525725	22.971631702865206	12.01472425145889	1	0.3157894736842105	NA	361.3295283317566	443.0765703581332	199.69208403560424	232.18328499871646	92.9303637245709	288.96202302387445	405.63167894404387	50	100	2	0
PoissonCUSP_invgamma	11	19	1.2089746472713125	2.088442326614627	0.009326606852648002	0.004609529542442564	0.006968068197545283	0.612935484161664	23.29370232433149	11.953318904246578	1	0.3157894736842105	NA	335.64178800582886	465.5377570021277	218.96174199926446	241.63541478464631	56.855282220602895	192.90803595291442	285.2063920715654	50	100	2	0
PoissonCUSP_invgamma	12	19	1.6216073020053963	2.1265501485430804	0.009400846945789708	0.004432370933186129	0.006916608939487918	0.5688166933094241	26.432014267966697	13.500415480638061	1	0.3157894736842105	NA	355.20720386505127	448.21579910379876	205.25616163597917	218.2322896785887	75.45171000729466	271.77919669543473	388.7546527752025	50	100	2	0
PoissonCUSP_invgamma	13	19	1.2767502750222355	2.3156492364463017	0.009338888945259109	0.004344938993535022	0.006841913969397066	1.0283330778974846	27.666048626713437	14.347190852305461	1	0.3157894736842105	NA	370.7650353908539	426.2739298561121	206.60872316185842	187.0346525661347	86.59799075096161	200.55531806104187	306.059552396724	50	100	2	0
PoissonCUSP_invgamma	14	19	1.4703417983230735	2.089445206666348	0.009387184352672873	0.004994521064524049	0.007190852708598461	0.4461965205858366	25.629795183233597	13.037995851909717	1	0.3157894736842105	NA	357.0977611541748	438.86784653692314	198.7288044186766	194.61755580178098	55.12115825765591	256.07572838416115	400.4644910987756	50	100	2	0
PoissonCUSP_invgamma	15	19	1.2578008052088485	2.1905669335496007	0.00935996973305006	0.0029355055129002207	0.0061477376229751406	0.8632610850804905	20.554809821397267	10.70903545323888	1	0.3157894736842105	NA	339.63382625579834	450.7098229797966	183.57774244706533	253.29882678629517	117.41607867349946	298.7473503444753	420.6480832410813	50	100	2	0
PoissonCUSP_invgamma	16	19	1.6593187481808256	2.2039267900680803	0.009339969624197982	0.004659588619308298	0.00699977912175314	0.9046295171435822	31.656102750195235	16.280366133669407	1	0.3157894736842105	NA	400.2814338207245	438.86217246397723	204.71000776978426	208.32926344128543	70.92101691713673	228.71097845774491	342.41682541702465	50	100	2	0
PoissonCUSP_invgamma	17	19	1.2998656543912293	2.229900869514659	0.00939331204008539	0.003717861652858965	0.0065555868464721775	1.2888206149057762	23.945827026739295	12.617323820822536	1	0.3157894736842105	NA	360.706417798996	454.586267380992	201.17870780945586	238.22156806609087	84.24932710972195	279.6976677761158	392.4005744632951	50	100	2	0
PoissonCUSP_invgamma	18	19	1.2288271648428672	1.9887629253924208	0.009331194591278557	0.005281570130577812	0.007306382360928184	0.6035225842884696	18.62388438445504	9.613703484371754	1	0.3157894736842105	NA	334.27644085884094	439.83567299792793	195.37923610100245	200.47363753456187	96.49207104598294	232.2748998574475	343.3120138217746	50	100	2	0
PoissonCUSP_invgamma	19	19	1.4921354784934504	2.1233598508982063	0.009334257836151837	0.004067664124622523	0.00670096098038718	0.6890448135399896	22.51407341577447	11.60155911465723	1	0.3157894736842105	NA	341.2084403038025	455.5451019092974	206.3045872484638	255.16885799984763	96.79147397577329	293.44979809540513	420.61979219478394	50	100	2	0
PoissonCUSP_invgamma	20	19	1.3926203424910464	2.2802798502144905	0.00941160749344662	0.004365829279518961	0.0068887183864827905	0.561120862105058	24.895536660511127	12.728328761308092	1	0.3157894736842105	NA	376.4133770465851	450.6339916938905	213.5307443560482	239.0029403441419	84.22970687631562	252.6872972704328	365.892714486688	50	100	2	0
PoissonCUSP_invgammaKC	1	6.641	1.3785472397519332	2.1008958228845196	0.002199231060127106	0.0041797594435323444	0.003189495251829725	2.9855153560383667	25.109418638553166	14.047466997295766	1	1	0.9909259810610257	106.37456154823303	145.35133579983122	64.144568417128	137.61898862408358	153.78575519104734	832.4431095890252	189.3653986113266	50	100	2	0
PoissonCUSP_invgammaKC	2	8.997	1.2346646678571205	2.1246237310519183	0.007638892692438561	0.005259434344639614	0.0064491635185390875	1.241514766417865	26.966151731937178	14.103833249177521	1	0.6	NA	120.85959649085999	369.27631878520555	281.20271003103335	250.3158323254841	126.78596353830643	446.480537726832	401.59151162162715	50	100	2	0
