Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	25	4	21	3	0	0	0	14	1	1	0	0	2	0	1	0	1	1
V2	0	76	94	41	10	10	3	2	12	21	0	4	0	17	9	22	32	1
V3	36	9	11	4	0	28	0	3	11	31	29	4	0	30	0	10	0	2
V4	8	23	112	7	12	18	2	41	30	0	0	8	14	0	2	0	5	4
V5	20	8	1	0	21	48	2	11	5	9	14	13	0	0	7	16	18	0
V6	8	0	18	92	69	27	62	34	29	0	2	26	73	11	1	0	0	0
V7	0	43	96	0	0	4	0	0	0	0	10	9	0	7	9	0	3	18
V8	31	1	41	1	42	0	10	1	1	2	5	18	5	0	0	2	0	7
V9	12	77	3	6	0	2	0	3	9	0	1	0	4	4	9	4	2	3
V10	0	22	234	25	20	0	0	18	9	0	13	3	3	0	39	2	3	30
V11	0	0	8	68	0	7	0	57	26	8	16	0	11	16	1	0	0	0
V12	35	5	5	25	0	0	1	5	10	0	0	3	3	0	0	0	0	3
V13	5	3	41	1	53	40	13	0	0	0	0	5	0	12	0	0	0	0
V14	1	15	80	81	84	56	253	31	97	2	0	69	67	5	0	0	0	0
V15	133	36	24	15	2	6	5	9	14	13	5	14	2	2	11	11	10	22
V16	25	16	0	0	13	0	23	0	0	1	1	15	5	10	2	0	0	0
V17	8	24	16	15	0	49	24	12	5	11	1	6	0	34	7	0	0	6
V18	12	14	2	58	0	0	0	38	13	1	1	1	8	1	1	0	0	0
V19	52	0	9	45	0	0	0	8	6	2	8	0	14	0	6	0	0	0
V20	0	2	13	7	25	16	8	2	0	24	10	32	2	26	0	3	12	0
V21	0	95	121	0	0	14	4	1	0	12	1	18	0	1	15	30	0	0
V22	1	4	35	59	30	12	35	76	15	0	0	55	0	16	2	0	0	0
V23	144	54	12	7	0	13	5	1	13	1	0	0	2	0	3	8	0	8
V24	40	12	118	11	5	0	9	3	10	0	0	2	3	2	0	0	0	0
V25	144	49	0	6	23	15	32	3	2	0	0	2	17	10	6	13	0	0
V26	3	0	54	15	12	1	10	4	8	1	0	0	17	0	0	0	0	5
V27	138	9	58	1	0	20	21	4	0	0	0	0	8	0	3	0	64	14
V28	39	6	5	10	0	3	0	1	2	0	4	0	2	1	2	4	0	8
V29	0	182	7	18	0	3	1	2	1	0	9	1	2	6	28	36	0	0
V30	0	203	73	6	5	0	4	2	0	114	0	3	1	7	15	41	2	10
V31	25	26	27	0	0	5	0	0	0	8	2	7	1	0	0	0	0	0
V32	85	21	1	36	0	13	3	25	21	5	1	2	0	0	6	0	25	0
V33	0	80	28	19	18	3	1	11	20	9	2	1	16	0	7	2	4	2
V34	19	14	0	7	0	41	24	3	0	40	91	43	13	2	1	0	25	9
V35	224	42	38	30	12	75	25	7	10	25	15	13	34	20	0	21	11	0
