NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	131.053	40.307	44.451	29.861	0.235	0.949	20000.0
2	134.731	41.016	45.328	30.1	0.235	0.95	30000.0
3	130.448	41.008	47.381	31.33	0.243	0.926	20000.0
4	131.382	41.571	48.169	31.624	0.253	0.924	40000.0
5	130.902	40.508	44.91	29.814	0.239	0.948	30000.0
6	131.656	39.756	44.382	29.202	0.243	0.943	20000.0
7	130.673	40.792	44.054	30.035	0.236	0.947	40000.0
8	127.009	40.105	46.207	30.487	0.24	0.93	20000.0
9	131.571	40.845	44.793	30.449	0.243	0.946	20000.0
10	132.206	40.479	45.323	30.03	0.235	0.949	20000.0
