MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.22E-02	2.00E-02	1.52E-03	1.97E-03
1:Del:C:1	4.13E-03	5.71E-03	8.80E-04	7.02E-04
1:Del:C:2	2.19E-04	3.25E-04	5.58E-05	1.03E-04
1:Del:C:3	4.07E-04	7.48E-04	3.16E-04	1.91E-04
1:Del:C:4	4.05E-04	8.25E-04	2.97E-04	4.81E-09
1:Del:C:5	1.17E-03	5.60E-04	5.41E-04	5.80E-05
1:Del:T:0	4.02E-03	6.50E-03	1.03E-03	1.37E-03
1:Del:T:1	1.34E-03	2.74E-03	4.09E-04	1.72E-04
1:Del:T:2	2.70E-03	4.97E-03	3.88E-04	5.30E-04
1:Del:T:3	3.29E-03	6.77E-03	5.24E-04	9.91E-04
1:Del:T:4	2.13E-03	5.27E-03	7.49E-04	2.60E-04
1:Del:T:5	6.29E-02	3.73E-02	7.47E-03	1.37E-03
1:Ins:C:0	1.35E-04	1.83E-04	5.73E-09	8.30E-05
1:Ins:C:1	6.95E-05	1.35E-04	5.76E-09	8.86E-05
1:Ins:C:2	2.04E-04	9.04E-05	7.21E-05	1.31E-04
1:Ins:C:3	4.98E-05	4.33E-08	4.23E-08	3.89E-05
1:Ins:C:4	2.24E-04	2.73E-04	1.82E-04	1.52E-04
1:Ins:C:5	7.94E-04	1.46E-04	7.60E-04	1.76E-04
1:Ins:T:0	8.59E-04	8.45E-04	1.72E-04	3.68E-04
1:Ins:T:1	5.66E-04	1.07E-03	2.69E-04	2.41E-04
1:Ins:T:2	2.05E-04	1.82E-04	5.67E-08	6.32E-05
1:Ins:T:3	3.03E-04	3.08E-04	4.09E-04	2.78E-04
1:Ins:T:4	6.37E-04	3.38E-04	4.85E-04	0.00E+00
1:Ins:T:5	2.58E-08	9.55E-04	8.10E-03	3.48E-03
2:Del:R:0	8.69E-04	1.03E-03	2.07E-04	1.24E-04
2:Del:R:1	5.43E-04	9.85E-04	1.86E-04	1.84E-06
2:Del:R:2	3.63E-04	1.30E-04	7.16E-05	8.97E-05
2:Del:R:3	9.43E-05	5.47E-08	6.72E-05	3.68E-08
2:Del:R:4	1.25E-04	1.02E-04	1.13E-08	8.65E-05
2:Del:R:5	5.40E-05	5.14E-05	4.58E-08	4.99E-08
