NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.299	21.738	11.49	12.532	0.137	0.988	70000.0
2	46.572	20.89	10.596	11.808	0.137	0.989	40000.0
3	48.669	21.875	11.56	13.013	0.14	0.985	50000.0
4	49.613	22.653	11.703	13.216	0.145	0.986	30000.0
5	48.078	21.52	11.203	12.431	0.138	0.988	20000.0
6	49.385	22.43	11.633	13.036	0.143	0.986	30000.0
7	50.521	21.75	12.33	12.966	0.131	0.987	40000.0
8	50.358	22.132	12.381	13.139	0.139	0.987	60000.0
9	47.386	20.81	11.427	12.193	0.131	0.988	60000.0
10	47.6	21.369	11.004	12.261	0.137	0.989	60000.0
