Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	47	10	4	0	58	12	130	0
V2	22	9	8	13	7	0	9	0
V3	4	68	16	9	3	10	16	22
V4	0	2	18	92	172	78	0	24
V5	144	0	58	72	0	74	28	96
V6	102	32	0	0	9	9	33	10
V7	64	410	31	34	53	9	49	0
V8	26	128	60	15	43	9	60	0
V9	209	11	42	9	63	116	49	58
V10	9	26	33	27	37	15	61	11
V11	60	68	0	0	11	1	38	0
V12	17	26	93	57	72	0	47	0
V13	4	8	11	65	34	4	81	0
V14	5	4	3	245	32	36	25	99
V15	117	37	2	0	0	4	4	15
V16	209	0	1	3	0	32	5	48
V17	3	82	0	0	0	55	10	8
V18	0	83	15	4	11	113	8	0
V19	8	69	6	0	36	34	27	9
V20	13	33	13	305	8	66	0	0
V21	33	13	188	54	10	0	24	44
V22	1	1	63	7	2	0	8	1
V23	181	0	142	38	40	18	27	0
V24	34	47	25	23	89	3	25	2
V25	23	111	0	1	0	3	0	0
V26	264	8	8	98	27	16	33	29
V27	15	67	1	0	0	65	9	12
V28	13	178	96	77	0	108	14	0
V29	6	0	10	2	0	9	1	0
V30	0	11	61	0	0	141	3	27
V31	6	1	3	127	19	3	27	98
V32	30	36	0	0	0	8	9	9
V33	2	24	92	13	23	0	7	0
V34	11	106	5	0	29	15	41	17
V35	13	71	11	0	6	15	0	0
V36	0	42	0	0	26	65	28	71
V37	0	11	81	0	20	75	0	44
V38	0	22	9	28	4	34	0	4
V39	27	60	114	15	2	17	0	0
V40	13	14	0	4	261	4	3	9
V41	0	27	31	73	31	1	0	20
V42	245	106	17	0	41	113	50	9
V43	17	6	61	9	0	65	3	0
V44	16	6	165	43	3	22	0	0
V45	26	11	1	0	28	11	27	3
V46	4	36	69	33	7	10	0	0
V47	5	20	7	14	7	0	5	10
V48	7	0	57	72	42	12	156	2
V49	0	138	17	0	0	36	5	7
V50	1	151	0	24	3	14	0	0
V51	0	96	33	5	40	1	9	9
V52	12	4	124	6	9	23	27	24
V53	194	11	3	6	8	44	0	8
V54	6	35	268	0	68	37	0	28
V55	22	19	33	13	4	0	2	4
V56	19	19	61	16	57	0	3	35
V57	0	0	107	5	39	38	59	0
V58	29	6	13	13	168	6	9	0
V59	0	0	7	14	22	13	91	22
V60	0	2	56	13	0	0	3	1
V61	0	230	44	36	33	54	0	39
V62	0	93	164	1	7	3	73	26
V63	145	157	5	41	83	0	28	49
V64	25	1	33	0	42	3	0	0
V65	1	115	5	71	7	0	0	33
V66	2	94	2	1	32	4	0	12
V67	6	7	0	4	0	3	4	0
V68	142	39	249	0	40	4	22	0
V69	35	0	5	20	15	60	30	41
V70	0	122	8	0	0	13	0	0
V71	0	138	4	3	0	172	20	0
V72	79	20	9	7	22	13	34	6
V73	0	22	21	0	1	88	0	23
V74	0	16	0	72	27	47	11	30
V75	44	10	34	189	2	1	0	24
V76	174	3	138	23	0	0	27	4
V77	73	9	2	0	3	11	0	4
V78	0	3	7	41	121	40	4	39
V79	8	52	21	0	2	97	2	0
V80	152	67	4	19	88	18	37	55
V81	0	2	40	200	0	5	1	63
V82	21	0	14	4	10	0	42	0
V83	803	0	335	41	149	69	46	16
V84	38	1	3	6	4	27	3	7
V85	32	41	6	33	0	0	0	12
V86	38	107	12	0	75	2	0	0
V87	14	0	24	189	1	46	0	0
V88	25	109	25	123	23	133	0	10
V89	2	8	139	124	1	30	26	0
V90	206	119	7	47	173	15	23	172
V91	19	0	3	37	60	113	52	0
V92	127	35	7	72	0	6	0	13
V93	0	8	31	26	37	7	140	0
V94	79	50	47	31	91	4	23	13
V95	0	1	84	36	16	0	17	68
V96	231	9	4	7	55	7	105	0
V97	82	12	17	3	2	25	3	0
V98	90	56	109	89	0	0	8	0
V99	10	26	94	43	76	4	153	0
V100	0	6	6	0	17	31	0	7
