MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	0.00E+00	9.21E-08	9.01E-04	6.97E-04	4.89E-07	3.59E-02	3.47E-03	1.40E-02	9.28E-05	4.88E-03	8.82E-03	4.05E-02	6.62E-03	6.27E-03	2.78E-02	3.95E-03	6.10E-03
1:Del:C:1	6.83E-04	5.20E-05	1.18E-03	0.00E+00	0.00E+00	1.77E-02	6.16E-03	4.14E-03	1.95E-03	6.19E-03	1.05E-02	2.45E-02	3.40E-02	1.04E-02	4.55E-02	4.81E-02	7.40E-03
1:Del:C:2	5.54E-08	3.31E-08	1.60E-04	1.35E-08	5.79E-07	1.27E-03	5.11E-04	1.08E-07	1.41E-04	4.97E-04	1.56E-04	6.73E-04	2.13E-03	2.38E-04	6.16E-03	2.67E-03	7.25E-05
1:Del:C:3	0.00E+00	3.12E-04	5.02E-04	2.04E-04	4.42E-04	2.33E-03	2.09E-03	3.86E-03	2.98E-03	1.29E-03	3.54E-03	3.46E-03	3.56E-03	1.55E-03	1.39E-02	4.33E-03	4.94E-03
1:Del:C:4	3.91E-05	0.00E+00	4.29E-04	1.66E-08	0.00E+00	3.41E-03	1.40E-46	1.77E-03	1.23E-03	0.00E+00	1.24E-03	1.03E-03	6.43E-03	2.26E-03	1.25E-03	2.48E-03	1.90E-03
1:Del:C:5	5.09E-04	6.91E-04	1.81E-03	2.16E-04	2.36E-04	2.45E-04	2.97E-03	3.60E-04	0.00E+00	0.00E+00	9.60E-03	8.31E-08	1.61E-02	6.89E-03	2.63E-02	4.33E-04	1.31E-02
1:Del:T:0	4.80E-05	4.81E-04	8.41E-04	5.74E-04	9.89E-04	1.83E-02	5.64E-06	5.22E-03	1.09E-02	2.92E-03	5.35E-03	1.99E-02	5.63E-02	3.13E-02	3.37E-02	2.50E-03	9.27E-03
1:Del:T:1	4.84E-08	1.78E-07	0.00E+00	1.00E-07	0.00E+00	2.49E-06	3.01E-04	1.27E-07	6.61E-04	2.88E-03	9.39E-03	2.05E-02	1.53E-02	7.89E-03	8.17E-03	3.85E-02	1.15E-06
1:Del:T:2	3.48E-08	1.39E-03	5.28E-08	1.95E-06	0.00E+00	1.16E-02	5.04E-03	0.00E+00	5.00E-03	2.16E-03	2.63E-03	2.21E-02	2.44E-02	1.42E-02	1.62E-02	8.53E-03	4.83E-03
1:Del:T:3	4.24E-05	2.59E-03	2.76E-03	0.00E+00	1.02E-08	5.42E-03	5.03E-08	1.40E-46	1.40E-46	1.40E-46	4.83E-03	2.85E-02	4.05E-02	2.71E-02	6.79E-03	5.77E-02	7.51E-03
1:Del:T:4	2.27E-12	1.42E-04	8.07E-03	4.50E-04	7.88E-04	1.15E-02	7.47E-04	0.00E+00	1.83E-03	0.00E+00	1.08E-03	2.81E-02	2.10E-02	6.53E-03	8.54E-02	1.79E-03	1.52E-02
1:Del:T:5	7.60E-08	8.50E-08	1.06E-02	4.29E-03	2.85E-09	8.50E-08	2.20E-07	2.07E-02	4.13E-06	8.90E-03	5.19E-03	9.82E-08	5.27E-02	7.45E-02	1.16E-02	3.95E-07	5.69E-07
1:Ins:C:0	1.17E-07	3.57E-08	0.00E+00	5.06E-05	5.22E-08	5.37E-08	3.17E-04	4.32E-07	3.79E-04	5.35E-04	8.82E-04	2.95E-06	5.85E-08	5.66E-04	1.38E-04	2.78E-04	1.32E-03
