Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	35	4	19	5	29	38	16	35	9	0
V2	7	83	8	10	0	0	2	43	2	8
V3	45	18	6	79	3	16	5	16	4	2
V4	149	118	0	35	2	2	9	9	0	11
V5	10	14	8	16	53	7	0	108	50	0
V6	1	2	0	29	15	21	0	29	0	0
V7	0	0	45	7	2	0	0	4	0	1
V8	12	9	2	43	9	0	7	22	27	0
V9	0	3	38	11	4	6	6	50	0	0
V10	0	122	0	0	15	123	0	25	18	0
V11	87	14	27	8	27	0	40	0	2	11
V12	60	13	98	28	4	0	0	9	0	10
V13	10	15	31	11	8	0	28	6	0	0
V14	190	16	0	48	36	0	123	2	34	13
V15	0	160	2	21	0	0	0	0	0	36
V16	58	80	168	3	84	13	105	50	0	0
V17	222	9	9	89	3	3	5	16	2	22
V18	131	30	17	7	91	19	31	0	44	37
V19	6	99	33	3	41	0	20	2	0	0
V20	302	181	1	3	11	0	29	10	0	13
V21	43	52	0	23	29	82	11	16	176	48
V22	56	83	11	0	18	0	7	31	9	18
V23	44	8	12	17	2	3	19	2	0	7
V24	683	60	0	82	38	2	31	2	14	23
V25	29	20	45	9	0	37	25	19	0	0
V26	145	108	0	44	45	12	4	34	19	29
V27	34	125	34	2	0	3	20	12	2	0
V28	9	0	18	14	127	292	31	116	102	41
V29	20	8	0	21	54	105	0	325	0	16
V30	49	180	2	26	7	1	3	0	4	20
V31	499	10	32	147	8	122	0	49	5	12
V32	10	220	2	0	4	5	3	1	4	8
V33	98	123	41	4	1	0	21	0	8	0
V34	1	2	3	0	13	114	0	0	0	0
V35	0	57	10	20	41	28	0	32	53	1
V36	11	196	0	0	117	0	29	0	97	21
V37	1	5	17	28	25	0	14	0	40	0
V38	19	35	0	32	42	23	0	1	19	0
V39	0	79	46	2	38	0	10	0	22	10
V40	70	0	49	7	4	1	22	16	24	0
V41	111	3	84	2	35	199	17	0	0	0
V42	43	0	4	81	208	13	42	18	109	7
V43	10	15	6	0	58	0	27	9	43	13
V44	0	2	196	8	0	11	89	3	0	0
V45	16	22	103	6	3	6	33	0	0	0
V46	5	4	5	35	0	0	0	0	0	1
V47	143	40	181	0	24	48	9	28	0	57
V48	14	15	3	10	35	0	19	0	31	6
V49	121	20	2	25	0	0	17	0	4	4
V50	83	178	93	39	13	80	0	13	0	68
V51	106	0	6	29	177	35	18	3	17	36
V52	44	17	32	21	0	121	0	210	39	0
V53	0	0	0	0	47	15	3	13	12	3
V54	3	2	39	103	161	0	52	0	22	0
V55	78	171	49	79	47	0	6	5	19	38
V56	0	12	0	6	3	0	0	0	0	10
V57	0	81	26	0	17	0	0	0	20	0
V58	36	5	17	31	5	2	9	0	4	0
V59	16	9	21	9	6	30	8	17	0	0
V60	55	27	11	24	4	0	0	15	15	10
V61	102	14	36	44	2	15	23	35	0	0
V62	56	124	157	5	5	0	58	0	4	0
V63	92	8	35	10	68	0	0	0	87	0
V64	6	3	51	25	16	11	15	10	30	11
V65	203	46	90	95	0	0	60	0	11	0
V66	53	96	67	94	2	0	3	0	0	16
V67	29	20	0	3	8	60	0	216	20	0
V68	39	21	18	0	34	0	78	0	33	23
V69	0	183	7	0	27	0	3	0	19	12
V70	30	20	9	0	126	6	22	0	8	0
V71	52	7	9	56	2	6	7	51	0	1
V72	0	41	109	0	0	5	21	5	0	0
V73	107	20	24	1	1	32	26	22	0	54
V74	89	61	1	43	3	15	12	64	11	28
V75	175	3	0	29	11	0	10	14	26	49
V76	68	32	149	0	103	0	85	5	72	19
V77	138	45	123	3	16	7	87	10	0	0
V78	43	63	25	44	10	0	14	0	21	0
V79	32	95	0	15	6	36	8	41	5	0
V80	47	82	33	0	1	3	20	0	2	9
V81	0	138	121	4	5	6	55	0	0	0
V82	468	42	78	123	10	0	263	0	0	0
V83	0	0	48	1	4	1	14	3	0	0
V84	48	68	65	30	9	7	49	0	0	0
V85	104	35	0	183	11	5	0	75	17	0
V86	36	5	22	7	13	12	4	11	0	10
V87	63	32	131	102	8	30	13	16	1	0
V88	35	11	47	82	1	8	1	56	0	0
V89	34	47	159	3	13	15	21	0	4	43
V90	24	111	23	96	36	0	8	0	22	5
V91	0	10	14	0	11	58	18	12	7	0
V92	220	193	22	43	22	7	56	23	0	32
V93	45	87	1	0	10	11	4	5	0	0
V94	35	64	0	17	8	15	9	16	0	0
V95	0	4	36	82	14	64	39	0	7	0
V96	61	8	0	0	22	60	2	9	8	0
V97	69	263	0	43	74	0	0	0	18	4
V98	101	205	44	0	13	2	0	0	1	0
V99	19	20	0	3	0	2	6	0	0	3
V100	88	34	12	51	1	111	26	0	0	0
