Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	2.37E+00	8.67E-01	3.48E+00	8.79E-01	1.44E+00	4.98E+00	2.10E+00	4.93E+00	2.60E+00	2.65E+00
V2	2.07E+00	2.97E+00	1.26E+00	1.33E+00	0.00E+00	4.50E+00	2.71E+00	3.49E+00	3.29E+00	1.86E+00
V3	2.73E+00	1.85E+00	9.09E-01	2.90E+00	3.27E-01	1.99E+00	1.22E+00	2.72E+00	2.33E+00	2.59E+00
V4	3.90E+00	5.29E+00	3.96E-01	1.56E+00	5.33E-01	1.46E+00	3.81E+00	3.60E+00	6.53E-01	6.39E+00
V5	2.27E+00	1.44E+00	1.37E+00	1.56E+00	4.96E+00	9.88E+00	8.36E-01	1.13E+01	4.17E+00	4.64E+00
V6	1.32E+00	3.79E-01	1.00E-01	1.80E+00	1.35E+00	4.51E+00	4.27E-01	4.21E+00	2.64E+00	1.51E+00
V7	6.40E-01	0.00E+00	1.55E+00	1.00E+00	6.51E-01	4.00E-01	7.67E-01	6.18E-01	0.00E+00	6.18E-01
V8	2.11E+00	1.91E+00	1.56E+00	1.67E+00	2.49E+00	2.40E+00	1.13E+00	2.73E+00	2.55E+00	1.59E+00
V9	7.27E-01	7.61E-01	4.05E+00	1.00E+00	7.18E-01	5.64E+00	3.31E+00	5.78E+00	3.00E-01	1.74E+00
V10	2.13E-01	2.68E+00	0.00E+00	0.00E+00	1.88E+00	1.10E+01	6.57E-01	1.11E+01	6.61E+00	4.51E+00
V11	5.38E+00	1.40E+00	2.95E+00	1.22E+00	3.48E+00	0.00E+00	2.77E+00	1.60E+00	3.44E+00	3.09E+00
V12	2.64E+00	7.90E-01	5.20E+00	2.40E+00	1.11E+00	7.67E-01	5.23E+00	1.25E+00	2.82E+00	1.41E+00
V13	2.17E+00	1.66E+00	6.29E+00	1.82E+00	5.63E-01	8.19E-01	6.82E+00	2.00E+00	1.31E+00	3.47E+00
V14	3.11E+01	1.49E+00	2.84E+00	3.88E+00	7.01E+00	5.54E-01	2.92E+01	3.08E+01	9.60E+00	7.67E-01
V15	7.57E-01	7.19E+00	1.14E+00	1.01E+00	0.00E+00	2.24E-01	1.18E+00	3.59E-01	7.00E-01	7.53E+00
V16	4.21E+00	3.13E+00	2.63E+01	6.18E-01	2.73E+00	5.93E+00	2.50E+01	5.89E+00	3.05E+00	5.17E+00
V17	1.07E+01	1.77E+00	1.26E+00	5.81E+00	8.67E-01	2.86E+00	5.47E+00	3.03E+00	4.61E+00	1.19E+01
V18	8.98E+00	2.86E+00	3.22E+00	1.05E+00	5.69E+00	3.35E+00	9.12E+00	3.42E+00	1.08E+01	5.25E+00
V19	1.13E+00	2.60E+00	4.33E+00	4.82E-01	2.56E+00	0.00E+00	4.12E+00	5.54E-01	1.42E+00	2.56E+00
V20	1.64E+01	4.79E+00	1.37E+00	8.36E-01	1.51E+00	7.42E-01	1.60E+01	9.32E+00	1.58E+00	3.74E+00
V21	5.71E+00	7.45E+00	9.89E-01	2.29E+00	1.16E+01	6.04E+00	7.82E+00	8.23E+00	2.09E+01	1.26E+01
V22	3.35E+00	2.91E+00	3.12E+00	0.00E+00	1.83E+00	3.92E+00	2.77E+00	2.44E+00	2.44E+00	1.59E+00
V23	5.37E+00	1.18E+00	1.40E+00	1.49E+00	4.07E-01	8.06E-01	5.23E+00	2.18E+00	2.00E-01	1.58E+00
V24	1.59E+01	4.84E+00	4.58E-01	5.08E+00	3.59E+00	8.70E-01	1.33E+01	1.05E+01	2.33E+00	7.47E+00
V25	2.73E+00	1.56E+00	8.02E+00	9.48E-01	2.00E-01	4.08E+00	7.38E+00	3.96E+00	2.61E+00	2.13E+00
V26	5.40E+00	3.53E+00	0.00E+00	4.68E+00	4.17E+00	4.95E+00	7.29E+00	5.23E+00	5.01E+00	7.85E+00
V27	3.89E+00	3.41E+00	4.89E+00	3.48E-01	0.00E+00	2.79E+00	3.94E+00	5.40E+00	1.96E+00	3.29E+00
V28	4.61E+00	2.06E+00	2.58E+00	1.95E+00	1.78E+01	2.64E+01	5.15E+00	2.78E+01	1.98E+01	8.50E+00
V29	7.85E+00	1.72E+00	3.07E-01	1.69E+00	5.17E+00	3.98E+01	9.29E-01	4.25E+01	8.19E+00	1.43E+01
V30	4.99E+00	5.10E+00	6.05E-01	2.62E+00	8.94E-01	5.97E-01	4.35E+00	2.83E+00	9.07E-01	6.99E+00
V31	7.40E+00	2.31E+00	3.00E+00	7.39E+00	1.95E+00	9.18E+00	2.79E+00	1.31E+01	2.88E+00	5.92E+00
V32	1.77E+00	2.50E+00	6.53E-01	0.00E+00	8.33E-01	1.01E+00	5.00E-01	1.28E+00	1.30E+00	2.34E+00
V33	6.54E+00	5.64E+00	6.25E+00	5.93E-01	1.53E-01	1.10E+00	6.33E+00	0.00E+00	8.09E-01	1.09E+01
V34	2.21E-01	4.00E-01	3.89E-01	0.00E+00	1.51E+00	7.37E+00	0.00E+00	7.74E+00	2.08E+00	2.00E+00
V35	0.00E+00	2.83E+00	2.68E+00	1.55E+00	7.34E+00	5.73E+00	2.89E+00	5.95E+00	8.98E+00	3.32E+00
V36	3.72E+00	4.58E+00	1.47E+00	0.00E+00	1.01E+01	1.29E+00	6.43E+00	4.69E+00	1.12E+01	3.60E+00
V37	1.53E+00	1.14E+00	2.29E+00	2.76E+00	5.75E+00	0.00E+00	1.24E+00	2.30E+00	6.15E+00	1.60E+00
V38	2.14E+00	1.42E+00	0.00E+00	2.75E+00	3.51E+00	1.97E+00	2.00E-01	2.11E+00	4.09E+00	8.03E-01
V39	8.92E-01	3.67E+00	4.06E+00	3.89E-01	6.25E+00	0.00E+00	2.29E+00	1.20E+00	7.35E+00	1.45E+00
V40	7.24E+00	0.00E+00	4.19E+00	1.17E+00	1.89E+00	1.48E+00	5.76E+00	1.89E+00	8.34E+00	1.13E+00
V41	1.00E+01	1.00E+00	8.26E+00	5.47E-01	3.62E+00	1.81E+01	6.51E+00	1.78E+01	4.29E+00	1.37E+00
V42	4.70E+00	1.00E-01	1.24E+00	4.52E+00	2.03E+01	2.76E+00	6.67E+00	4.17E+00	2.30E+01	2.75E+00
V43	1.53E+00	1.76E+00	3.67E+00	0.00E+00	6.68E+00	1.05E+00	3.07E+00	1.73E+00	6.85E+00	2.97E+00
V44	1.11E+00	4.23E-01	2.19E+01	7.48E-01	6.40E-01	2.10E+00	2.16E+01	1.88E+00	7.57E-01	1.04E+00
V45	1.82E+00	1.53E+00	1.06E+01	1.33E+00	8.84E-01	5.93E-01	1.01E+01	5.86E-01	7.75E-01	1.85E+00
V46	9.45E-01	6.63E-01	6.80E-01	1.35E+00	0.00E+00	0.00E+00	2.69E-01	0.00E+00	3.00E-01	5.97E-01
V47	3.16E+00	2.76E+00	1.34E+01	0.00E+00	2.16E+00	3.95E+00	1.05E+01	4.47E+00	2.68E+00	4.38E+00
V48	3.60E+00	1.95E+00	1.12E+00	1.51E+00	3.62E+00	0.00E+00	4.24E+00	3.92E+00	4.53E+00	1.62E+00
V49	8.50E+00	1.40E+00	5.47E-01	2.81E+00	0.00E+00	0.00E+00	4.91E+00	7.67E+00	5.39E-01	1.00E+00
V50	4.89E+00	6.98E+00	5.75E+00	3.11E+00	1.84E+00	8.68E+00	3.80E+00	1.20E+01	2.20E+00	7.60E+00
V51	6.74E+00	1.09E+00	1.98E+00	1.39E+00	1.02E+01	3.48E+00	7.14E+00	4.16E+00	8.91E+00	5.44E+00
V52	7.47E+00	2.46E+00	4.37E+00	1.76E+00	1.40E+00	3.10E+01	2.21E+00	2.57E+01	2.35E+01	4.31E+00
V53	2.00E-01	0.00E+00	2.67E-01	0.00E+00	4.50E+00	2.43E+00	1.18E+00	2.75E+00	4.59E+00	3.00E-01
V54	2.34E+00	4.48E-01	3.53E+00	4.56E+00	1.09E+01	0.00E+00	4.60E+00	5.20E+00	1.14E+01	1.40E+00
V55	9.56E+00	4.81E+00	4.78E+00	5.00E+00	3.90E+00	1.40E+00	4.48E+00	1.95E+00	3.45E+00	1.82E+01
V56	3.96E-01	1.27E+00	2.00E-01	4.71E-01	8.33E-01	3.07E-01	6.16E-01	4.07E-01	8.03E-01	7.92E-01
V57	0.00E+00	1.14E+00	2.48E+00	0.00E+00	3.18E+00	0.00E+00	1.96E+00	0.00E+00	4.08E+00	1.48E+00
V58	4.19E+00	5.86E-01	1.15E+00	1.47E+00	7.90E-01	7.06E-01	4.07E+00	1.20E+00	7.52E-01	7.37E-01
V59	3.15E+00	7.48E-01	1.89E+00	8.72E-01	1.32E+00	4.10E+00	2.26E+00	3.68E+00	1.16E+00	2.30E+00
V60	3.64E+00	2.95E+00	6.67E-01	2.58E+00	1.50E+00	1.87E+00	8.03E-01	1.66E+00	4.18E+00	2.03E+00
V61	4.80E+00	1.16E+00	5.27E+00	2.48E+00	7.00E-01	4.38E+00	4.93E+00	5.00E+00	2.09E+00	1.88E+00
V62	4.27E+00	4.17E+00	1.69E+01	7.75E-01	1.51E+00	0.00E+00	1.25E+01	2.90E+00	2.64E+00	2.78E+00
