Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	15	0	118	128	2	35	99	55	48	0	0
V2	15	110	14	19	1	4	18	2	12	33	20
V3	26	12	38	136	14	0	22	17	0	88	0
V4	9	2	114	300	24	22	77	11	25	178	0
V5	36	174	51	0	150	27	0	14	19	0	0
V6	41	63	42	0	8	1	0	0	6	0	15
V7	187	5	22	79	77	18	84	29	69	7	20
V8	138	24	89	15	22	153	10	108	7	39	29
V9	34	50	23	1	96	29	0	129	0	15	0
V10	1	10	0	1	0	2	1	0	2	0	0
V11	17	78	7	105	44	0	92	0	78	40	10
V12	68	1	4	20	147	9	23	19	0	0	13
V13	71	27	21	65	69	65	11	51	1	4	29
V14	18	0	0	44	1	12	73	2	25	5	0
V15	27	12	55	33	25	0	4	15	12	8	0
V16	29	26	1	27	3	26	4	49	0	49	0
V17	7	24	65	132	273	43	13	5	19	11	5
V18	1	99	16	9	1	21	0	47	12	0	0
V19	88	7	24	59	8	45	48	29	12	0	28
V20	160	136	31	10	0	34	0	73	0	0	4
V21	10	37	3	0	59	0	0	41	0	5	0
V22	36	10	82	12	57	17	16	18	5	30	12
V23	25	62	0	14	21	0	3	0	13	3	4
V24	11	44	0	74	9	0	22	0	118	38	0
V25	165	11	0	20	26	21	15	18	6	26	61
V26	2	60	90	40	0	10	31	47	16	11	0
V27	116	31	0	5	96	184	22	5	0	7	0
V28	10	99	16	22	7	37	49	12	16	23	3
V29	6	21	115	31	22	40	109	52	7	28	0
V30	72	3	1	211	1	0	240	0	147	38	0
V31	116	22	0	157	8	22	113	0	126	39	0
V32	13	42	0	1	11	40	0	40	15	8	0
V33	0	73	91	1	5	53	9	0	52	0	10
V34	39	106	45	90	120	22	45	21	0	0	38
V35	43	150	123	4	3	91	0	28	0	16	29
V36	9	4	10	2	4	8	0	15	2	0	0
V37	76	76	1	20	8	0	21	0	37	2	7
V38	4	66	196	6	24	7	0	7	0	2	55
V39	33	0	0	2	4	12	7	0	5	1	0
V40	8	14	0	64	25	128	37	13	5	0	6
V41	9	17	15	36	22	106	42	83	24	17	9
V42	82	30	94	20	108	157	6	311	3	15	32
V43	0	208	6	85	9	51	33	32	0	43	12
V44	0	25	109	7	51	33	24	32	7	0	13
V45	60	10	28	1	23	5	3	2	0	0	16
V46	2	43	6	10	433	0	0	0	24	3	0
V47	44	21	30	16	0	303	19	126	3	26	1
V48	174	41	0	29	33	119	15	47	8	25	3
V49	62	4	0	131	12	9	41	8	3	10	3
V50	47	10	35	1	0	0	1	12	0	0	4
V51	87	12	46	66	25	0	57	0	38	46	14
V52	90	30	52	111	35	2	135	0	34	0	40
V53	4	23	47	58	0	1	41	0	28	10	9
V54	0	62	0	2	4	7	4	29	2	2	7
V55	39	100	9	21	17	2	0	32	0	23	0
V56	6	13	0	1	36	2	0	1	1	1	2
V57	92	0	5	135	0	10	291	0	87	61	0
V58	123	4	97	50	23	6	0	8	5	0	11
V59	39	26	40	11	4	7	0	0	7	0	13
V60	5	0	38	69	40	72	6	26	23	56	0
V61	3	12	84	10	13	115	11	0	0	6	0
V62	17	9	364	29	123	8	15	41	12	18	0
V63	195	14	0	114	0	255	38	341	24	3	36
V64	14	96	0	12	3	26	1	0	16	0	5
V65	52	238	47	0	2	10	4	5	11	0	13
V66	53	20	10	0	49	24	8	46	7	7	16
V67	33	77	44	18	1	0	0	0	18	62	31
V68	121	32	2	95	102	10	0	0	89	68	0
V69	35	2	0	19	2	0	49	0	7	7	0
V70	11	34	90	0	0	5	4	10	5	0	0
V71	9	55	2	32	87	0	27	13	18	3	0
V72	0	0	146	170	0	0	133	0	97	82	0
V73	0	20	100	26	2	36	44	19	13	14	23
V74	86	21	9	42	144	11	8	0	0	0	0
V75	362	20	7	16	53	30	0	74	13	9	16
V76	73	9	0	6	11	17	2	27	0	2	0
V77	3	0	27	3	7	2	1	0	0	2	0
V78	178	3	11	5	20	0	16	0	0	2	7
V79	168	0	66	33	1	4	23	0	0	20	0
V80	883	12	13	31	4	16	23	35	46	7	0
V81	4	2	29	77	0	9	7	0	44	8	16
V82	2	57	2	27	1	20	9	7	0	5	0
V83	13	0	3	5	0	10	35	24	0	1	4
V84	0	106	0	2	25	0	8	0	0	0	5
V85	0	24	0	1	34	0	0	3	3	4	5
V86	73	0	4	6	0	5	0	23	4	0	0
V87	19	0	12	9	0	19	22	4	6	0	0
V88	20	20	1	52	177	17	55	0	0	0	3
V89	54	0	16	2	0	22	2	21	0	0	21
V90	34	512	5	12	19	11	11	21	0	1	17
V91	0	60	70	6	0	14	9	18	7	3	7
V92	7	237	8	0	57	0	0	0	19	4	0
V93	46	172	31	0	67	31	12	23	3	7	0
V94	43	13	17	3	20	57	94	4	1	3	14
V95	0	12	329	5	0	62	0	21	4	11	21
V96	3	10	26	18	5	12	0	11	3	6	0
V97	2	15	340	1	13	9	3	7	2	0	0
V98	46	45	65	4	56	0	2	1	2	0	0
V99	27	73	2	36	14	15	11	27	25	11	24
V100	57	21	3	0	34	1	0	0	5	4	15
