NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	73.577	26.988	19.756	17.816	0.16	0.979	30000.0
2	76.133	27.432	20.34	17.754	0.156	0.98	20000.0
3	73.941	26.434	19.742	17.101	0.15	0.981	60000.0
4	71.815	26.243	18.832	17.027	0.151	0.98	30000.0
5	74.429	26.76	19.788	17.333	0.155	0.981	30000.0
6	74.908	26.91	21.27	18.422	0.149	0.976	20000.0
7	78.293	28.798	21.535	19.248	0.164	0.974	20000.0
8	79.181	28.221	22.485	19.284	0.154	0.975	40000.0
9	74.975	27.297	20.356	17.894	0.158	0.979	30000.0
10	73.578	26.808	19.29	17.103	0.156	0.981	30000.0
