Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	1	114	115	0	0	0	9	0	0	0	0	25	0	0	0
V2	74	0	0	40	12	80	0	10	15	0	44	19	6	8	7
V3	0	8	1	21	0	0	39	0	0	3	0	0	4	0	7
V4	3	74	19	55	0	18	67	48	21	0	0	0	0	7	0
V5	4	9	0	29	0	1	22	35	29	7	10	7	0	0	0
V6	104	8	58	38	8	17	0	0	0	0	0	16	10	0	0
V7	37	6	60	14	0	0	63	0	45	1	26	0	21	7	13
V8	153	549	0	59	34	14	0	0	0	0	12	3	0	0	24
V9	0	3	3	0	11	1	0	2	0	6	0	5	0	3	0
V10	0	58	14	25	30	0	0	0	0	0	0	31	0	0	32
V11	60	2	14	9	74	15	0	0	0	0	0	0	0	2	5
V12	0	25	23	0	16	0	1	0	0	0	0	0	0	18	0
V13	13	70	2	107	0	0	0	40	0	0	36	0	14	11	0
V14	4	1	21	26	0	4	0	8	51	0	2	0	0	9	0
V15	465	0	73	50	88	30	0	0	0	36	0	17	8	23	0
V16	80	46	8	9	0	0	22	10	38	0	33	0	2	12	0
V17	17	5	38	0	33	28	38	13	0	10	14	0	0	0	0
V18	11	0	83	0	9	0	50	35	0	1	1	17	1	2	0
V19	0	20	42	7	44	35	0	0	0	34	0	16	0	43	10
V20	81	32	32	56	0	0	0	0	55	0	0	0	0	0	29
V21	12	2	0	41	0	0	22	9	0	18	9	0	0	0	0
V22	73	8	89	0	1	0	13	5	0	11	0	20	0	0	2
V23	0	7	0	24	64	178	5	16	0	0	12	0	42	35	0
V24	34	14	2	58	0	12	17	1	0	21	0	0	9	8	7
V25	5	127	1	2	0	30	40	80	0	15	0	40	0	0	0
V26	1	0	36	60	0	0	3	15	31	13	0	0	7	7	0
V27	4	4	0	73	0	0	30	67	3	6	0	0	31	6	0
V28	27	97	0	73	0	6	2	10	23	0	0	0	0	12	26
V29	41	2	139	9	63	79	5	60	0	46	0	5	0	12	4
V30	10	67	0	7	0	0	8	16	0	11	9	8	0	0	0
V31	68	17	40	25	112	79	0	19	0	0	24	17	0	0	0
V32	14	197	86	10	0	0	0	0	33	0	0	27	0	0	0
V33	24	3	232	36	37	82	98	23	0	59	35	32	0	0	0
V34	44	3	15	14	0	0	2	0	1	0	0	0	1	0	6
V35	2	40	3	27	0	29	14	0	0	0	3	0	0	0	0
V36	32	43	55	141	13	21	0	0	71	0	19	0	56	8	13
V37	0	1	101	7	3	6	0	0	0	0	3	0	0	14	0
V38	13	34	4	0	50	102	16	73	0	134	12	0	0	0	28
V39	21	0	185	242	21	5	49	21	80	0	2	0	43	0	1
V40	27	0	63	0	50	23	0	0	0	7	10	18	0	5	0
V41	108	15	0	33	82	88	0	56	32	0	0	14	7	37	0
