NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	83.592	30.36	23.723	20.991	0.172	0.97	20000.0
2	83.479	29.995	23.544	20.603	0.169	0.971	40000.0
3	82.378	29.287	23.393	20.137	0.161	0.972	20000.0
4	81.55	29.58	22.874	20.468	0.165	0.97	30000.0
5	86.184	30.762	24.407	21.17	0.17	0.97	20000.0
6	78.964	28.545	22.527	19.677	0.159	0.973	40000.0
7	82.393	29.894	22.878	20.181	0.17	0.971	30000.0
8	84.35	30.16	23.906	20.53	0.166	0.972	30000.0
9	82.89	30.051	23.67	20.685	0.172	0.97	30000.0
10	83.485	30.334	23.167	20.542	0.17	0.971	20000.0
