NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.972	18.293	12.817	9.603	0.103	0.993	40000.0
2	55.45	17.925	12.682	9.391	0.102	0.994	60000.0
3	52.153	16.648	11.572	8.532	0.097	0.995	30000.0
4	54.223	17.75	12.219	9.239	0.106	0.994	40000.0
5	53.477	17.548	11.911	9.063	0.102	0.994	50000.0
6	53.176	17.261	11.688	8.736	0.101	0.995	50000.0
7	54.304	18.025	12.051	9.3	0.105	0.994	80000.0
8	54.323	17.716	12.168	9.082	0.101	0.995	40000.0
9	51.817	16.887	11.564	8.931	0.101	0.994	60000.0
10	54.135	17.415	12.305	9.155	0.098	0.994	30000.0
