NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.748	16.918	11.136	10.112	0.097	0.993	60000.0
2	47.732	16.568	10.759	9.769	0.095	0.994	60000.0
3	44.872	15.483	9.988	9.076	0.087	0.995	30000.0
4	50.388	17.579	11.8	10.643	0.097	0.993	50000.0
5	47.011	16.571	10.719	9.834	0.096	0.994	80000.0
6	46.942	16.463	10.234	9.6	0.098	0.993	40000.0
7	48.179	17.031	11.223	10.503	0.097	0.992	50000.0
8	50.43	17.174	12.149	10.695	0.094	0.992	60000.0
9	48.082	16.785	10.79	9.854	0.095	0.993	40000.0
10	50.686	17.414	11.94	10.817	0.093	0.992	60000.0
