Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	0	9	139	9	0	1	0	6	2
V2	34	12	14	23	2	70	155	14	0
V3	2	50	103	14	12	51	0	0	0
V4	80	38	0	173	43	25	0	0	10
V5	220	7	0	16	140	9	0	54	0
V6	0	7	191	4	45	0	0	8	0
V7	12	115	0	1	37	2	0	6	11
V8	0	6	72	39	5	111	0	26	0
V9	68	4	61	35	6	9	29	3	0
V10	23	0	51	1	20	51	28	0	58
V11	34	15	0	194	20	4	0	8	0
V12	8	25	22	67	2	125	0	0	8
V13	114	48	0	103	87	191	83	29	0
V14	0	28	33	1	105	0	54	0	0
V15	2	6	0	5	1	94	33	0	0
V16	0	0	9	56	0	0	8	28	0
V17	2	0	24	19	60	0	24	0	0
V18	5	24	140	66	8	6	0	9	0
V19	4	13	0	0	41	0	0	8	0
V20	71	124	2	4	5	34	0	0	0
V21	32	13	0	10	1	117	0	16	23
V22	606	2	0	3	5	22	0	17	0
V23	228	1	13	161	5	5	4	3	0
V24	22	3	1	0	0	5	25	0	1
V25	0	5	83	22	5	74	0	0	8
V26	344	5	0	17	0	33	0	100	0
V27	0	9	12	0	23	63	73	0	14
V28	82	94	26	31	14	0	0	29	0
V29	82	102	22	2	21	0	0	11	7
V30	8	98	40	0	24	147	0	10	32
V31	0	4	2	0	2	58	0	4	0
V32	2	56	151	0	56	13	155	0	51
V33	47	25	0	8	3	4	34	0	0
V34	1	431	22	52	1	7	0	0	0
V35	25	2	4	14	33	0	4	25	0
V36	23	51	59	23	11	33	0	28	22
V37	6	1	0	1	0	0	8	31	0
V38	20	16	0	10	26	7	0	5	0
V39	39	4	0	68	8	89	70	5	0
V40	17	6	1	50	87	63	1	0	0
V41	2	24	0	7	17	12	0	0	3
V42	4	2	14	32	91	0	0	9	0
V43	107	178	34	56	210	8	17	19	0
V44	47	0	396	19	32	9	0	47	11
V45	11	64	0	0	1	81	42	1	0
V46	9	0	0	37	3	25	0	6	0
V47	0	32	114	4	31	0	68	17	0
V48	0	91	11	83	23	0	5	25	0
V49	194	48	63	77	7	58	21	4	0
V50	47	4	0	52	6	0	0	12	0
V51	0	23	302	24	7	36	140	0	33
V52	34	0	349	0	30	27	12	14	44
V53	105	56	277	99	8	12	56	12	0
V54	23	0	0	32	118	27	42	11	8
V55	0	32	194	254	45	4	46	68	0
V56	1	48	25	4	15	0	0	0	4
V57	51	34	11	18	17	90	0	0	0
V58	73	45	6	51	4	33	0	8	54
V59	114	185	14	38	15	0	3	21	83
V60	0	117	16	0	5	0	1	1	0
V61	5	3	42	73	57	0	4	0	0
V62	130	31	0	9	163	5	16	0	31
V63	0	19	0	67	4	60	42	0	0
V64	3	0	14	68	0	18	18	0	0
V65	37	67	0	11	0	21	0	0	10
V66	74	83	4	12	195	0	6	7	0
V67	27	144	23	4	20	0	45	0	28
V68	2	0	5	13	29	0	0	0	0
V69	15	50	0	0	95	2	30	7	0
V70	1	15	79	214	62	0	0	35	12
V71	98	53	123	47	0	0	0	81	50
V72	211	118	4	0	0	8	0	14	10
V73	21	46	125	1	5	214	43	10	3
V74	0	8	63	0	0	11	0	7	0
V75	9	45	4	3	0	0	0	0	3
V76	5	0	69	1	61	258	98	0	2
V77	114	152	0	210	5	46	0	4	58
V78	314	194	80	3	0	0	0	0	0
V79	120	69	13	38	9	59	64	16	0
V80	224	385	0	2	17	44	7	45	0
V81	24	27	54	18	18	73	33	24	126
V82	197	5	18	0	21	16	0	1	0
V83	77	3	12	16	0	66	0	0	7
V84	0	6	23	87	8	0	3	33	0
V85	40	55	158	1	5	13	2	0	9
V86	132	0	48	27	9	89	46	26	13
V87	432	104	4	4	49	48	0	42	48
V88	57	14	11	11	55	17	0	5	0
V89	0	79	0	60	27	22	0	14	0
V90	180	32	10	26	88	0	13	55	0
V91	26	22	0	34	7	36	19	14	38
V92	49	59	40	189	9	0	40	72	0
V93	0	67	5	45	9	0	0	0	25
V94	0	27	66	120	8	8	0	0	0
V95	8	168	228	0	0	0	5	5	0
V96	109	17	23	21	2	1	0	41	7
V97	7	34	13	3	176	0	0	0	2
V98	26	1	23	1	171	7	0	0	0
V99	109	54	31	6	17	8	0	19	0
V100	138	21	72	0	374	0	3	26	22
