NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	245.306	77.951	88.511	63.515	0.495	0.744	30000.0
2	247.507	78.954	88.019	64.016	0.507	0.745	30000.0
3	248.661	78.934	88.679	64.214	0.506	0.744	20000.0
4	246.846	78.333	90.297	62.865	0.49	0.746	20000.0
5	247.946	79.002	89.064	64.011	0.503	0.739	20000.0
6	249.514	78.333	86.842	63.71	0.503	0.754	30000.0
7	246.387	77.75	88.577	63.627	0.491	0.747	20000.0
8	248.157	78.65	89.11	63.738	0.5	0.744	20000.0
9	249.29	79.074	89.178	64.266	0.5	0.744	20000.0
10	248.487	78.968	88.276	64.038	0.5	0.746	30000.0
