NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	84.392	28.468	21.633	18.872	0.163	0.975	40000.0
2	78.505	26.485	19.355	16.897	0.156	0.98	40000.0
3	78.659	26.807	18.992	16.841	0.155	0.981	90000.0
4	81.243	27.597	19.854	17.603	0.16	0.98	20000.0
5	86.78	29.206	22.299	19.233	0.167	0.974	20000.0
6	80.787	27.31	19.705	17.268	0.165	0.98	40000.0
7	82.672	28.718	20.559	18.473	0.168	0.977	40000.0
8	85.702	28.887	21.644	18.501	0.165	0.978	40000.0
9	81.614	27.735	19.928	17.337	0.162	0.979	20000.0
10	81.723	27.466	20.193	17.697	0.16	0.978	30000.0
