NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	59.847	21.339	13.898	12.367	0.123	0.989	30000.0
2	61.103	22.248	14.605	13.163	0.128	0.988	50000.0
3	60.553	21.526	14.436	12.592	0.122	0.989	40000.0
4	61.777	22.175	14.462	12.993	0.126	0.988	50000.0
5	58.205	20.731	13.254	11.694	0.118	0.991	30000.0
6	61.19	21.942	14.478	12.969	0.118	0.988	30000.0
7	59.384	21.835	14.505	13.162	0.125	0.985	30000.0
8	60.175	21.842	14.389	13.078	0.123	0.986	30000.0
9	60.32	21.204	14.247	12.193	0.118	0.99	50000.0
10	61.785	21.986	14.827	12.974	0.122	0.988	40000.0
