NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	73.891	28.661	17.49	19.521	0.154	0.974	30000.0
2	70.283	27.505	16.322	18.188	0.15	0.978	20000.0
3	73.418	28.838	17.494	19.569	0.159	0.974	20000.0
4	68.857	26.563	15.652	17.522	0.149	0.979	20000.0
5	74.283	28.902	17.264	19.413	0.159	0.974	30000.0
6	71.934	27.476	17.145	18.274	0.149	0.978	50000.0
7	72.156	27.99	16.53	18.306	0.155	0.978	20000.0
8	73.788	28.736	17.659	19.739	0.152	0.973	30000.0
9	73.281	28.608	17.209	19.54	0.16	0.972	30000.0
10	74.201	28.785	17.644	19.361	0.159	0.975	20000.0
