NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	161.715	64.091	60.3	49.257	0.431	0.838	40000.0
2	161.815	63.825	60.16	49.311	0.428	0.844	40000.0
3	176.13	68.703	67.335	53.851	0.437	0.832	30000.0
4	176.804	69.305	67.657	54.701	0.443	0.825	30000.0
5	152.88	61.147	55.143	47.523	0.419	0.856	20000.0
6	176.752	68.736	67.794	54.026	0.444	0.831	20000.0
7	177.429	68.534	67.208	53.256	0.428	0.833	30000.0
8	152.567	60.707	54.585	46.696	0.416	0.858	40000.0
9	150.255	59.876	54.52	46.622	0.401	0.862	30000.0
10	169.489	65.566	63.436	49.521	0.429	0.841	20000.0
