MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	7.45E-04	6.50E-04	4.29E-04	2.69E-03	3.26E-03	2.94E-04
1:Del:C:1	1.84E-04	1.40E-46	4.40E-04	1.52E-03	1.34E-03	0.00E+00
1:Del:C:2	1.17E-04	5.70E-05	7.60E-05	4.36E-04	3.79E-04	7.78E-05
1:Del:C:3	7.05E-04	7.59E-04	6.35E-04	1.25E-03	7.12E-04	1.86E-03
1:Del:C:4	2.35E-04	1.35E-06	3.70E-04	5.64E-04	2.09E-04	7.87E-05
1:Del:C:5	2.29E-04	8.67E-08	6.06E-04	2.81E-08	6.92E-04	2.19E-04
1:Del:T:0	7.04E-04	3.79E-04	8.63E-04	2.34E-03	2.08E-03	1.15E-03
1:Del:T:1	5.56E-04	1.34E-03	5.89E-04	1.58E-03	7.70E-04	1.30E-03
1:Del:T:2	3.55E-04	1.53E-04	6.62E-04	2.16E-03	7.61E-04	6.24E-04
1:Del:T:3	1.01E-06	8.29E-04	1.50E-03	2.42E-03	1.17E-03	7.56E-04
1:Del:T:4	4.02E-04	7.25E-04	1.78E-03	1.74E-03	1.04E-03	1.61E-04
1:Del:T:5	6.17E-04	7.12E-08	4.34E-03	7.29E-08	1.27E-07	2.56E-07
1:Ins:C:0	1.54E-07	2.24E-03	2.19E-07	2.73E-08	7.81E-08	7.75E-08
1:Ins:C:1	8.52E-09	5.14E-05	3.57E-05	2.08E-04	3.24E-04	7.40E-05
1:Ins:C:2	4.23E-05	7.47E-05	6.87E-05	1.70E-08	3.35E-04	0.00E+00
1:Ins:C:3	3.78E-08	1.50E-08	8.76E-05	1.26E-04	1.74E-08	1.50E-04
1:Ins:C:4	3.86E-04	2.47E-04	2.99E-04	1.44E-05	0.00E+00	0.00E+00
1:Ins:C:5	7.20E-04	1.87E-07	7.12E-04	1.20E-07	5.71E-04	2.36E-04
1:Ins:T:0	4.81E-04	5.85E-05	2.67E-04	8.29E-04	4.05E-04	3.14E-04
1:Ins:T:1	0.00E+00	3.88E-04	0.00E+00	6.80E-04	6.64E-04	3.43E-07
1:Ins:T:2	1.89E-04	6.75E-09	2.88E-04	2.86E-04	3.55E-04	2.07E-09
1:Ins:T:3	2.76E-04	2.89E-04	3.52E-04	3.32E-04	6.69E-05	1.25E-04
1:Ins:T:4	5.96E-04	1.87E-04	4.60E-04	1.07E-04	1.99E-04	1.04E-08
1:Ins:T:5	2.58E-03	1.48E-07	8.87E-08	4.34E-07	7.85E-04	7.48E-08
2:Del:R:0	2.68E-04	0.00E+00	2.50E-04	5.47E-04	1.02E-03	7.76E-05
2:Del:R:1	3.06E-04	0.00E+00	5.01E-04	5.27E-04	9.01E-04	3.31E-04
2:Del:R:2	1.66E-04	0.00E+00	3.66E-04	2.09E-04	9.89E-05	1.36E-08
2:Del:R:3	5.27E-05	2.73E-08	2.96E-08	0.00E+00	1.29E-08	1.12E-04
2:Del:R:4	7.49E-05	1.28E-07	1.13E-04	1.18E-08	1.77E-04	1.32E-08
2:Del:R:5	1.62E-08	1.43E-05	2.80E-08	9.75E-09	3.13E-04	3.01E-08
3:Del:R:0	0.00E+00	2.26E-04	0.00E+00	3.46E-04	8.84E-04	4.56E-04
3:Del:R:1	2.85E-04	2.89E-04	3.96E-04	5.01E-04	1.16E-04	4.26E-04
3:Del:R:2	2.92E-04	2.56E-04	3.59E-04	5.60E-05	3.00E-04	9.96E-04
3:Del:R:3	0.00E+00	9.21E-09	8.74E-05	1.28E-04	0.00E+00	7.11E-08
3:Del:R:4	6.76E-05	7.44E-05	4.08E-05	4.12E-05	0.00E+00	4.60E-04
3:Del:R:5	2.99E-08	4.39E-08	4.67E-08	3.71E-05	2.50E-05	5.27E-08
4:Del:R:0	0.00E+00	2.25E-04	4.55E-04	2.31E-04	5.10E-04	1.25E-08
4:Del:R:1	1.99E-04	0.00E+00	3.80E-04	4.75E-04	3.54E-04	3.16E-05
4:Del:R:2	6.51E-05	1.41E-08	8.98E-05	3.39E-05	7.90E-05	1.80E-04
4:Del:R:3	4.03E-08	4.79E-08	3.58E-08	5.61E-08	9.68E-05	5.62E-08
4:Del:R:4	2.62E-08	3.52E-08	3.14E-08	5.43E-08	1.82E-04	6.02E-08
4:Del:R:5	3.12E-09	2.02E-08	7.71E-05	2.75E-08	1.02E-04	1.77E-08
5:Del:R:0	0.00E+00	2.10E-03	1.80E-08	2.84E-03	3.32E-03	0.00E+00
5:Del:R:1	0.00E+00	3.42E-05	4.91E-04	1.36E-04	3.32E-04	3.26E-04
5:Del:R:2	2.79E-08	3.49E-08	3.31E-08	4.41E-05	1.46E-04	3.42E-08
5:Del:R:3	3.08E-08	5.27E-08	4.87E-08	1.12E-04	6.18E-08	7.09E-08
5:Del:R:4	2.09E-07	5.76E-08	4.62E-08	5.14E-08	6.56E-05	6.20E-08
5:Del:R:5	2.56E-09	2.76E-09	3.74E-09	6.97E-09	6.30E-09	5.46E-09
2:Ins:R:0	1.17E-04	0.00E+00	1.61E-04	3.60E-04	3.96E-04	1.07E-08
2:Ins:R:1	7.55E-09	1.02E-08	1.10E-04	1.97E-04	4.03E-04	2.04E-04
2:Ins:R:2	2.44E-08	1.21E-04	3.09E-05	2.14E-04	6.82E-09	4.54E-08
2:Ins:R:3	1.66E-04	1.59E-08	1.52E-04	0.00E+00	1.75E-04	4.39E-09
2:Ins:R:4	2.26E-04	1.91E-04	1.24E-04	0.00E+00	0.00E+00	1.28E-08
2:Ins:R:5	9.54E-04	3.08E-04	1.12E-03	2.61E-04	5.28E-04	2.88E-04
3:Ins:R:0	2.02E-08	3.88E-08	3.10E-08	5.26E-08	3.89E-05	5.49E-08
3:Ins:R:1	4.74E-04	9.54E-04	6.85E-04	0.00E+00	0.00E+00	3.08E-03
3:Ins:R:2	3.15E-08	4.10E-05	7.66E-05	7.40E-08	2.35E-07	6.91E-08
3:Ins:R:3	1.05E-04	7.12E-05	3.59E-09	1.37E-04	9.43E-05	4.07E-09
3:Ins:R:4	1.96E-09	1.76E-05	1.44E-04	2.39E-08	1.05E-08	9.00E-09
3:Ins:R:5	4.76E-04	8.18E-04	3.92E-04	2.57E-04	0.00E+00	5.15E-04
4:Ins:R:0	1.71E-08	3.51E-05	4.88E-08	1.40E-08	1.41E-04	8.68E-08
4:Ins:R:1	0.00E+00	2.72E-05	1.03E-04	1.90E-04	1.50E-04	1.67E-04
4:Ins:R:2	8.23E-05	3.44E-08	3.36E-08	3.79E-08	1.00E-04	3.53E-08
4:Ins:R:3	1.96E-08	3.84E-08	3.00E-08	4.13E-08	6.77E-05	3.77E-08
4:Ins:R:4	3.24E-05	6.41E-05	2.75E-08	9.37E-05	4.18E-05	3.77E-09
4:Ins:R:5	2.99E-04	1.18E-04	3.68E-04	4.47E-05	2.01E-04	1.00E-04
5:Ins:R:0	1.45E-08	1.18E-08	1.26E-08	1.42E-08	1.50E-04	3.42E-05
5:Ins:R:1	1.03E-04	2.86E-04	4.23E-04	4.35E-04	5.16E-04	3.63E-04
5:Ins:R:2	2.12E-08	3.84E-08	4.57E-08	1.31E-04	4.97E-08	6.01E-05
5:Ins:R:3	2.66E-08	4.06E-08	4.44E-08	7.50E-05	1.00E-04	5.00E-08
5:Ins:R:4	3.61E-05	7.01E-05	1.02E-08	3.75E-05	7.32E-05	1.75E-08
5:Ins:R:5	3.16E-08	4.31E-08	6.00E-05	4.90E-08	6.36E-08	4.97E-08
2:Del:M:1	2.51E-04	1.75E-04	0.00E+00	2.71E-04	4.15E-04	1.10E-04
3:Del:M:1	0.00E+00	2.37E-04	1.90E-04	3.88E-04	6.09E-04	1.80E-04
3:Del:M:2	2.47E-04	2.05E-04	1.69E-04	4.15E-04	6.27E-04	1.87E-04
4:Del:M:1	0.00E+00	5.45E-09	1.46E-04	1.85E-04	5.19E-04	3.52E-05
4:Del:M:2	8.43E-05	5.58E-10	2.40E-04	4.16E-04	3.90E-04	5.52E-05
4:Del:M:3	0.00E+00	2.24E-04	2.31E-04	1.97E-04	2.60E-04	4.86E-05
5:Del:M:1	5.11E-04	2.02E-08	5.85E-36	1.69E-03	4.77E-03	4.44E-03
5:Del:M:2	0.00E+00	1.31E-04	8.30E-04	4.05E-04	2.15E-03	5.38E-04
5:Del:M:3	1.40E-46	4.09E-04	1.41E-07	0.00E+00	1.50E-03	5.60E-04
5:Del:M:4	1.40E-46	4.23E-04	5.46E-04	1.79E-04	8.48E-04	1.98E-04
5:Del:M:5	1.01E-04	1.12E-08	2.33E-04	2.52E-04	6.15E-04	1.52E-04
