Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	147	121	1	0	29	72	15	0	0
V2	1	161	12	4	182	17	0	0	0
V3	146	8	306	0	12	0	33	99	0
V4	13	64	0	169	21	2	72	0	3
V5	24	211	35	55	91	90	96	21	0
V6	0	49	19	11	3	0	0	0	17
V7	8	37	76	244	0	22	0	0	41
V8	38	0	49	3	119	0	0	3	23
V9	9	64	0	12	2	54	0	0	3
V10	33	48	80	25	7	10	40	28	30
V11	55	198	220	3	14	0	2	0	70
V12	227	11	8	26	115	2	8	0	0
V13	31	71	0	31	0	20	25	24	50
V14	30	20	31	45	7	38	0	0	0
V15	21	28	213	6	23	0	19	0	33
V16	43	52	11	0	7	95	0	0	0
V17	3	0	94	0	33	69	0	33	55
V18	27	0	0	1	0	6	0	0	0
V19	71	0	0	49	104	17	69	18	0
V20	444	245	35	70	10	27	0	140	0
V21	36	9	0	58	5	65	6	15	0
V22	5	27	1	0	101	27	49	3	0
V23	356	1	38	21	31	0	0	42	29
V24	0	103	2	381	14	32	1	0	10
V25	13	0	22	6	11	45	22	0	0
V26	35	16	2	39	75	7	0	0	0
V27	8	31	64	36	9	22	0	5	24
V28	0	118	0	76	114	0	0	9	11
V29	15	0	52	11	23	0	23	2	27
V30	17	91	14	4	0	1	35	5	2
V31	20	5	0	0	0	4	0	10	3
V32	35	80	36	19	6	3	0	24	9
V33	7	6	70	52	4	44	1	0	0
V34	1	123	11	11	9	2	10	3	0
V35	84	0	0	28	0	10	0	23	1
V36	26	8	26	142	48	8	0	0	0
V37	0	79	130	0	5	6	16	20	33
V38	0	252	96	180	48	53	0	0	32
V39	1	26	127	9	50	0	0	0	47
V40	4	45	273	4	26	0	68	0	48
V41	54	46	1	123	54	40	26	0	3
V42	38	2	0	4	0	12	36	0	0
V43	172	0	46	13	7	9	0	108	27
V44	24	6	59	38	8	24	2	4	0
V45	142	98	0	23	111	81	0	43	0
V46	120	20	91	0	42	35	31	19	0
V47	0	0	4	73	151	6	15	0	46
V48	0	1	35	6	0	13	0	0	2
V49	20	10	0	0	8	64	5	0	0
V50	0	51	67	124	92	0	7	14	0
V51	30	36	170	43	5	8	13	0	0
V52	34	38	79	0	8	11	17	0	18
V53	177	210	58	18	3	30	0	0	0
V54	117	0	96	8	39	38	109	12	0
V55	21	0	6	27	1	0	0	38	0
V56	149	85	24	17	15	0	19	0	0
V57	11	0	11	71	28	40	30	41	3
V58	46	71	25	39	6	11	0	0	0
V59	62	128	0	75	0	3	2	0	0
V60	215	5	0	101	24	128	0	2	0
V61	66	27	0	17	133	70	11	0	0
V62	2	65	108	18	50	26	0	4	0
V63	4	50	5	41	3	0	3	0	0
V64	18	81	0	46	0	7	12	0	1
V65	121	68	0	143	68	4	26	0	0
V66	13	6	56	5	53	33	0	0	21
V67	10	35	78	13	100	41	0	56	19
V68	210	170	0	18	0	60	0	55	0
V69	13	0	0	5	10	12	1	0	43
V70	52	69	0	5	11	140	9	40	0
V71	1	20	87	17	0	78	25	0	0
V72	5	75	34	11	0	10	23	0	49
V73	24	26	0	45	4	98	0	0	21
V74	5	50	0	34	1	51	0	0	1
V75	214	0	2	22	3	8	0	94	0
V76	27	4	25	37	0	0	3	36	27
V77	42	9	127	124	7	4	20	0	0
V78	64	99	0	106	4	9	0	10	17
V79	73	6	222	42	38	51	31	0	0
V80	98	30	0	4	0	0	0	42	6
V81	37	0	0	10	16	128	7	0	4
V82	29	27	63	43	58	15	0	23	0
V83	52	0	0	15	9	0	0	5	43
V84	13	6	194	132	160	7	97	14	105
V85	0	130	0	15	111	0	0	64	0
V86	63	121	127	67	13	44	0	32	11
V87	47	186	54	89	21	0	0	5	8
V88	16	124	17	4	0	9	0	0	2
V89	2	0	2	35	38	1	0	0	0
V90	0	66	47	12	0	180	0	46	71
V91	36	2	0	45	57	1	0	0	0
V92	18	0	0	50	0	0	2	0	0
V93	71	48	114	33	128	76	61	0	9
V94	93	0	1	0	15	0	13	0	4
V95	0	168	0	0	210	53	51	0	0
V96	116	32	24	134	121	21	71	73	0
V97	0	30	11	13	4	7	6	0	9
V98	202	385	24	9	189	36	75	27	0
V99	123	78	18	0	0	34	13	0	69
V100	152	0	53	139	1	21	9	0	0
