NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	36.753	15.982	8.853	9.281	0.095	0.993	70000.0
2	37.127	15.935	8.664	9.15	0.096	0.992	40000.0
3	37.395	16.792	8.821	9.48	0.094	0.993	60000.0
4	36.654	15.935	8.767	9.252	0.092	0.993	70000.0
5	37.65	16.523	8.829	9.041	0.095	0.994	60000.0
6	36.849	15.824	8.8	9.067	0.092	0.993	100000.0
7	39.326	16.963	9.379	9.637	0.098	0.993	50000.0
8	36.329	16.142	8.477	8.974	0.099	0.993	80000.0
9	34.295	15.062	7.965	8.419	0.092	0.994	40000.0
10	37.547	16.316	8.883	9.199	0.094	0.994	60000.0
