Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	285	76	1	32	61	5	59	8	29	0	0	117	33	0	12	19	0	5
V2	0	282	18	5	0	0	12	3	2	6	0	0	0	0	0	3	0	2
V3	78	7	132	91	0	0	0	0	0	0	64	0	6	0	13	0	0	5
V4	3	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
V5	191	27	21	25	2	19	57	1	0	7	14	120	0	0	4	0	0	8
V6	18	0	132	18	18	21	9	15	12	2	0	0	1	0	3	1	7	7
V7	149	24	57	7	26	0	0	0	0	27	8	0	17	0	3	22	4	0
V8	29	62	23	40	35	0	0	0	22	28	13	0	52	0	29	100	2	0
V9	6	4	3	16	40	4	4	4	2	24	0	0	17	0	16	0	0	0
V10	36	4	60	35	119	5	0	1	17	29	0	0	16	14	41	6	0	0
V11	22	203	116	176	83	111	85	16	27	0	6	0	3	14	11	0	0	5
V12	0	0	0	2	5	0	0	0	12	6	0	0	0	0	6	2	8	1
V13	0	15	2	0	23	47	40	29	3	0	0	0	0	21	0	0	31	0
V14	118	18	21	7	14	15	20	35	1	5	0	97	0	0	0	0	0	0
V15	130	22	0	32	23	0	0	0	23	18	12	0	20	0	20	9	0	0
V16	41	11	10	1	71	121	147	27	22	45	1	27	20	0	0	0	0	6
V17	37	0	0	1	14	12	22	6	5	0	0	0	0	0	5	17	17	0
V18	2	0	164	0	43	0	0	0	27	32	0	0	31	0	0	0	11	0
V19	13	1	14	12	1	18	5	7	0	0	17	0	1	0	10	0	6	3
V20	0	0	141	0	0	44	157	117	2	0	0	0	19	47	0	13	27	0
V21	27	10	12	5	28	17	8	0	11	6	0	10	3	19	0	14	11	0
V22	27	42	4	0	6	98	40	31	16	11	0	0	8	2	0	0	9	0
V23	4	1	59	0	0	0	0	0	2	0	0	0	6	0	0	0	6	0
V24	163	1	118	0	71	0	0	0	17	13	1	0	18	0	0	12	1	1
V25	8	0	97	4	0	0	2	0	11	0	6	0	12	0	4	0	26	0
V26	262	24	0	0	2	0	1	0	0	0	0	0	5	0	0	0	0	12
V27	1	4	3	2	36	31	20	4	66	86	0	0	14	36	2	0	0	0
V28	50	31	56	33	3	1	4	4	16	0	41	0	2	0	14	0	0	11
V29	1	0	0	19	0	1	1	2	8	5	2	0	7	0	6	1	3	0
V30	181	79	55	51	0	49	11	51	0	0	14	0	8	0	22	0	0	25
V31	0	0	2	2	18	45	63	9	18	16	0	77	10	6	0	46	2	0
V32	25	29	9	12	4	12	0	7	13	7	30	0	0	61	6	10	38	0
V33	0	0	1	9	79	83	103	63	5	88	0	0	48	0	1	25	2	8
V34	37	0	5	28	3	40	29	35	0	36	4	0	0	93	2	0	0	8
V35	25	26	6	18	119	0	0	3	39	50	60	0	90	0	3	0	0	0
V36	30	1	14	35	0	17	13	2	0	0	14	0	1	0	17	0	0	20
V37	1	3	2	1	0	0	0	0	0	4	1	0	0	0	3	6	0	2
V38	0	42	2	23	15	23	3	0	0	1	16	22	0	0	13	0	0	8
V39	31	25	0	1	17	0	0	3	3	14	0	0	2	0	1	24	3	0
V40	0	53	10	7	5	8	1	0	0	0	9	0	1	18	22	14	8	0
V41	4	32	0	30	8	13	5	6	0	2	11	0	14	0	16	0	0	0
V42	37	35	14	25	52	75	33	39	0	15	17	0	7	21	4	0	0	0
V43	1	14	1	0	3	10	15	5	0	5	2	0	0	4	1	0	2	0
V44	27	129	0	3	99	0	0	0	32	7	0	0	34	0	3	52	0	0
V45	2	34	0	42	1	5	8	0	0	0	22	0	0	9	23	0	0	0
V46	0	27	43	6	0	0	0	2	0	0	6	0	3	0	2	0	0	0
V47	0	3	0	37	68	1	1	0	42	2	0	0	53	0	7	0	0	0
V48	0	0	57	58	6	292	85	23	37	0	57	0	0	172	7	0	28	0
V49	58	154	4	0	14	0	1	0	24	0	0	0	4	0	0	0	0	0
V50	0	28	70	87	3	8	17	0	6	5	7	0	0	37	76	0	0	0
V51	0	10	8	125	4	5	45	33	0	1	63	27	0	0	1	0	0	0
V52	0	1	0	15	2	49	0	17	0	16	6	0	5	53	0	3	7	0
V53	39	5	1	0	34	12	0	4	1	10	2	20	14	0	3	0	1	3
V54	20	213	16	128	0	35	59	14	0	30	45	0	0	26	2	31	0	23
V55	46	63	4	7	33	14	0	4	8	60	1	15	10	0	9	22	0	0
V56	38	0	105	56	0	0	3	0	10	0	5	0	29	0	6	0	0	0
V57	109	43	2	3	11	43	81	8	15	0	0	0	0	60	3	4	3	18
V58	329	90	1	29	3	42	35	22	0	8	17	0	0	1	16	0	0	33
V59	0	17	18	5	31	36	25	16	12	0	0	87	11	0	1	22	0	1
V60	7	1	0	0	0	1	5	14	0	7	0	28	0	0	0	2	0	0
V61	0	44	0	69	6	28	7	0	0	6	40	10	1	0	14	0	0	0
V62	0	8	27	14	19	118	105	49	15	82	13	0	0	0	10	5	0	0
V63	1	8	43	29	51	64	118	108	86	41	34	0	49	0	14	0	0	0
V64	30	16	94	26	7	1	6	6	13	0	0	11	5	0	4	13	0	3
V65	0	1	0	0	37	0	3	3	20	7	0	0	35	0	0	28	0	0
V66	127	23	77	2	0	1	0	0	4	0	1	0	7	0	1	0	1	12
V67	21	35	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4
V68	45	4	0	276	0	11	22	14	0	1	28	0	0	30	91	0	0	5
V69	40	4	0	54	0	1	1	0	0	0	14	0	0	0	11	0	0	6
V70	20	0	5	8	5	2	1	0	0	4	14	0	1	0	0	0	5	0
V71	4	112	0	7	213	45	39	8	71	48	15	87	0	2	10	27	17	3
V72	16	12	19	59	1	3	5	15	5	0	24	47	0	7	21	0	10	1
V73	2	0	25	52	0	1	14	5	15	0	30	0	8	0	0	0	0	0
V74	11	17	3	7	10	0	0	0	1	3	5	0	1	0	2	0	8	0
V75	12	19	5	38	7	7	16	14	0	2	12	5	1	5	18	0	0	0
V76	3	217	13	1	64	36	47	16	1	48	1	0	39	35	0	34	10	0
V77	2	0	4	1	2	0	0	0	0	0	0	0	5	0	1	0	0	0
V78	0	18	79	14	5	1	0	6	4	3	30	13	3	0	10	3	0	0
V79	109	0	3	27	2	3	6	1	26	5	19	0	1	0	26	2	7	16
V80	0	8	82	0	34	7	19	2	26	41	0	0	30	0	0	14	4	0
V81	105	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11
V82	53	57	46	83	0	42	9	22	0	8	0	0	1	22	28	0	31	14
V83	19	42	32	28	26	0	0	0	2	23	6	0	2	0	6	12	8	0
V84	16	4	198	29	47	40	24	35	0	3	4	17	3	1	2	0	0	8
V85	43	8	86	18	1	70	0	0	21	0	7	18	55	0	8	41	0	12
V86	0	28	3	9	0	3	0	2	0	4	5	0	0	8	4	3	1	0
V87	93	23	0	10	12	0	13	25	11	0	9	24	0	0	10	0	0	14
V88	88	22	158	103	12	24	8	16	33	0	9	0	0	0	26	0	0	10
V89	60	50	0	79	0	0	3	13	3	2	25	12	1	0	24	0	0	10
V90	4	0	42	1	117	0	3	0	86	0	0	0	15	0	0	25	31	0
V91	9	49	2	0	4	17	22	3	6	11	1	0	0	26	4	0	0	0
V92	5	43	6	19	66	11	26	49	13	1	4	57	17	0	0	0	0	0
V93	0	111	29	36	5	28	0	9	1	1	11	0	22	46	5	16	18	0
V94	13	7	5	5	14	1	0	1	6	0	7	0	8	0	9	0	0	2
V95	13	24	9	0	24	0	15	24	6	3	1	52	0	0	0	0	15	0
