NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	80.947	30.341	20.588	19.249	0.176	0.975	30000.0
2	83.207	31.536	21.329	20.226	0.189	0.973	20000.0
3	82.45	31.371	21.092	20.082	0.189	0.973	20000.0
4	82.278	30.57	21.365	19.645	0.177	0.974	40000.0
5	85.349	32.045	21.467	19.896	0.193	0.973	20000.0
6	82.664	30.981	21.363	19.644	0.182	0.974	20000.0
7	82.495	31.132	21.257	19.843	0.186	0.974	20000.0
8	83.394	30.917	21.965	20.044	0.177	0.974	20000.0
9	83.838	31.58	21.305	20.023	0.19	0.972	30000.0
10	83.54	31.39	21.393	20.121	0.188	0.972	20000.0
