Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	1.83E+00	2.84E+00	3.93E+00	6.38E+00	2.78E+00	3.72E+00	4.45E+00	6.55E+00
V2	0.00E+00	7.28E+00	1.00E-01	0.00E+00	1.42E+00	1.85E+00	0.00E+00	7.67E+00
V3	7.03E-01	3.07E+00	3.99E+00	5.18E+00	7.37E-01	6.40E-01	3.39E+00	5.62E+00
V4	1.98E+00	5.05E+00	6.03E+00	0.00E+00	6.86E-01	1.22E+00	5.78E+00	3.92E+00
V5	7.63E-01	7.22E-01	4.41E+00	3.92E+00	2.56E+00	5.81E-01	4.91E+00	4.99E+00
V6	9.17E-01	2.42E+00	1.05E+00	1.48E+00	0.00E+00	2.13E+00	1.00E-01	8.46E-01
V7	1.49E+00	1.53E+00	3.36E+00	1.55E+00	1.61E+00	0.00E+00	4.36E+00	2.03E+00
V8	1.40E+00	1.68E+00	9.03E+00	3.06E-01	1.61E+00	4.48E-01	8.89E+00	1.78E+00
V9	2.49E-01	7.48E-01	1.07E+00	4.91E+00	1.07E+00	1.71E+00	2.17E+00	5.18E+00
V10	6.63E-01	2.44E+00	0.00E+00	1.15E+00	2.70E+00	9.75E-01	2.00E-01	1.96E+00
V11	1.98E+00	1.46E+00	4.27E+00	8.60E+00	3.89E-01	5.67E-01	3.19E+00	9.51E+00
V12	1.70E+00	1.01E+01	0.00E+00	9.67E-01	3.65E-01	2.19E+00	2.00E-01	9.64E+00
V13	2.50E+00	9.92E-01	6.01E+00	2.38E+00	1.93E+00	7.75E-01	6.26E+00	3.38E+00
V14	1.90E+00	9.64E-01	6.44E+00	6.85E+00	4.00E-01	1.34E+00	7.33E+00	7.47E+00
V15	1.54E+00	2.13E-01	3.20E+00	4.17E+00	4.80E+00	1.12E+00	7.48E+00	8.08E+00
V16	5.21E-01	1.10E+01	2.96E+00	4.00E-01	1.99E+00	1.86E+00	2.17E+00	1.29E+01
V17	6.53E+00	1.34E+00	5.41E+00	2.73E+00	1.26E+00	3.20E+00	5.52E+00	1.85E+00
V18	2.98E+00	1.12E+00	9.91E-01	1.72E+00	1.76E+00	3.03E+00	3.06E+00	1.51E+00
V19	3.06E-01	5.73E-01	1.09E+00	8.69E+00	3.34E+00	2.01E+00	2.72E+00	8.67E+00
V20	2.05E+00	3.15E+00	2.00E-01	2.44E+00	3.27E-01	6.59E+00	2.69E-01	6.59E+00
V21	5.81E-01	1.48E+00	1.31E+01	2.52E+00	4.46E+00	2.49E-01	1.33E+01	3.71E+00
V22	3.46E+00	5.86E-01	2.67E+00	8.70E-01	8.16E-01	4.93E+00	3.76E+00	7.06E+00
V23	2.54E+00	1.21E+00	3.06E+00	9.98E-01	2.07E+00	1.33E-01	3.83E+00	1.19E+00
V24	2.13E+00	3.26E+00	1.32E+00	2.54E+00	0.00E+00	1.58E+00	1.78E+00	3.70E+00
V25	4.73E-01	5.47E-01	3.53E+00	3.10E+00	4.74E+00	2.04E+00	4.69E+00	9.79E+00
V26	2.52E+00	6.63E-01	9.33E+00	3.00E-01	8.43E-01	7.86E+00	1.09E+01	1.05E+01
V27	2.66E+00	2.60E-01	9.76E+00	0.00E+00	5.12E+00	4.76E-01	1.03E+01	5.97E-01
V28	3.79E-01	6.48E+00	3.34E+00	3.89E-01	1.22E+00	0.00E+00	3.87E+00	6.82E+00
