Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	281	0	2	30	0	9	49	33
V2	71	14	802	99	58	128	0	73
V3	45	0	13	0	67	25	0	31
V4	59	65	23	0	41	0	23	128
V5	4	1	37	17	0	59	0	51
V6	18	58	3	185	35	32	93	32
V7	4	0	6	72	0	1	35	0
V8	0	115	78	88	42	53	14	27
V9	9	0	2	0	2	0	127	0
V10	16	62	9	69	1	0	21	0
V11	106	125	43	0	10	33	8	0
V12	80	0	0	0	14	0	0	20
V13	0	302	68	51	65	3	8	24
V14	85	29	10	324	3	6	44	0
V15	73	88	32	2	47	34	0	88
V16	201	7	31	2	14	14	23	0
V17	1	5	66	0	5	302	0	0
V18	14	92	7	8	63	4	0	86
V19	60	35	0	9	0	4	82	10
V20	300	0	0	7	1	2	7	0
V21	97	38	67	12	10	26	90	0
V22	38	28	64	70	11	8	30	2
V23	789	0	232	0	47	135	3	87
V24	28	25	196	60	18	65	2	1
V25	0	53	37	9	92	81	161	27
V26	16	147	15	14	10	6	16	4
V27	129	19	12	42	30	4	5	72
V28	130	59	13	6	20	2	26	42
V29	61	53	9	175	2	37	5	16
V30	0	26	17	66	388	81	6	43
V31	16	26	16	0	10	64	236	0
V32	109	89	9	13	79	2	0	0
V33	0	67	38	6	157	40	56	132
V34	0	0	1	0	12	10	44	0
V35	5	3	38	104	82	103	231	0
V36	12	21	132	146	0	235	86	0
V37	85	23	42	8	26	7	1	0
V38	240	34	6	4	0	8	183	22
V39	71	16	4	33	198	0	10	0
V40	0	3	0	5	7	0	8	0
V41	10	1	0	8	9	13	21	37
V42	0	87	37	43	3	15	6	1
V43	52	0	141	6	7	131	43	0
V44	32	28	0	171	0	23	29	67
V45	210	3	5	0	2	0	8	12
V46	78	2	24	10	62	3	10	18
V47	224	33	90	0	52	260	64	0
V48	0	138	105	25	143	48	1	29
V49	167	50	72	18	224	91	24	0
V50	21	13	1	82	35	2	1	0
V51	51	4	0	1	40	0	104	5
V52	17	910	15	4	44	208	41	9
V53	58	335	35	57	21	48	6	0
V54	18	13	60	0	3	52	5	0
V55	205	14	57	63	12	86	108	18
V56	219	237	37	24	0	0	62	0
V57	40	6	1	33	77	0	0	130
V58	5	25	48	137	74	63	14	0
V59	0	16	37	29	55	12	146	32
V60	2	0	14	169	3	3	1	0
V61	10	40	106	208	133	73	16	0
V62	0	14	96	17	4	82	4	0
V63	47	9	31	55	309	48	2	0
V64	249	28	0	79	12	2	111	88
V65	0	0	35	30	29	89	29	6
V66	122	164	44	12	15	0	38	14
V67	78	5	61	65	8	72	29	38
V68	12	55	12	24	99	30	31	0
V69	215	67	32	55	9	49	16	2
V70	33	42	6	18	86	3	15	9
V71	12	1	5	2	51	44	6	66
V72	3	42	94	0	4	41	5	0
V73	33	58	16	125	16	13	3	0
V74	7	0	156	20	0	0	8	0
V75	250	3	44	348	0	15	36	241
V76	145	10	93	14	0	58	46	17
V77	0	42	193	382	24	50	62	51
V78	0	0	139	0	119	59	12	8
V79	81	144	54	0	9	15	2	43
V80	38	140	27	45	17	0	18	125
V81	80	19	56	0	98	32	14	0
V82	112	22	26	33	7	14	14	12
V83	165	16	21	0	10	135	33	24
V84	83	14	43	3	65	27	4	0
V85	0	34	8	6	14	0	51	27
V86	22	143	23	67	1	6	4	64
V87	20	4	91	15	3	28	19	17
V88	0	2	34	17	30	18	37	47
V89	54	4	3	1	215	0	88	0
V90	11	0	7	0	0	22	4	0
V91	0	186	121	172	0	108	10	81
V92	26	1	7	48	30	7	0	56
V93	0	0	1	85	39	28	2	14
V94	20	58	20	20	15	9	10	0
V95	0	12	2	34	95	0	0	17
V96	337	171	73	43	4	84	285	2
V97	66	5	0	21	39	10	0	27
V98	26	2	52	0	10	40	39	13
V99	71	14	93	32	13	121	65	0
V100	2	4	22	25	0	43	2	0
