Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V11	2.26E+00	1.65E+00	2.21E-01	0.00E+00	3.89E+00	3.98E+00	2.41E+00	4.00E-01	3.89E-01	1.45E+00	2.74E+00	2.50E+00	1.38E+00
V12	1.94E+00	1.17E+01	4.91E+00	1.38E+00	3.73E+00	2.23E+00	1.65E+00	2.34E+00	2.71E+00	6.77E+00	3.66E+00	1.31E+01	1.43E+00
V13	6.86E-01	4.42E+00	2.26E+00	1.90E+01	0.00E+00	2.71E+00	9.67E-01	2.33E+01	1.44E+01	2.84E+00	4.00E-01	4.35E+00	1.10E+00
V14	5.86E-01	5.38E+00	1.57E+00	8.12E+00	1.79E+00	1.06E+01	7.88E+00	7.32E+00	5.32E+00	6.25E+00	8.46E-01	4.81E+00	1.14E+00
V15	6.15E-01	7.27E-01	7.27E-01	7.42E+00	4.00E-01	3.67E-01	4.16E-01	8.71E+00	6.29E+00	6.00E-01	4.27E-01	0.00E+00	6.00E-01
V16	1.48E+00	1.45E+01	4.88E+00	4.64E+00	4.88E+00	3.40E-01	5.26E-01	4.03E+00	4.22E+00	3.70E+00	4.60E+00	1.53E+01	0.00E+00
V17	1.94E+00	2.47E+00	4.77E-01	9.60E-01	2.00E-01	1.60E+00	9.60E-01	3.40E-01	1.00E+00	1.45E+00	5.39E-01	2.28E+00	1.65E+00
V18	1.69E+00	1.59E+00	2.34E+00	4.71E-01	3.54E+00	1.41E+01	1.25E+01	3.07E-01	5.81E-01	4.25E+00	3.30E+00	1.99E+00	1.86E+00
V19	3.59E+00	2.37E+01	7.49E+00	4.07E-01	2.41E+00	1.21E+00	1.07E+00	2.04E+00	3.16E+00	5.82E+00	1.24E+00	2.91E+01	1.76E+00
V20	2.99E+00	1.55E+00	2.62E+00	1.91E+00	1.89E+00	2.08E+00	2.32E+00	2.19E+00	1.52E+00	2.23E+00	1.06E+00	1.73E+00	1.32E+00
V21	3.80E+00	1.07E+00	0.00E+00	1.93E+01	5.29E+00	3.97E+00	5.13E+00	2.55E+01	1.40E+01	3.67E+00	4.76E+00	4.47E+00	4.10E+00
V22	2.47E+00	3.14E+00	4.33E+00	5.33E+00	4.79E+00	1.13E+00	3.68E+00	8.68E+00	4.77E+00	5.10E+00	2.52E+00	3.20E+00	2.72E+00
V23	2.44E+00	1.82E+00	3.07E-01	0.00E+00	1.58E+00	0.00E+00	4.00E-01	6.40E-01	2.60E-01	1.20E+00	8.79E-01	1.80E+00	2.15E+00
V24	1.45E+00	2.33E+00	9.94E-01	1.63E+00	5.04E-01	2.54E+00	3.00E+00	1.33E+00	7.00E-01	8.06E-01	1.00E-01	1.99E+00	7.61E-01
V25	1.01E+00	1.64E+00	5.58E-01	5.70E+00	6.33E-01	4.16E-01	2.13E-01	7.96E+00	5.34E+00	8.54E-01	2.69E-01	5.04E-01	7.00E-01
V26	1.95E+00	3.40E-01	6.15E+00	3.35E-01	1.77E+01	0.00E+00	1.10E+00	3.40E+00	5.66E+00	1.04E+01	1.52E+01	1.00E+00	1.87E+00
V27	2.17E+00	1.45E+00	1.55E+00	2.46E+00	1.45E+00	3.84E+00	3.43E+00	1.50E+00	9.10E-01	4.21E+00	9.83E-01	1.30E+00	3.14E+00
V28	0.00E+00	3.18E+01	4.57E+00	1.00E+00	5.68E+00	1.93E+00	3.10E+00	2.01E+00	6.59E+00	6.23E+00	6.16E+00	3.30E+01	5.00E-01
V29	6.96E-01	3.55E+00	6.71E+00	1.70E+00	9.69E+00	2.24E-01	1.50E+00	1.03E+00	3.58E+00	8.72E+00	1.17E+01	4.98E+00	2.21E-01
V30	1.29E+00	3.33E-01	0.00E+00	7.30E+00	9.75E-01	3.51E+00	2.67E+00	7.82E+00	3.25E+00	1.00E-01	5.12E-01	5.00E-01	9.80E-01
V31	1.49E-01	0.00E+00	3.14E+00	5.82E-01	3.46E+00	1.29E+00	1.73E+00	2.41E+00	1.21E+00	3.38E+00	2.59E+00	3.30E+00	0.00E+00
V32	6.00E-01	4.43E+00	0.00E+00	1.10E+00	7.09E+00	4.82E+00	5.40E+00	7.37E+00	1.65E+00	2.44E+00	5.39E+00	6.00E+00	9.91E-01
V33	6.54E-01	1.19E+00	4.59E+00	1.44E+00	1.30E+01	4.24E+00	3.24E+00	3.96E+00	1.23E+01	5.16E+00	1.09E+01	1.36E+01	1.09E+00
V34	6.36E-01	2.06E+00	8.85E-01	4.56E+00	1.65E+01	6.36E-01	2.61E+00	6.83E+00	5.16E+00	1.20E+00	1.48E+01	1.02E+01	1.00E-01
V35	2.24E-01	2.00E+00	1.71E+00	2.05E+00	4.47E+00	0.00E+00	1.20E+00	1.21E+00	3.46E+00	2.67E-01	4.19E+00	2.72E+00	0.00E+00
V36	2.19E+00	1.48E+00	5.81E+00	9.87E-01	4.12E+00	1.76E+01	1.69E+01	1.66E+00	2.65E+00	1.40E+01	2.34E+00	6.12E+00	3.83E+00
V37	2.08E+00	7.50E+00	7.06E-01	9.93E+00	3.91E+00	1.33E+01	1.52E+01	6.89E+00	5.56E+00	1.27E+01	1.20E+00	1.12E+01	6.96E+00
V38	4.40E+00	3.87E+01	1.34E+01	2.37E+00	4.00E-01	1.53E-01	0.00E+00	3.21E+00	3.33E+00	1.57E+01	5.12E-01	5.11E+01	3.29E+00
V39	0.00E+00	1.16E+01	3.40E+00	2.54E+00	8.01E+00	1.80E+00	2.22E+00	2.46E+00	2.33E+00	1.19E+00	1.95E+00	1.40E+01	2.00E-01
V40	1.70E+00	5.02E+00	1.14E+00	1.26E+01	1.11E+01	0.00E+00	3.66E+00	1.38E+01	7.61E+00	1.69E+00	9.13E+00	4.74E+00	1.18E+00
V41	1.09E+00	7.78E-01	1.92E+00	1.80E+00	4.67E-01	9.24E-01	5.12E-01	8.03E-01	2.21E-01	1.63E+00	3.00E-01	1.48E+00	2.21E-01
V42	1.17E+00	0.00E+00	0.00E+00	4.47E-01	2.79E+00	1.57E+00	7.60E-01	8.03E-01	1.73E+00	2.00E-01	2.66E+00	1.00E-01	3.00E-01
V43	8.62E-01	3.45E+00	1.10E+00	1.47E+00	5.47E-01	1.12E+00	1.62E+00	8.57E-01	4.07E-01	8.33E-01	4.82E-01	3.69E+00	1.11E+00
V44	0.00E+00	1.14E+00	1.30E+00	4.00E-01	9.39E+00	9.80E+00	8.38E+00	1.84E+00	8.63E+00	5.98E+00	1.20E+01	6.17E+00	6.70E+00
V45	3.04E+00	1.31E+01	5.21E+00	0.00E+00	4.01E-01	1.35E+00	1.73E+00	0.00E+00	6.32E-01	7.02E+00	9.60E-01	1.56E+01	3.52E+00
V46	3.95E+00	5.82E+00	7.85E+00	8.57E-01	7.19E-01	4.22E-01	1.00E-01	1.09E+00	9.29E-01	8.67E+00	1.22E+00	7.85E+00	2.79E+00
V47	3.27E-01	8.24E+00	5.96E+00	9.59E+00	4.00E-01	0.00E+00	8.97E-01	1.34E+01	6.88E+00	8.76E+00	8.83E-01	1.09E+01	3.00E-01
V48	6.57E-01	3.00E-01	7.35E+00	2.24E+00	4.86E+00	1.25E+00	5.42E-01	2.55E+00	3.80E+00	9.80E+00	6.33E+00	2.85E+00	8.14E-01
V49	5.17E-01	5.59E-01	3.01E+00	5.73E+00	2.18E+00	3.23E+00	4.09E+00	5.78E+00	2.05E+00	3.03E+00	2.03E+00	2.19E+00	0.00E+00
V50	2.69E-01	7.75E-01	1.33E+01	0.00E+00	1.71E+00	4.21E+00	3.60E+00	1.36E+00	7.02E-01	1.43E+01	3.44E+00	2.99E+00	1.40E+00
V51	4.30E+00	1.93E+00	8.89E+00	2.90E+00	2.94E+00	1.15E+00	1.87E+00	2.38E+00	1.69E+00	1.12E+01	2.18E+00	2.11E+00	2.54E+00
V52	1.23E+00	6.50E-01	3.74E+00	7.97E+00	6.60E+00	1.68E+00	1.74E+00	6.66E+00	4.14E+00	5.23E+00	6.16E+00	6.04E+00	1.90E+00
V53	1.86E+00	2.42E+00	5.87E+00	1.36E+00	7.14E+00	1.17E+01	9.82E+00	8.79E+00	6.99E+00	1.39E+01	7.98E+00	6.27E+00	6.63E+00
V54	6.00E-01	1.16E+00	1.90E+00	2.20E+00	1.78E+00	7.28E+00	7.72E+00	3.15E+00	2.42E+00	3.47E+00	2.36E+00	1.49E+00	5.00E-01
V55	7.59E+00	7.63E-01	7.54E+00	8.97E-01	3.09E+00	0.00E+00	6.00E-01	1.39E+00	4.57E+00	1.16E+01	2.61E+00	7.67E-01	9.34E+00
V56	1.02E+00	4.85E+00	1.98E+00	2.40E+00	9.83E-01	1.73E+00	1.02E+00	1.85E+00	1.88E+00	3.20E+00	1.20E+00	4.94E+00	2.36E+00
V57	3.27E-01	5.11E+00	3.77E+00	1.73E+00	4.85E+00	2.88E+00	3.27E+00	2.04E+00	2.82E+00	3.56E+00	5.72E+00	2.94E+00	1.00E+00
V58	6.18E-01	3.64E+00	8.95E-01	3.48E-01	2.46E+00	4.43E+00	3.30E+00	1.40E+00	2.28E+00	1.96E+00	2.74E+00	4.29E+00	1.40E+00
V59	3.28E+00	4.03E+00	2.78E+00	4.23E-01	2.07E+00	2.54E+00	1.93E+00	3.11E+00	2.69E-01	3.44E+00	7.86E-01	3.04E+00	2.72E+00
V60	6.01E-01	0.00E+00	2.56E+00	2.02E+00	6.78E+00	0.00E+00	8.83E-01	3.94E+00	4.26E+00	3.20E+00	6.90E+00	3.10E+00	5.12E-01
V61	0.00E+00	1.04E+00	9.21E-01	6.96E-01	9.21E-01	0.00E+00	0.00E+00	5.26E-01	1.12E+00	1.24E+00	2.24E-01	1.19E+00	0.00E+00
V62	3.50E+00	1.91E+00	8.40E+00	9.45E-01	1.37E+00	5.43E+00	3.79E+00	3.41E+00	1.47E+00	1.16E+01	1.90E+00	2.30E+00	3.93E+00
V63	2.16E+00	8.31E-01	0.00E+00	8.06E-01	7.90E-01	4.01E-01	2.67E-01	1.61E+00	1.03E+00	0.00E+00	1.04E+00	3.00E-01	1.50E+00
V64	2.33E-01	5.77E-01	4.14E+00	5.62E-01	7.03E-01	3.94E+00	4.31E+00	7.77E-01	8.06E-01	4.92E+00	1.01E+00	5.82E-01	0.00E+00
V65	2.83E+00	1.49E+01	1.33E-01	4.08E+00	0.00E+00	1.08E+00	6.36E-01	6.04E+00	2.97E+00	1.21E+00	7.34E-01	1.43E+01	1.45E+00
V66	0.00E+00	1.99E+00	8.54E-01	2.75E+00	6.18E-01	3.12E+00	4.80E+00	2.62E+00	1.08E+00	5.17E+00	1.06E+00	1.25E+00	3.70E+00
V67	0.00E+00	1.90E+01	2.78E+00	4.00E-01	2.70E+00	2.88E+00	3.91E+00	8.92E-01	5.93E-01	5.34E+00	2.41E+00	2.06E+01	8.14E-01
V68	2.26E+00	1.45E+00	0.00E+00	7.02E-01	8.75E-01	1.29E+00	1.34E+00	6.53E-01	6.00E-01	0.00E+00	4.96E-01	1.00E+00	3.14E+00
V69	2.23E+00	9.48E-01	2.54E+00	5.26E-01	5.15E+00	9.00E+00	1.07E+01	0.00E+00	5.73E+00	5.84E+00	6.28E+00	5.96E-01	5.12E-01
V70	1.19E+00	1.21E+01	1.40E+00	4.93E+00	6.23E-01	4.07E-01	8.14E-01	8.31E+00	4.90E+00	1.58E+00	5.17E-01	1.23E+01	0.00E+00
V71	1.68E+00	2.33E+00	2.07E+00	1.19E+00	6.58E+00	4.61E+00	7.40E+00	1.09E+00	2.59E+00	1.86E+00	4.78E+00	3.20E+00	1.01E+00
V72	1.67E+00	0.00E+00	0.00E+00	3.27E-01	1.08E+00	1.17E+00	1.51E+00	0.00E+00	3.06E-01	1.87E+00	1.05E+00	9.00E-01	1.26E+00
V73	1.71E+00	5.86E-01	7.30E+00	1.04E+00	2.36E+00	7.50E+00	5.47E+00	1.69E+00	5.93E-01	6.49E+00	9.52E-01	2.80E+00	9.89E-01
V74	1.34E+00	1.54E+00	1.02E+00	1.56E+00	1.13E+01	3.61E+01	3.65E+01	1.34E+01	1.00E+00	1.86E+00	3.05E+00	1.13E+01	1.79E+00
V75	1.07E+00	7.08E+00	1.77E+00	5.26E-01	2.86E+00	7.52E-01	0.00E+00	6.00E-01	3.08E+00	1.75E+00	3.38E+00	7.67E+00	5.26E-01
V76	4.46E+00	1.73E+00	2.73E+00	4.90E-01	2.57E+00	4.74E+00	4.44E+00	0.00E+00	8.92E-01	4.61E+00	1.28E+00	1.40E+00	4.11E+00
V77	1.48E+00	3.63E+00	1.69E+00	3.48E+00	8.66E+00	7.46E-01	3.46E+00	3.89E+00	3.09E+00	3.11E+00	8.85E+00	5.03E+00	7.67E-01
V78	2.01E+00	8.03E-01	7.92E-01	6.76E+00	2.72E+00	3.25E+00	3.67E+00	9.38E+00	6.63E+00	4.73E-01	9.78E-01	3.83E+00	6.23E-01
V79	5.81E-01	7.63E+00	0.00E+00	1.00E+00	4.70E+00	4.57E+00	1.32E+00	2.32E+00	1.77E+00	5.00E-01	3.27E+00	1.02E+01	0.00E+00
V80	6.33E-01	1.88E+01	7.33E+00	1.86E+00	7.53E+00	4.44E+00	3.80E+00	2.41E+00	3.56E+00	6.71E+00	3.63E+00	2.51E+01	2.00E+00
V81	0.00E+00	2.37E+00	0.00E+00	2.16E+00	2.13E-01	1.56E+00	1.53E+00	2.70E+00	1.25E+00	4.00E-01	0.00E+00	1.88E+00	0.00E+00
V82	1.02E+00	7.48E-01	4.46E+00	3.22E+00	6.16E-01	0.00E+00	8.09E-01	3.71E+00	1.53E+00	6.33E+00	9.20E-01	5.33E-01	1.01E+00
V83	4.52E-01	7.00E-01	1.88E+00	2.10E+00	7.45E+00	1.35E+00	2.91E-01	1.63E+00	9.06E+00	3.07E+00	6.88E+00	3.03E+00	1.44E+00
V84	2.36E+00	4.19E+00	2.63E+00	0.00E+00	8.88E-01	6.00E-01	5.59E-01	1.41E+00	1.51E+00	3.44E+00	1.07E+00	4.52E+00	5.59E-01
V85	1.71E+00	2.90E+00	6.53E+00	9.40E-01	7.92E-01	1.69E+00	3.11E+00	1.57E+00	7.95E-01	7.89E+00	6.16E-01	3.42E+00	1.75E+00
V86	1.26E+00	7.60E-01	2.81E+00	3.48E-01	1.51E+00	2.91E-01	0.00E+00	4.58E-01	5.97E-01	2.66E+00	7.75E-01	8.03E-01	1.27E+00
V87	7.18E-01	3.42E+00	0.00E+00	9.75E-01	0.00E+00	2.42E+00	2.05E+00	1.65E+00	8.27E-01	9.94E-01	9.00E-01	4.65E+00	1.48E+00
V88	3.32E+00	5.17E+00	1.04E+00	2.07E+00	1.53E+01	2.57E+00	2.99E+00	5.98E+00	3.05E+00	1.59E+00	9.56E+00	1.66E+01	2.62E+00
V89	2.00E+00	6.89E+00	1.01E+00	4.10E+00	8.56E-01	8.70E-01	1.07E+00	4.84E+00	2.80E+00	1.74E+00	1.32E+00	7.75E+00	1.73E+00
V90	5.63E-01	0.00E+00	3.32E+00	6.72E+00	3.35E-01	7.67E-01	7.42E-01	7.81E+00	5.07E+00	3.06E+00	6.57E-01	4.00E-01	1.08E+00
V91	6.18E-01	2.21E-01	2.27E+00	5.19E+00	1.44E+00	1.97E+00	2.07E+00	5.05E+00	2.85E+00	2.62E+00	8.46E-01	1.46E+00	3.00E-01
V92	1.59E+00	1.77E+00	2.81E+00	1.20E+01	2.30E+01	3.61E+00	3.59E+00	1.65E+01	9.54E+00	5.38E+00	2.77E+01	6.49E+00	2.65E+00
V93	2.39E+00	9.76E+00	4.23E-01	3.27E-01	6.63E-01	4.90E-01	4.07E-01	1.00E-01	3.35E-01	5.97E-01	1.19E+00	1.03E+01	1.81E+00
V94	1.55E+00	6.99E-01	1.22E+01	6.71E-01	7.19E+00	4.06E+00	4.05E+00	6.53E+00	1.68E+00	1.36E+01	4.23E+00	7.39E+00	1.52E+00
V95	2.11E+00	2.04E+00	3.73E+00	1.81E+00	3.96E+00	5.07E+00	4.66E+00	3.20E+00	1.55E+00	5.57E+00	1.85E+00	3.42E+00	1.36E+00
V96	3.48E-01	2.69E-01	2.21E+00	3.35E-01	1.21E+00	7.37E+00	5.54E+00	4.90E+00	5.54E-01	6.42E+00	1.67E+00	1.00E-01	3.10E+00
V97	2.13E+00	3.14E-01	1.70E+00	0.00E+00	1.09E+00	3.48E+00	2.39E+00	7.30E-01	4.22E-01	3.36E+00	4.27E-01	2.00E-01	1.69E+00
V98	0.00E+00	4.83E+00	8.07E+00	7.77E-01	1.41E+00	2.23E+00	1.64E+00	5.33E-01	5.12E-01	8.90E+00	1.98E+00	4.42E+00	0.00E+00
V99	1.03E+00	1.57E+00	1.51E+00	5.86E-01	8.92E-01	7.20E+00	6.99E+00	1.49E+00	1.22E+00	4.18E+00	4.82E-01	1.95E+00	1.39E+00
V100	3.42E+00	2.06E+00	3.34E+00	6.53E-01	7.12E-01	0.00E+00	3.14E-01	0.00E+00	8.27E-01	4.12E+00	1.70E+00	1.75E+00	2.95E+00
