NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	132.976	52.054	42.95	40.486	0.33	0.886	50000.0
2	134.491	53.249	43.109	41.266	0.336	0.886	30000.0
3	132.312	51.763	42.656	40.214	0.325	0.892	20000.0
4	131.781	52.342	43.056	41.127	0.33	0.882	30000.0
5	130.718	51.155	42.899	40.359	0.324	0.885	30000.0
6	140.098	55.618	46.583	44.132	0.34	0.88	50000.0
7	130.646	51.3	42.556	39.914	0.33	0.887	20000.0
8	133.275	52.79	42.922	41.449	0.335	0.885	30000.0
9	133.486	52.514	43.617	40.934	0.337	0.884	20000.0
10	130.075	50.881	42.108	39.406	0.323	0.892	30000.0
