MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	3.09E-02	2.34E-02	4.41E-02	1.50E-02	5.70E-04
1:Del:C:1	6.71E-03	6.16E-03	1.23E-02	3.95E-03	4.00E-04
1:Del:C:2	3.39E-04	3.14E-04	2.97E-04	1.57E-04	5.29E-09
1:Del:C:3	6.44E-04	8.01E-04	1.04E-03	3.98E-04	2.88E-04
1:Del:C:4	1.30E-03	1.04E-03	1.81E-03	6.08E-04	3.76E-04
1:Del:C:5	1.37E-04	6.00E-04	2.97E-04	1.76E-04	4.57E-04
1:Del:T:0	8.57E-03	7.72E-03	1.46E-02	6.11E-03	7.97E-04
1:Del:T:1	3.21E-03	2.87E-03	6.18E-03	2.43E-03	1.72E-04
1:Del:T:2	9.51E-03	6.55E-03	1.12E-02	4.81E-03	2.91E-04
1:Del:T:3	1.06E-02	8.01E-03	1.39E-02	6.13E-03	6.77E-04
1:Del:T:4	9.81E-03	6.48E-03	7.51E-03	4.51E-03	4.37E-04
1:Del:T:5	4.59E-03	6.44E-02	9.43E-03	1.00E-02	1.21E-03
1:Ins:C:0	2.39E-04	1.75E-04	2.95E-05	2.82E-08	1.35E-04
1:Ins:C:1	2.20E-04	6.73E-04	1.67E-03	5.44E-04	1.33E-05
1:Ins:C:2	1.10E-04	1.94E-05	4.63E-07	3.06E-08	2.12E-05
1:Ins:C:3	1.40E-46	1.44E-02	3.14E-02	1.28E-02	1.38E-03
1:Ins:C:4	1.89E-04	4.51E-04	7.68E-06	1.84E-04	2.73E-04
1:Ins:C:5	4.70E-03	1.18E-04	8.60E-03	5.93E-02	7.53E-04
1:Ins:T:0	6.85E-04	7.86E-04	1.36E-03	7.43E-04	1.94E-04
1:Ins:T:1	4.77E-04	7.23E-04	1.16E-03	3.44E-04	2.41E-04
1:Ins:T:2	1.80E-04	2.07E-04	2.59E-04	1.00E-04	5.49E-05
1:Ins:T:3	1.58E-04	1.19E-04	2.99E-04	2.52E-04	4.08E-04
1:Ins:T:4	2.61E-04	2.75E-04	5.47E-04	3.42E-04	7.92E-04
1:Ins:T:5	3.65E-07	1.03E-07	3.86E-07	7.35E-08	3.65E-03
2:Del:R:0	1.16E-03	1.24E-03	1.99E-03	8.52E-04	2.40E-04
2:Del:R:1	6.06E-04	6.33E-04	6.26E-04	1.98E-04	3.55E-04
2:Del:R:2	1.81E-04	2.85E-04	2.22E-04	7.96E-07	2.08E-04
2:Del:R:3	3.57E-05	1.84E-04	0.00E+00	3.41E-05	1.58E-04
2:Del:R:4	4.62E-05	2.41E-05	7.41E-05	5.99E-09	8.20E-05
2:Del:R:5	9.34E-05	3.37E-04	5.58E-04	1.71E-04	0.00E+00
3:Del:R:0	7.87E-04	7.26E-04	3.96E-04	1.27E-04	2.06E-04
3:Del:R:1	5.39E-04	3.45E-04	5.63E-04	1.58E-04	4.67E-04
3:Del:R:2	1.13E-04	1.64E-04	3.31E-04	3.24E-05	3.54E-09
3:Del:R:3	5.31E-05	1.24E-04	1.11E-08	1.59E-08	5.40E-05
3:Del:R:4	7.70E-09	7.78E-09	1.33E-08	1.17E-08	2.38E-09
3:Del:R:5	7.70E-09	7.78E-09	1.33E-08	1.17E-08	2.38E-09
4:Del:R:0	5.27E-04	2.97E-04	2.03E-04	7.41E-09	1.45E-04
4:Del:R:1	4.01E-04	3.43E-04	4.78E-04	2.39E-04	3.05E-04
