NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	62.245	25.924	16.596	17.016	0.149	0.978	30000.0
2	60.845	24.794	15.85	16.072	0.139	0.981	60000.0
3	60.929	25.018	16.05	16.224	0.142	0.98	70000.0
4	51.131	20.96	12.155	12.56	0.13	0.989	50000.0
5	60.387	24.93	15.969	15.892	0.141	0.982	30000.0
6	61.271	25.101	15.975	16.267	0.139	0.979	40000.0
7	62.83	25.434	16.308	16.364	0.143	0.981	30000.0
8	59.294	24.579	15.687	16.296	0.147	0.979	40000.0
9	55.673	23.195	13.88	14.328	0.137	0.985	40000.0
10	57.849	24.096	14.375	14.795	0.145	0.984	50000.0
