NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	78.149	31.605	21.089	20.972	0.191	0.97	20000.0
2	79.367	31.611	21.656	21.216	0.183	0.969	20000.0
3	80.21	32.719	22.118	22.388	0.192	0.964	40000.0
4	79.609	32.021	21.628	21.213	0.185	0.968	40000.0
5	77.94	31.174	21.676	21.103	0.184	0.969	20000.0
6	81.684	32.841	22.474	21.975	0.193	0.964	50000.0
7	80.89	32.485	22.266	22.046	0.191	0.966	30000.0
8	80.578	32.497	22.138	21.987	0.193	0.967	30000.0
9	79.189	32.09	22.025	21.883	0.186	0.965	30000.0
10	78.447	31.759	21.642	21.287	0.188	0.969	50000.0
