Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	8	97	15	5	18	31	19	22	13	16	27	12	0	6
V2	97	47	3	14	5	0	0	13	0	0	0	1	0	7
V3	0	45	160	31	13	0	1	19	0	0	9	0	0	4
V4	0	17	4	113	84	3	2	13	0	0	0	0	0	0
V5	96	90	35	55	22	5	1	9	0	0	8	0	4	7
V6	9	75	6	39	29	16	64	6	79	4	9	3	28	0
V7	1	0	73	35	61	9	1	0	7	0	0	7	2	0
V8	190	4	8	22	10	34	28	4	0	13	0	0	1	4
V9	42	35	6	20	32	22	0	86	0	9	31	0	38	2
V10	6	55	62	218	165	9	0	63	5	13	15	0	3	2
V11	0	0	6	6	5	14	8	0	22	0	0	9	0	0
V12	0	35	27	3	8	5	2	12	0	23	32	0	0	2
V13	0	116	34	46	41	19	0	39	0	7	15	0	0	1
V14	63	11	2	4	3	6	1	0	3	0	0	0	4	1
V15	27	0	17	2	0	110	20	0	59	49	12	0	0	5
V16	43	0	79	219	114	2	93	0	71	0	2	0	4	0
V17	6	14	0	0	0	43	81	10	78	2	19	26	0	0
V18	45	110	10	4	0	8	184	59	109	23	19	0	38	0
V19	88	14	55	0	0	6	76	11	32	18	8	0	0	28
V20	3	74	163	0	0	35	0	32	24	41	9	25	42	0
V21	165	0	32	60	0	4	4	0	7	0	9	6	1	59
V22	26	16	3	4	3	57	8	11	6	50	70	0	0	0
V23	1	0	69	24	38	24	0	0	0	53	0	0	4	0
V24	0	8	45	93	31	1	22	2	17	15	0	0	0	0
V25	1	16	63	2	5	24	123	11	59	38	1	3	2	3
V26	4	7	125	2	12	1	0	28	9	9	0	0	0	6
V27	14	100	60	1	5	22	52	42	0	30	0	38	0	0
V28	2	4	0	12	41	3	23	8	15	3	2	0	0	2
V29	4	35	17	3	7	0	0	10	10	2	0	0	0	0
V30	44	135	0	36	29	1	5	67	0	0	0	0	0	4
V31	36	1	10	130	65	4	47	0	41	6	0	0	0	4
V32	2	16	5	0	0	11	20	2	12	0	0	0	2	2
V33	45	20	172	5	3	42	0	11	10	62	0	0	0	34
V34	61	5	451	6	17	155	0	2	0	50	25	0	0	9
V35	47	3	5	9	7	12	74	0	17	7	11	14	0	1
V36	75	5	7	2	1	30	0	0	0	23	21	2	0	11
V37	196	152	9	9	6	20	29	30	52	15	2	7	7	29
V38	0	11	0	13	12	12	0	0	1	30	6	10	0	1
V39	27	37	12	0	0	0	11	37	18	7	2	10	4	0
V40	22	0	47	49	31	0	3	0	0	12	8	0	0	6
V41	0	24	54	247	136	18	4	0	46	36	24	14	0	0
V42	3	186	12	31	10	0	15	24	4	0	0	2	5	1
V43	17	0	1	23	42	3	0	0	0	5	0	0	2	3
V44	5	38	23	5	7	2	80	8	42	0	0	0	11	0
V45	1	0	0	2	0	18	6	0	7	13	2	3	0	0
V46	0	0	6	18	8	19	0	0	3	36	19	12	2	1
V47	0	27	20	4	1	11	0	12	0	0	13	0	17	0
V48	52	256	33	61	129	4	26	108	20	0	13	0	0	14
V49	337	7	27	18	25	17	4	2	1	12	11	0	7	36
V50	52	53	69	13	36	10	10	17	21	4	0	0	0	12
V51	0	96	2	31	24	28	21	42	71	0	10	0	0	0
V52	25	36	8	0	0	5	0	2	0	8	2	0	8	0
V53	0	0	164	16	60	15	10	0	33	5	0	49	2	0
V54	31	5	38	37	95	50	47	0	114	10	0	95	0	0
V55	0	203	13	1	4	42	40	98	10	0	0	36	52	0
V56	90	2	179	0	0	0	16	2	19	3	18	0	3	0
V57	1	0	74	8	1	13	4	0	5	21	0	0	4	4
V58	277	16	0	5	0	3	0	4	0	0	0	0	21	7
V59	6	7	0	1	2	0	1	9	3	0	7	0	4	1
V60	8	15	0	0	1	3	0	11	0	0	0	0	6	0
V61	16	191	0	0	0	0	9	31	17	0	0	0	46	0
V62	9	13	50	0	0	13	16	2	4	2	36	0	0	3
V63	38	79	69	6	13	3	0	38	11	1	0	0	0	4
V64	11	150	6	2	3	3	1	99	4	0	0	11	0	0
V65	0	54	0	0	1	75	0	11	2	33	119	0	0	0
V66	41	5	14	0	2	6	60	0	0	4	8	8	0	7
V67	34	34	31	2	1	4	17	19	0	74	30	0	0	0
V68	231	0	2	0	0	0	8	0	2	0	0	28	6	10
V69	3	45	7	44	18	7	2	19	0	1	7	0	0	0
V70	37	35	42	18	5	0	4	30	7	0	0	11	0	0
V71	50	26	0	28	44	19	0	0	4	5	0	0	0	0
V72	32	80	0	0	0	1	3	4	2	0	2	0	0	0
V73	1	4	21	2	0	53	0	0	0	0	61	1	2	3
V74	16	15	54	0	0	63	4	28	9	16	42	0	0	2
V75	219	76	47	38	17	42	2	11	10	14	25	0	0	32
V76	12	0	15	9	11	0	0	0	2	3	1	3	0	3
V77	0	120	12	2	23	0	5	52	5	7	0	0	26	0
V78	4	45	158	18	6	9	0	0	8	9	9	34	3	8
V79	1	1	105	65	112	1	41	9	0	0	2	0	0	2
V80	12	24	120	29	9	25	5	2	11	14	15	0	2	11
V81	11	4	30	0	1	1	4	4	6	6	10	2	0	4
V82	105	0	26	288	166	0	125	2	104	19	6	16	0	6
V83	22	11	16	0	0	18	0	0	0	0	30	0	0	3
V84	28	3	84	0	0	64	0	8	0	0	37	0	0	5
V85	24	2	3	5	6	10	5	4	3	8	0	8	1	2
V86	13	10	6	1	1	4	0	4	0	3	0	0	0	8
V87	63	3	55	16	16	86	27	4	18	74	0	12	0	4
V88	10	3	0	0	0	53	0	0	6	23	29	11	0	0
V89	26	0	1	58	28	0	0	0	0	0	0	4	0	0
V90	11	62	4	49	41	0	41	66	10	0	0	0	34	0
V91	0	0	14	25	42	12	0	0	0	10	0	13	0	0
V92	45	73	110	4	18	0	0	28	5	0	23	0	24	0
V93	6	2	0	24	11	107	0	4	0	60	88	0	0	0
V94	128	201	37	0	0	2	11	63	9	0	0	3	21	6
V95	42	1	12	2	0	2	1	0	0	2	9	6	0	11
V96	96	0	0	6	18	0	0	5	0	2	0	1	2	0
V97	2	4	0	1	3	36	0	0	0	13	25	14	0	1
V98	59	218	14	0	0	59	52	124	41	52	0	28	14	0
V99	162	21	27	13	21	63	12	6	4	5	33	0	17	26
V100	111	0	4	109	68	9	94	6	126	0	1	102	0	10
