MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	3.51E-03	0.00E+00	6.79E-04	2.54E-03
1:Del:C:1	9.02E-04	6.52E-05	5.36E-04	6.68E-04
1:Del:C:2	1.63E-04	1.24E-04	3.19E-05	8.89E-05
1:Del:C:3	2.78E-04	4.55E-04	1.27E-04	1.09E-03
1:Del:C:4	3.10E-04	4.07E-04	2.48E-04	7.30E-04
1:Del:C:5	3.64E-04	3.99E-04	4.46E-04	1.31E-03
1:Del:T:0	1.74E-03	1.06E-03	8.07E-05	1.32E-03
1:Del:T:1	7.90E-04	2.63E-04	3.94E-04	5.22E-04
1:Del:T:2	1.20E-03	7.79E-04	5.25E-04	1.50E-03
1:Del:T:3	3.46E-03	9.74E-03	9.28E-04	1.96E-02
1:Del:T:4	1.32E-03	9.81E-04	1.31E-03	5.81E-03
1:Del:T:5	2.15E-02	1.48E-02	3.18E-02	1.05E-01
1:Ins:C:0	8.63E-05	1.34E-08	5.40E-05	8.70E-09
1:Ins:C:1	1.20E-04	3.44E-05	5.48E-05	1.78E-04
1:Ins:C:2	6.98E-05	2.22E-08	5.46E-05	1.00E-08
1:Ins:C:3	5.03E-05	2.93E-04	1.13E-04	2.98E-08
1:Ins:C:4	9.06E-05	3.94E-04	1.32E-04	3.35E-04
1:Ins:C:5	2.98E-04	1.30E-03	2.96E-04	8.21E-04
1:Ins:T:0	3.36E-04	4.77E-04	9.41E-05	6.17E-04
1:Ins:T:1	4.76E-04	7.23E-04	2.21E-04	1.07E-03
1:Ins:T:2	1.44E-04	1.55E-04	6.20E-05	2.19E-04
1:Ins:T:3	1.59E-04	6.51E-04	1.86E-04	2.40E-04
1:Ins:T:4	2.50E-04	8.38E-04	4.25E-04	3.05E-04
1:Ins:T:5	1.31E-07	4.26E-02	7.04E-03	1.13E-03
2:Del:R:0	3.20E-04	2.06E-04	2.62E-04	3.26E-04
2:Del:R:1	9.60E-04	3.68E-02	1.40E-07	6.69E-02
2:Del:R:2	1.08E-04	1.90E-04	1.57E-04	2.40E-04
2:Del:R:3	5.90E-09	1.21E-04	6.05E-05	3.50E-05
2:Del:R:4	3.29E-04	2.56E-04	1.77E-03	7.91E-04
2:Del:R:5	6.24E-05	2.43E-05	8.57E-09	1.24E-04
3:Del:R:0	3.98E-04	4.00E-08	2.97E-09	4.85E-04
3:Del:R:1	2.80E-04	9.86E-03	8.55E-04	1.76E-02
3:Del:R:2	2.34E-04	2.48E-04	1.03E-03	6.66E-04
3:Del:R:3	7.81E-05	3.63E-05	1.25E-08	7.86E-05
3:Del:R:4	3.09E-09	6.64E-09	3.93E-09	2.90E-09
3:Del:R:5	3.09E-09	6.64E-09	3.93E-09	2.90E-09
4:Del:R:0	1.36E-04	1.70E-08	6.96E-09	6.58E-05
4:Del:R:1	3.19E-04	2.60E-04	2.76E-04	3.55E-04
4:Del:R:2	1.13E-04	6.72E-09	8.20E-06	5.40E-05
4:Del:R:3	4.40E-08	5.59E-08	2.50E-02	1.70E-03
4:Del:R:4	3.09E-09	6.64E-09	3.93E-09	2.90E-09
4:Del:R:5	3.09E-09	6.64E-09	3.93E-09	2.90E-09
5:Del:R:0	4.49E-03	2.16E-04	1.40E-46	1.74E-03
5:Del:R:1	2.43E-04	1.06E-04	9.62E-05	3.02E-04
5:Del:R:2	6.84E-05	5.75E-03	1.10E-04	1.04E-02
5:Del:R:3	9.75E-06	4.45E-05	5.83E-08	2.86E-05
5:Del:R:4	3.09E-09	6.64E-09	3.93E-09	2.90E-09
5:Del:R:5	1.18E-05	3.42E-08	5.49E-08	2.82E-05
2:Ins:R:0	1.59E-04	8.49E-05	1.64E-06	1.02E-04
2:Ins:R:1	1.20E-04	6.55E-05	7.20E-05	9.86E-05
2:Ins:R:2	1.17E-04	4.77E-05	8.41E-09	5.36E-08
2:Ins:R:3	4.12E-05	3.66E-05	2.09E-09	0.00E+00
2:Ins:R:4	0.00E+00	1.91E-04	1.36E-04	2.28E-04
2:Ins:R:5	4.95E-04	1.72E-03	5.52E-04	1.96E-03
3:Ins:R:0	6.91E-05	1.14E-08	3.40E-05	6.13E-05
3:Ins:R:1	6.60E-05	1.56E-04	2.90E-05	1.60E-04
3:Ins:R:2	3.09E-09	6.64E-09	3.93E-09	2.90E-09
3:Ins:R:3	5.09E-08	3.19E-05	4.80E-08	4.78E-05
3:Ins:R:4	9.87E-09	4.50E-05	2.62E-09	1.71E-08
3:Ins:R:5	9.99E-05	1.72E-04	1.39E-04	2.39E-04
4:Ins:R:0	1.03E-04	2.70E-05	6.63E-09	3.37E-07
4:Ins:R:1	1.94E-04	2.38E-04	1.22E-08	2.88E-04
4:Ins:R:2	2.65E-05	3.88E-05	1.20E-08	7.55E-05
4:Ins:R:3	3.09E-09	6.64E-09	3.93E-09	2.90E-09
4:Ins:R:4	6.30E-09	1.11E-04	1.24E-04	1.26E-04
4:Ins:R:5	7.90E-05	1.44E-04	0.00E+00	2.96E-04
5:Ins:R:0	4.23E-05	5.06E-05	2.37E-05	8.83E-09
5:Ins:R:1	5.15E-04	2.30E-04	1.23E-04	1.16E-04
5:Ins:R:2	1.46E-05	4.94E-05	5.30E-08	4.67E-08
5:Ins:R:3	5.83E-05	5.08E-05	7.89E-09	4.45E-05
5:Ins:R:4	3.74E-05	4.88E-05	1.48E-04	1.32E-08
5:Ins:R:5	3.03E-05	3.19E-08	4.44E-05	6.14E-05
2:Del:M:1	3.78E-04	2.73E-04	0.00E+00	1.67E-04
3:Del:M:1	3.96E-04	1.79E-05	8.16E-06	1.21E-04
3:Del:M:2	2.43E-04	2.55E-04	1.77E-04	3.41E-04
4:Del:M:1	1.97E-04	1.62E-04	9.55E-08	2.19E-04
4:Del:M:2	1.68E-04	2.23E-04	7.81E-06	8.31E-05
4:Del:M:3	2.82E-04	1.22E-03	2.49E-04	2.37E-03
5:Del:M:1	3.97E-03	5.68E-04	1.92E-04	1.79E-03
5:Del:M:2	2.13E-03	5.40E-05	6.47E-04	6.64E-04
5:Del:M:3	8.21E-04	2.20E-04	3.39E-04	8.59E-04
5:Del:M:4	4.69E-04	9.86E-05	1.23E-05	3.50E-04
5:Del:M:5	1.47E-04	2.39E-04	5.74E-05	2.19E-04
