NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	199.882	75.735	74.795	59.785	0.552	0.768	30000.0
2	208.415	78.822	78.599	62.917	0.542	0.765	20000.0
3	200.335	75.062	73.865	59.082	0.531	0.776	20000.0
4	209.817	79.334	78.658	62.715	0.541	0.764	30000.0
5	202.835	75.828	75.572	59.944	0.545	0.77	40000.0
6	201.302	75.797	75.217	59.649	0.544	0.771	30000.0
7	212.563	80.198	80.397	63.914	0.546	0.755	20000.0
8	209.866	79.099	79.029	63.139	0.533	0.764	40000.0
9	207.67	78.803	79.216	63.198	0.536	0.765	20000.0
10	202.603	76.342	75.222	60.111	0.549	0.77	40000.0
