Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V54	6.55E+00	8.62E-01	1.02E+01	1.88E+00	4.68E+00	2.09E+00	5.61E+00	7.87E+00	3.76E+00	5.23E+00	7.00E-01
V55	1.98E+00	1.49E+00	4.06E+00	1.28E+00	7.32E+00	1.70E+00	1.38E+00	3.86E+00	4.78E+00	9.80E+00	2.39E+00
V56	6.67E-01	5.81E+00	4.99E-01	0.00E+00	9.04E-01	7.06E+00	6.67E-01	1.53E+00	4.44E+00	3.80E+00	9.29E+00
V57	1.15E+00	6.84E-01	0.00E+00	1.71E+00	8.84E-01	1.00E-01	9.43E-01	1.00E-01	0.00E+00	8.23E-01	1.62E+00
V58	0.00E+00	6.24E+00	1.68E+01	4.69E+00	3.15E+00	4.01E+00	0.00E+00	1.90E+01	4.00E-01	5.33E+00	9.22E+00
V59	5.93E-01	1.28E+00	9.09E+00	0.00E+00	3.40E+00	1.33E+00	4.27E-01	9.34E+00	4.01E-01	1.53E+00	8.17E-01
V60	2.42E+00	6.18E-01	4.07E-01	3.58E+00	1.87E+00	3.94E+00	1.88E+00	5.62E-01	2.79E+00	3.47E+00	4.07E+00
V61	2.18E+00	1.00E-01	0.00E+00	6.86E-01	9.55E-01	1.35E+00	4.00E-01	1.00E-01	2.46E+00	3.00E-01	1.17E+00
V62	0.00E+00	5.15E+00	3.56E+00	6.90E+00	8.09E+00	9.99E+00	0.00E+00	7.82E+00	7.84E+00	1.43E+01	5.63E+00
V63	2.51E+01	1.58E+00	4.00E-01	0.00E+00	1.73E+00	1.26E+00	2.53E+01	4.00E-01	6.36E+00	1.48E+00	6.53E-01
V64	4.26E+00	9.45E-01	1.01E+01	1.50E+00	5.80E+00	2.44E+00	2.83E+00	9.53E+00	1.16E+01	4.51E+00	1.91E+00
V65	3.53E+00	1.83E+00	7.43E+00	7.24E+00	3.65E-01	1.93E+00	3.13E+00	6.71E+00	9.98E+00	3.26E+00	7.36E+00
V66	4.00E+00	4.13E+00	1.53E-01	4.82E+00	0.00E+00	1.00E-01	5.82E+00	6.57E-01	1.41E+00	3.06E-01	6.56E+00
V67	9.04E-01	1.00E-01	1.15E+00	2.00E-01	5.17E-01	7.22E-01	5.33E-01	1.29E+00	1.25E+00	6.00E-01	3.35E-01
V68	1.10E+01	1.10E+00	1.67E+01	8.33E+00	5.47E-01	2.81E+00	7.44E+00	1.62E+01	9.90E+00	3.80E+00	8.17E+00
V69	2.82E+00	2.73E+00	7.63E-01	2.45E+00	0.00E+00	1.08E+01	3.32E+00	3.92E+00	6.72E+00	9.40E+00	3.13E+00
V70	2.97E+00	1.90E+00	3.57E+00	0.00E+00	1.64E+00	7.92E-01	2.76E+00	1.99E+00	3.59E+00	5.00E-01	1.85E+00
V71	1.67E-01	1.13E+00	2.91E-01	0.00E+00	9.32E-01	1.99E+00	0.00E+00	8.47E-01	2.08E+00	9.07E-01	1.43E+00
V72	1.15E+00	0.00E+00	1.60E+01	1.06E+00	1.65E+00	4.56E+00	1.42E+00	1.58E+01	4.98E+00	3.93E+00	1.97E+00
V73	3.06E-01	9.75E-01	4.26E+00	7.05E+00	7.30E-01	6.43E+00	5.58E-01	4.01E+00	3.87E+00	6.90E+00	7.84E+00
V74	6.80E-01	9.17E-01	0.00E+00	3.27E-01	5.47E-01	7.64E+00	5.39E-01	2.97E+00	6.43E+00	4.38E+00	2.10E+00
V75	5.91E+00	2.21E-01	5.01E+00	1.15E+00	9.22E-01	2.61E+00	5.02E+00	5.04E+00	1.78E+00	7.15E-01	7.49E-01
V76	3.46E+00	1.62E+00	1.66E+00	1.48E+01	9.60E-01	4.91E+00	3.77E+00	1.39E+00	6.62E+00	1.21E+01	1.13E+01
V77	3.70E+00	1.33E-01	1.35E+00	3.91E+00	2.71E+00	3.74E+00	5.97E-01	1.79E+00	3.76E+00	2.95E+00	3.95E+00
V78	4.70E+00	4.06E+00	3.08E+00	3.79E-01	1.14E+01	4.20E+00	3.22E+00	2.92E+00	3.97E+00	1.43E+01	2.73E+00
V79	4.26E+00	3.48E+00	2.15E+01	3.38E+00	6.19E+00	0.00E+00	3.20E+00	1.93E+01	7.77E+00	6.90E+00	3.20E+00
V80	2.31E+00	1.23E+00	1.22E+00	1.20E+01	4.24E+00	2.12E+00	2.23E+00	1.45E+00	1.71E+00	7.18E+00	1.26E+01
V81	3.96E-01	2.74E+00	1.28E+00	0.00E+00	5.42E-01	3.51E+00	8.72E-01	1.10E+00	3.16E+00	2.79E+00	3.62E+00
V82	7.34E+00	8.20E-01	4.58E-01	4.01E-01	2.68E+00	3.11E+00	5.00E-01	2.75E+00	7.54E+00	3.67E+00	2.69E-01
V83	5.31E+00	1.10E+00	2.13E-01	9.56E+00	2.12E+00	3.37E+00	6.52E+00	2.05E+00	3.06E+00	4.21E+00	9.91E+00
V84	6.60E+00	8.59E-01	2.13E-01	0.00E+00	0.00E+00	2.29E+00	6.19E+00	7.12E-01	1.58E+00	1.70E+00	1.00E-01
V85	0.00E+00	7.04E+00	1.25E+01	4.61E+00	2.91E-01	2.32E+00	5.47E-01	1.26E+01	1.64E+00	3.93E+00	8.14E+00
V86	0.00E+00	4.87E+00	0.00E+00	6.60E+00	6.59E+00	2.82E+00	2.00E-01	2.23E+00	1.54E+00	7.21E+00	1.00E+01
V87	2.22E+00	0.00E+00	3.33E+00	3.31E+00	3.59E+00	7.57E-01	4.29E+00	2.83E+00	1.20E+00	5.00E+00	9.45E-01
V88	1.69E+00	1.66E+00	3.11E+00	1.11E+00	1.85E+00	1.82E+00	1.86E+00	4.01E+00	1.50E+00	1.63E+00	3.17E+00
V89	1.63E+00	1.46E+00	2.67E-01	0.00E+00	2.97E+00	4.02E+00	1.90E+00	1.86E+00	2.61E+00	2.54E+00	0.00E+00
V90	2.03E+00	8.47E-01	2.69E-01	0.00E+00	0.00E+00	7.46E-01	2.39E+00	2.67E-01	1.21E+00	4.00E-01	4.00E-01
V91	1.65E+01	1.40E+00	1.85E+00	4.22E+00	3.76E+00	4.42E+00	1.68E+01	2.61E+00	4.15E+00	5.78E+00	3.12E+00
V92	0.00E+00	6.38E+00	3.60E+00	2.11E+00	6.63E-01	1.10E+00	0.00E+00	4.71E+00	7.22E-01	2.68E+00	6.32E+00
V93	0.00E+00	9.64E-01	0.00E+00	2.51E+00	3.42E+00	1.89E+00	0.00E+00	1.00E-01	2.87E+00	4.77E+00	1.91E+00
V94	1.19E+01	2.90E+00	5.58E-01	2.93E+00	0.00E+00	2.00E-01	1.02E+01	3.00E-01	6.71E+00	1.99E+00	4.16E+00
V95	1.19E+00	8.27E-01	0.00E+00	1.48E+00	2.58E-01	7.18E+00	2.04E+00	1.13E+00	3.67E+00	5.64E+00	2.48E+00
V96	2.50E+00	2.94E+00	2.75E+00	8.30E-01	1.99E+00	7.00E-01	1.20E+00	8.03E-01	2.69E+00	1.00E-01	3.79E+00
V97	0.00E+00	1.17E+01	1.42E+01	2.32E+00	4.27E+00	3.73E+00	0.00E+00	1.54E+01	3.32E+00	4.96E+00	1.78E+01
V98	2.80E+00	6.70E-01	7.52E-01	2.27E+00	3.00E-01	1.03E+00	2.57E+00	1.26E+00	8.23E-01	2.70E+00	1.46E+00
V99	2.81E+00	2.37E+00	8.83E+00	3.07E-01	2.13E+00	4.46E+00	3.82E+00	9.51E+00	3.61E+00	3.85E+00	2.74E+00
V100	2.71E+00	2.06E+00	1.19E+01	1.16E+01	6.58E+00	2.17E+00	2.93E+00	1.19E+01	3.78E+00	8.65E+00	1.37E+01
