Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	19	27	0	5	0	0	3	0	13	12	0
V2	0	8	2	217	0	27	0	0	14	67	0
V3	17	13	0	21	6	48	9	0	4	20	3
V4	49	5	1	9	36	21	0	0	0	0	0
V5	18	1	111	179	4	14	0	0	10	0	30
V6	0	228	70	83	15	1	1	1	0	18	21
V7	47	8	37	12	5	1	25	20	0	2	0
V8	53	1	4	1	6	3	0	9	0	0	0
V9	28	42	5	105	14	16	1	0	6	22	1
V10	170	0	0	19	18	5	36	36	24	11	3
V11	0	0	129	65	7	31	0	19	0	0	11
V12	232	9	20	45	7	4	48	0	7	0	0
V13	27	24	0	0	121	14	21	41	0	0	0
V14	53	21	135	0	5	1	40	23	0	2	0
V15	81	3	8	0	36	77	55	48	0	31	0
V16	5	50	99	20	0	72	8	22	22	0	4
V17	0	34	189	0	72	0	4	8	10	6	0
V18	112	29	92	28	0	0	23	20	0	0	4
V19	0	5	0	22	16	78	5	13	53	0	18
V20	1	119	124	3	24	44	3	8	19	9	40
V21	44	59	156	89	145	181	24	8	51	0	0
V22	5	29	0	65	4	0	0	0	0	0	18
V23	91	13	80	0	6	23	9	34	0	15	4
V24	0	15	0	262	4	14	0	7	18	6	0
V25	65	7	8	40	1	30	8	0	2	1	0
V26	2	6	77	36	16	1	0	0	0	4	0
V27	32	11	21	178	0	25	35	34	24	8	0
V28	0	27	0	35	0	111	0	21	17	24	40
V29	103	20	50	1	0	0	2	20	0	0	2
V30	194	55	75	42	5	7	33	14	13	0	13
V31	85	68	0	0	43	2	45	0	0	0	0
V32	168	351	208	0	0	3	0	64	9	0	0
V33	0	14	42	20	45	0	1	0	0	20	0
V34	395	26	0	30	12	1	97	0	2	0	0
V35	184	1	48	21	11	0	42	0	0	0	0
V36	0	117	8	0	12	28	0	6	13	0	7
V37	80	13	0	22	0	113	0	0	32	35	8
V38	38	15	2	57	75	6	3	0	0	0	0
V39	52	0	62	12	152	5	1	0	0	0	0
V40	0	45	12	26	55	0	6	14	2	13	0
V41	39	1	51	2	1	0	7	0	0	0	0
V42	48	0	133	5	43	7	11	35	15	0	4
V43	26	1	3	0	9	0	22	0	0	0	0
V44	0	16	1	3	25	0	0	0	2	13	0
V45	2	13	49	0	6	10	0	0	7	0	0
V46	90	5	32	0	10	22	39	0	0	0	0
V47	2	41	1	38	10	0	36	0	0	12	0
V48	119	40	0	3	7	64	0	0	31	0	4
V49	13	65	0	0	33	9	5	6	0	0	1
V50	2	7	23	0	13	0	2	7	0	0	0
V51	219	11	66	6	0	6	49	12	0	0	0
V52	16	23	17	4	7	27	2	0	0	8	0
V53	29	80	0	14	24	1	10	0	15	0	0
V54	67	9	72	26	39	9	12	9	0	32	0
V55	14	10	28	2	63	0	4	0	0	43	0
V56	0	139	0	0	7	65	0	0	20	0	12
V57	7	11	0	13	6	0	0	0	0	0	5
V58	0	47	138	65	19	23	0	44	0	0	38
V59	0	8	77	0	27	10	0	4	6	0	0
V60	16	2	0	71	37	17	0	0	19	0	0
V61	22	0	0	3	17	12	0	0	0	0	5
V62	0	74	18	46	75	137	0	0	3	0	68
V63	236	24	2	0	18	5	34	0	0	0	0
V64	57	4	73	10	87	19	0	0	0	0	6
V65	26	15	32	64	0	6	0	34	0	4	0
V66	13	164	2	37	0	0	26	0	0	1	6
V67	5	0	0	1	3	0	1	11	0	1	0
V68	91	0	116	109	0	4	13	0	13	0	24
V69	10	25	0	13	0	79	18	1	35	1	31
V70	20	16	21	0	9	0	8	0	6	0	0
V71	1	8	2	0	3	20	0	0	4	0	3
V72	8	0	105	0	10	71	1	42	3	15	0
V73	1	1	26	70	0	47	0	7	0	14	21
V74	0	9	0	0	0	82	0	0	26	6	22
V75	45	1	42	8	2	31	14	4	0	0	0
V76	23	6	5	179	7	31	15	0	54	1	0
V77	52	0	5	16	11	16	0	0	19	33	0
V78	64	40	9	3	98	30	5	17	7	0	0
V79	38	134	199	16	76	0	4	0	0	0	11
V80	20	3	0	85	48	1	0	6	8	0	34
V81	0	33	0	0	3	14	0	8	17	0	15
V82	74	1	0	0	24	27	0	5	0	7	6
V83	118	1	0	65	20	4	21	0	27	11	16
V84	51	4	1	0	0	16	6	0	3	0	0
V85	0	76	90	27	0	15	0	0	4	0	21
V86	0	40	0	40	54	8	0	0	0	46	22
V87	14	0	23	33	34	0	2	0	0	34	0
V88	10	22	15	4	26	14	0	13	2	3	0
V89	0	51	0	0	45	39	13	1	6	0	0
V90	14	122	1	0	0	9	0	0	1	0	0
V91	166	9	10	27	66	28	45	0	11	0	9
V92	0	463	16	15	0	0	0	16	0	18	0
V93	0	25	0	22	14	8	0	0	6	29	0
V94	78	48	2	43	0	0	4	0	12	0	0
V95	7	11	0	6	0	35	0	0	21	11	0
V96	25	84	39	6	17	0	0	0	15	0	0
V97	0	315	97	1	17	0	0	13	18	47	23
V98	12	4	5	22	0	7	4	0	0	0	0
V99	12	36	69	0	20	17	6	26	16	0	0
V100	19	10	83	146	70	23	0	15	0	9	0
