Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	0	97	5	5	1	0	6	0	7	3	5	0	0	0	8	0
V2	52	8	44	9	1	0	2	2	12	8	3	0	0	0	4	1
V3	32	1	0	40	74	25	56	8	0	0	0	2	2	0	0	0
V4	149	39	82	28	10	62	5	9	10	47	6	23	70	13	1	1
V5	31	160	56	97	11	37	2	41	29	7	57	71	37	23	7	49
V6	127	19	1	11	0	0	4	0	8	0	0	4	4	0	3	0
V7	71	11	1	11	62	93	34	80	18	0	10	8	33	10	0	15
V8	7	4	4	57	1	24	0	6	33	22	8	39	6	0	0	0
V9	38	0	181	20	2	15	0	1	26	26	2	32	0	0	1	4
V10	170	3	10	8	1	0	10	3	0	3	0	0	1	0	0	11
V11	82	1	23	41	0	1	0	2	0	20	2	34	2	2	0	4
V12	19	10	94	22	12	27	1	45	9	28	10	1	13	0	7	21
V13	0	4	49	0	4	1	1	1	1	14	0	0	2	0	3	4
V14	2	0	28	24	17	1	18	0	5	12	4	1	0	0	5	0
V15	53	94	32	5	0	4	5	13	13	5	11	5	15	13	0	0
V16	1	9	9	5	6	3	2	2	8	0	26	14	0	0	3	0
V17	1	227	70	39	0	0	0	0	34	32	27	38	0	0	0	0
V18	4	6	8	19	17	2	28	0	1	1	3	0	6	11	0	5
V19	26	9	2	21	0	24	0	22	19	38	74	0	18	40	0	2
V20	55	15	5	20	25	18	18	9	12	8	12	2	0	0	10	9
V21	2	1	7	9	0	0	0	0	13	15	12	0	0	0	0	0
V22	125	110	38	15	0	0	1	0	11	18	47	32	0	11	0	0
V23	55	28	211	31	17	30	20	18	0	20	5	0	46	39	21	12
V24	203	155	82	11	54	53	60	39	0	0	13	0	13	0	34	6
V25	6	12	3	25	3	1	10	1	8	10	16	0	0	4	4	1
V26	3	25	28	38	5	15	2	17	68	39	55	35	16	0	0	0
V27	51	2	5	0	0	21	1	12	0	2	4	0	2	2	0	0
V28	3	124	1	22	38	21	16	12	6	0	0	0	5	1	23	0
V29	5	1	21	23	73	11	116	13	1	5	0	14	10	0	0	14
V30	15	22	190	7	6	0	0	0	4	5	0	0	0	0	0	5
V31	0	49	6	8	14	4	17	0	12	0	0	0	0	0	0	0
V32	4	1	31	32	23	7	52	5	6	19	1	2	13	2	0	0
V33	71	5	5	39	144	26	96	32	0	0	9	0	8	6	0	0
V34	37	7	48	3	4	1	0	3	8	8	6	0	3	24	0	0
V35	62	219	0	29	0	0	0	0	40	17	0	10	0	9	0	0
V36	230	28	4	2	190	50	73	73	13	3	0	9	1	38	0	0
V37	70	24	13	51	12	92	0	60	52	32	99	21	40	27	0	0
V38	2	19	160	31	28	1	7	7	9	14	4	0	0	4	0	0
V39	225	35	0	60	2	16	0	5	29	37	98	57	6	0	2	0
V40	0	0	0	12	41	0	8	1	0	0	0	0	0	0	3	1
V41	33	41	0	9	0	91	6	101	28	0	13	4	105	0	0	0
V42	6	317	0	26	6	3	4	0	27	59	8	1	0	0	0	15
V43	366	31	63	167	0	13	14	27	85	25	36	33	19	73	0	0
V44	56	1	5	24	37	1	47	19	0	0	3	3	1	31	0	5
V45	35	65	14	0	1	17	4	34	15	0	3	1	11	3	6	0
V46	5	0	11	8	1	2	3	1	1	0	1	0	1	0	4	0
V47	0	8	1	143	57	16	52	11	8	31	27	0	3	3	0	0
V48	103	141	6	21	34	41	33	75	4	0	5	0	56	0	11	0
V49	27	3	9	15	59	0	123	0	65	20	44	9	0	14	0	0
V50	35	1	37	33	110	2	118	2	4	0	6	3	0	20	2	0
V51	0	20	19	10	0	20	0	15	12	6	13	2	0	0	2	10
V52	44	3	11	0	8	0	28	0	0	7	0	0	0	14	3	1
V53	61	89	5	0	0	0	4	0	4	0	0	0	0	0	21	1
V54	51	2	24	26	4	8	2	30	8	15	8	10	6	19	0	0
V55	0	43	17	45	26	2	23	0	13	38	23	27	0	0	13	9
V56	48	38	4	5	0	56	0	61	45	0	36	0	6	0	6	2
V57	3	0	54	2	45	6	21	8	0	23	8	18	0	0	9	0
V58	1	7	12	48	0	0	1	0	24	22	11	41	1	0	4	0
V59	64	20	106	2	1	7	1	17	0	8	0	0	1	11	0	0
V60	3	82	21	26	1	2	0	0	7	24	26	0	2	0	0	0
V61	12	82	1	15	0	155	0	76	5	0	3	6	30	26	10	1
V62	0	3	208	12	25	77	39	28	16	13	18	18	0	5	10	0
V63	193	10	18	14	31	0	12	3	4	16	11	12	4	0	0	0
V64	0	167	18	9	5	2	6	1	0	0	0	0	1	0	27	0
V65	145	8	1	57	78	127	38	8	48	0	11	7	23	0	3	0
V66	1	1	6	0	41	3	17	5	2	2	0	2	0	0	3	1
V67	74	36	132	35	43	51	39	19	13	84	32	43	37	0	16	0
V68	1	4	26	2	3	24	11	3	7	0	0	4	17	0	0	18
V69	108	8	2	31	1	11	1	115	13	13	6	14	74	0	10	0
V70	21	42	6	15	2	0	0	0	22	0	14	34	1	0	0	0
V71	0	35	0	107	1	0	0	0	50	101	5	54	0	3	0	0
V72	18	107	0	5	0	0	4	1	0	0	15	0	0	0	0	0
V73	284	6	8	3	0	0	0	0	0	1	3	5	4	17	0	10
V74	2	294	5	34	37	20	53	6	0	1	0	4	4	0	14	0
V75	14	0	44	2	17	34	14	80	38	15	0	8	15	0	2	14
V76	94	2	4	14	110	23	26	13	1	6	0	6	2	18	0	0
V77	47	67	5	12	16	18	12	4	1	10	16	10	0	0	0	11
