Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	0.00E+00	5.54E+00	9.71E-01	8.06E-01	7.15E-01	0.00E+00	7.19E-01	0.00E+00	1.72E+00	7.42E-01	6.84E-01	1.08E+00	0.00E+00	6.00E-01	5.06E+00	6.29E-01
V2	1.46E+00	1.67E+00	1.51E+00	1.20E+00	6.96E-01	0.00E+00	7.42E-01	5.16E-01	1.68E+00	8.98E-01	7.30E-01	5.58E-01	0.00E+00	0.00E+00	4.22E-01	1.70E+00
V3	3.48E+00	4.48E-01	0.00E+00	9.60E+00	7.51E+00	1.78E+00	5.29E+00	1.38E+00	0.00E+00	0.00E+00	1.00E-01	7.06E-01	8.75E-01	4.21E+00	0.00E+00	0.00E+00
V4	1.06E+01	4.18E+00	4.34E+00	3.38E+00	1.33E+00	4.30E+00	1.25E+00	3.08E+00	3.29E+00	5.54E+00	3.75E+00	5.20E+00	1.13E+01	1.71E+01	5.44E+00	1.30E+01
V5	3.80E+00	6.63E+00	1.50E+00	1.17E+01	1.51E+00	4.65E+00	7.16E-01	4.52E+00	5.71E+00	3.63E+00	8.09E+00	1.12E+01	4.26E+00	7.45E+00	8.28E+00	7.35E+00
V6	1.75E+00	2.56E+00	2.24E-01	1.58E+00	2.00E-01	0.00E+00	6.16E-01	1.00E-01	1.59E+00	4.00E-01	0.00E+00	2.50E+00	1.08E+00	8.79E-01	1.63E+00	2.00E-01
V7	3.05E+00	1.31E+00	4.71E-01	2.39E+00	3.59E+00	9.69E+00	3.87E+00	9.93E+00	4.51E+00	1.17E+00	3.14E+00	2.92E+00	5.45E+00	8.25E+00	2.15E+00	1.95E+01
V8	9.09E-01	8.72E-01	7.63E-01	8.52E+00	7.12E-01	2.55E+00	3.14E-01	8.82E-01	6.13E+00	3.00E+00	3.56E+00	7.83E+00	1.46E+00	1.00E+00	1.23E+00	9.33E-01
V9	1.37E+00	0.00E+00	3.70E+00	3.79E+00	8.92E-01	1.74E+00	0.00E+00	5.43E-01	3.81E+00	5.12E+00	2.64E+00	5.55E+00	3.24E+00	1.32E+00	2.60E+00	1.62E+00
V10	6.96E+00	5.17E-01	1.58E+00	1.40E+00	4.58E-01	0.00E+00	8.85E-01	6.87E-01	1.10E+00	9.78E-01	4.00E-01	0.00E+00	2.21E-01	8.21E+00	3.00E-01	1.77E+00
V11	3.57E+00	1.33E-01	1.59E+00	5.83E+00	2.24E-01	3.65E-01	0.00E+00	7.52E-01	1.32E+00	3.22E+00	2.31E+00	6.64E+00	5.93E-01	3.07E+00	2.13E-01	2.91E+00
V12	1.87E+00	1.77E+00	4.20E+00	3.80E+00	1.12E+00	2.10E+00	7.52E-01	4.00E+00	3.96E+00	4.82E+00	4.84E+00	1.73E+00	2.23E+00	2.70E+00	3.69E+00	7.87E+00
V13	0.00E+00	1.12E+00	1.95E+00	8.49E-01	9.09E-01	2.33E-01	6.63E-01	3.67E-01	4.58E-01	1.91E+00	6.00E-01	1.09E+00	4.90E-01	1.00E-01	3.59E-01	1.65E+00
V14	5.39E-01	5.26E-01	1.44E+00	2.99E+00	2.78E+00	2.00E-01	2.44E+00	0.00E+00	2.72E+00	1.52E+00	7.16E-01	9.66E-01	0.00E+00	3.60E+00	1.00E+00	0.00E+00
V15	2.69E+00	4.01E+00	1.77E+00	1.05E+00	0.00E+00	8.44E-01	7.22E-01	2.00E+00	1.99E+00	1.24E+00	1.86E+00	3.55E+00	2.10E+00	3.18E+00	4.03E+00	2.71E+00
V16	2.67E-01	1.63E+00	5.59E-01	1.18E+00	9.29E-01	3.59E-01	7.27E-01	5.12E-01	3.79E+00	7.72E-01	4.32E+00	3.24E+00	0.00E+00	0.00E+00	3.29E+00	6.05E-01
V17	2.49E-01	2.38E+01	2.82E+00	7.71E+00	0.00E+00	0.00E+00	4.23E-01	0.00E+00	6.00E+00	1.08E+01	6.32E+00	1.00E+01	0.00E+00	0.00E+00	2.88E+01	0.00E+00
V18	1.17E+00	8.27E-01	9.67E-01	3.12E+00	3.22E+00	6.96E-01	2.51E+00	5.33E-01	1.02E+00	4.67E-01	8.36E-01	2.00E-01	1.19E+00	2.51E+00	0.00E+00	1.30E+00
V19	6.62E+00	2.12E+00	4.82E-01	4.37E+00	1.14E+00	2.28E+00	1.63E-01	2.82E+00	6.12E+00	6.88E+00	9.19E+00	7.62E+00	3.76E+00	7.43E+00	3.60E+00	8.88E+00
V20	2.33E+00	2.10E+00	6.80E-01	2.92E+00	1.75E+00	2.57E+00	2.60E+00	1.49E+00	3.51E+00	2.16E+00	2.24E+00	2.20E+00	4.99E-01	2.39E+00	2.00E+00	3.53E+00
V21	6.16E-01	4.73E-01	1.02E+00	1.64E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.01E+00	2.17E+00	2.55E+00	3.98E+00	0.00E+00	3.42E-01	1.05E+00	7.06E-01
V22	5.45E+00	2.70E+00	2.22E+00	2.78E+00	3.00E-01	0.00E+00	2.60E-01	0.00E+00	4.37E+00	5.67E+00	6.28E+00	7.28E+00	0.00E+00	4.14E+00	2.00E+00	3.50E+00
V23	7.43E+00	3.71E+00	7.21E+00	4.82E+00	2.52E+00	2.96E+00	1.51E+00	3.16E+00	3.06E+00	4.83E+00	3.46E+00	9.83E-01	1.27E+01	7.41E+00	4.52E+00	8.18E+00
V24	6.28E+00	1.68E+01	3.62E+00	3.10E+00	3.88E+00	3.67E+00	2.20E+00	3.37E+00	1.43E+00	2.00E-01	3.37E+00	9.78E-01	3.77E+00	5.69E+00	1.68E+01	5.76E+00
V25	6.53E-01	1.75E+00	5.17E-01	3.52E+00	7.63E-01	3.00E-01	6.74E-01	6.33E-01	2.81E+00	4.96E+00	2.13E+00	2.98E+00	3.00E-01	6.00E-01	1.67E+00	1.91E+00
V26	5.81E-01	3.62E+00	1.45E+00	6.92E+00	1.32E+00	2.09E+00	6.23E-01	2.73E+00	1.17E+01	6.15E+00	1.04E+01	1.55E+01	1.74E+00	9.45E-01	6.78E+00	2.86E+00
V27	2.30E+00	3.71E-01	5.26E-01	0.00E+00	0.00E+00	2.27E+00	4.27E-01	1.88E+00	7.00E-01	6.18E-01	1.87E+00	2.00E-01	8.94E-01	2.39E+00	2.00E-01	1.72E+00
V28	6.33E-01	1.08E+01	3.14E-01	4.73E+00	3.94E+00	1.38E+00	2.60E+00	1.45E+00	8.79E-01	1.00E-01	4.82E-01	1.49E+00	1.55E+00	1.68E+00	1.03E+01	2.15E+00
V29	8.23E-01	4.48E-01	2.50E+00	4.33E+00	4.10E+00	1.88E+00	3.50E+00	2.41E+00	8.72E-01	1.49E+00	1.95E+00	2.82E+00	3.86E+00	5.50E+00	4.82E-01	4.70E+00
V30	1.16E+00	1.91E+00	3.04E+00	1.24E+00	8.72E-01	0.00E+00	0.00E+00	2.60E-01	1.62E+00	1.18E+00	3.00E-01	0.00E+00	0.00E+00	8.00E-01	1.67E+00	6.29E-01
V31	0.00E+00	4.92E+00	6.53E-01	2.88E+00	1.98E+00	5.59E-01	1.50E+00	2.13E-01	1.33E+00	0.00E+00	1.33E-01	7.30E-01	1.00E+00	2.12E+00	5.09E+00	0.00E+00
V32	1.06E+00	2.24E-01	1.84E+00	3.01E+00	3.71E+00	1.23E+00	2.12E+00	9.34E-01	2.88E+00	1.84E+00	8.92E-01	1.73E+00	1.93E+00	2.83E+00	0.00E+00	2.19E+00
V33	2.24E+00	9.09E-01	5.54E-01	9.26E+00	1.52E+01	2.72E+00	7.00E+00	3.68E+00	7.00E-01	0.00E+00	3.66E+00	0.00E+00	2.71E+00	1.42E+01	1.02E+00	5.73E+00
V34	4.83E+00	9.83E-01	1.69E+00	1.11E+00	8.75E-01	2.33E-01	2.58E-01	7.75E-01	1.33E+00	1.88E+00	1.12E+00	1.22E+00	6.99E-01	6.25E+00	8.14E-01	1.47E+00
V35	5.33E+00	3.11E+00	0.00E+00	4.19E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.78E+00	4.18E+00	1.59E+00	5.27E+00	2.00E-01	5.40E+00	1.97E+00	1.73E+00
V36	7.36E+00	4.45E+00	7.64E-01	6.06E+00	8.38E+00	5.06E+00	8.57E+00	5.59E+00	4.56E+00	1.36E+00	1.35E+00	2.17E+00	2.47E+00	6.21E+00	3.89E+00	8.20E+00
V37	5.26E+00	4.42E+00	1.08E+00	6.36E+00	1.26E+00	3.47E+00	2.24E-01	7.14E+00	1.41E+01	5.75E+00	1.18E+01	7.54E+00	5.55E+00	7.58E+00	9.42E+00	1.36E+01
V38	9.43E-01	2.19E+00	2.38E+00	5.08E+00	2.58E+00	2.21E-01	1.16E+00	1.09E+00	3.67E+00	4.26E+00	3.42E+00	2.28E+00	2.00E-01	1.48E+00	8.00E-01	1.09E+00
