NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	38.51	15.412	9.405	10.086	0.081	0.993	70000.0
2	43.382	16.939	10.617	10.86	0.081	0.992	50000.0
3	44.754	18.139	11.316	12.178	0.088	0.99	40000.0
4	45.217	18.048	10.82	11.37	0.091	0.991	30000.0
5	45.319	18.539	11.272	12.124	0.09	0.99	40000.0
6	40.021	15.503	9.894	10.178	0.078	0.992	90000.0
7	44.363	17.65	11.031	11.606	0.085	0.991	50000.0
8	42.351	16.829	10.596	10.903	0.083	0.992	60000.0
9	39.307	15.905	9.092	9.871	0.084	0.993	60000.0
10	46.115	18.856	11.504	12.065	0.093	0.99	50000.0
