NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	45.197	18.146	10.626	11.493	0.105	0.991	50000.0
2	53.526	20.889	13.16	13.603	0.107	0.987	50000.0
3	46.414	18.353	11.068	11.752	0.099	0.99	40000.0
4	47.303	18.672	11.244	11.786	0.102	0.99	70000.0
5	48.583	18.858	11.466	11.853	0.104	0.99	40000.0
6	45.634	17.986	10.962	11.698	0.104	0.99	80000.0
7	43.168	17.107	10.199	10.87	0.1	0.991	40000.0
8	46.744	18.72	11.188	11.862	0.106	0.99	30000.0
9	49.61	19.744	11.772	12.485	0.107	0.99	60000.0
10	49.665	20.059	11.507	12.336	0.108	0.99	40000.0
