NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	219.853	70.805	82.387	60.365	0.427	0.786	20000.0
2	217.134	69.968	78.95	58.442	0.414	0.804	20000.0
3	218.173	70.329	79.192	59.007	0.421	0.801	40000.0
4	219.105	70.916	80.007	59.399	0.425	0.797	30000.0
5	216.916	70.147	79.233	58.734	0.415	0.803	30000.0
6	216.344	70.496	78.148	58.283	0.42	0.804	40000.0
7	220.461	72.17	79.729	58.5	0.433	0.785	20000.0
8	224.625	72.065	84.216	61.533	0.435	0.779	30000.0
9	225.208	72.234	84.016	61.035	0.43	0.784	30000.0
10	222.58	71.311	82.58	60.614	0.426	0.785	30000.0
