Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	5	0	0	0	8	82	0	17	0	1	47	0	0	6	0
V2	3	25	12	3	20	30	66	3	68	2	10	27	55	0	0
V3	40	1	2	0	9	21	33	77	11	4	1	0	0	10	23
V4	40	66	27	41	139	0	20	0	0	35	0	0	0	0	1
V5	6	162	112	131	19	0	0	0	0	9	0	0	0	0	7
V6	4	0	0	41	0	97	0	94	0	8	0	11	0	0	0
V7	110	7	9	28	2	0	2	0	0	0	0	0	1	9	16
V8	0	7	0	5	30	68	37	7	69	15	1	16	0	4	0
V9	2	36	37	6	24	8	0	42	21	13	14	7	5	0	0
V10	11	16	8	21	0	14	71	25	0	0	22	44	0	0	0
V11	13	8	36	15	144	0	0	0	0	51	0	0	0	0	8
V12	27	0	14	2	48	0	71	22	48	21	3	1	0	0	0
V13	38	35	108	79	66	0	15	8	183	52	0	0	71	0	0
V14	26	0	0	99	0	26	18	0	14	2	28	3	5	0	0
V15	5	0	3	1	5	7	30	0	76	0	0	0	14	0	0
V16	0	10	0	0	40	2	5	14	0	30	0	0	0	0	0
V17	0	1	2	56	17	20	0	10	10	1	3	0	9	0	0
V18	21	0	10	1	48	63	3	78	0	18	0	2	0	0	14
V19	13	6	1	41	0	0	0	0	0	2	0	3	0	0	0
V20	119	34	51	4	4	0	13	1	14	0	0	0	0	0	0
V21	11	21	25	2	8	0	77	0	36	7	0	5	4	16	0
V22	1	343	301	5	4	0	0	0	0	1	0	0	0	0	0
V23	0	119	136	4	119	0	0	0	0	35	7	0	0	0	0
V24	0	0	26	0	0	3	10	0	6	0	4	0	4	4	0
V25	1	1	0	5	17	37	68	45	0	4	7	0	0	12	0
V26	2	264	161	1	23	0	0	0	0	18	0	0	30	0	0
V27	2	0	0	22	0	26	71	4	30	0	2	0	20	17	0
V28	86	52	50	0	28	26	0	0	0	6	0	0	0	0	28
V29	80	38	56	16	2	10	0	0	0	2	9	0	0	26	8
V30	89	10	0	21	0	5	22	23	126	1	5	34	0	16	7
V31	4	2	0	2	0	6	34	0	22	0	0	0	0	0	0
V32	61	0	0	55	0	86	65	61	43	0	56	40	17	0	0
V33	23	20	33	3	7	7	1	0	17	0	0	0	10	0	0
V34	422	1	0	0	40	0	0	17	6	13	12	0	0	0	3
V35	1	24	13	31	9	0	0	7	0	16	0	6	0	0	0
V36	35	25	11	8	19	30	10	32	24	12	0	0	0	36	8
V37	0	19	0	0	1	5	1	0	0	12	0	0	9	0	0
V38	14	8	17	26	6	0	0	0	2	5	0	0	6	0	0
V39	0	43	0	8	52	0	50	5	51	16	0	0	58	0	0
V40	6	13	9	83	40	0	52	4	7	11	0	0	0	0	0
V41	26	2	0	16	6	0	0	0	10	0	0	1	4	0	0
V42	2	4	4	87	24	13	0	4	0	11	0	0	0	0	3
V43	167	49	81	171	41	31	0	0	13	19	10	0	0	0	47
V44	0	37	22	30	17	155	0	101	3	13	165	18	0	0	0
V45	60	13	0	1	0	0	42	9	47	0	0	0	28	0	0
V46	0	13	0	3	32	0	23	0	0	8	0	0	0	0	1
V47	0	0	0	28	4	94	32	12	0	5	23	8	13	47	0
V48	79	0	0	20	51	21	0	0	2	50	0	0	0	12	3
V49	46	125	97	6	61	15	24	46	32	15	2	0	3	0	0
V50	4	31	27	6	39	0	0	0	0	14	0	0	0	0	0
V51	26	0	0	8	19	151	117	131	0	2	73	38	0	0	0
V52	0	26	4	30	0	160	12	137	18	0	51	72	0	0	0
V53	45	76	36	9	78	126	25	142	8	20	16	44	0	0	0
V54	0	17	13	114	22	0	40	0	10	16	11	15	3	0	0
V55	16	14	2	44	181	60	0	107	27	98	50	29	0	15	0
V56	34	0	1	11	4	5	0	3	1	0	19	0	0	13	6
V57	25	12	47	15	13	9	0	0	78	4	0	0	8	10	0
V58	60	46	45	6	39	4	36	6	0	17	0	15	0	0	0
V59	197	61	84	1	28	0	10	0	0	16	29	0	0	11	36
V60	113	0	0	4	0	15	0	1	0	0	0	7	0	0	0
V61	0	0	5	46	61	24	0	2	0	4	18	7	1	3	13
V62	39	47	109	150	5	0	0	0	13	5	7	1	0	0	9
V63	14	0	0	4	51	0	34	2	30	14	0	0	43	0	0
V64	0	4	0	0	60	7	25	13	0	6	0	0	6	0	0
V65	68	21	23	0	9	0	9	0	11	0	0	5	0	0	0
V66	77	42	42	160	10	2	0	0	0	0	0	0	2	0	46
V67	106	22	6	20	4	4	27	24	0	0	0	2	9	67	0
V68	0	3	0	26	12	4	0	3	0	1	0	0	0	0	0
V69	47	10	8	89	0	0	0	2	14	3	7	1	18	0	0
V70	2	12	0	59	161	38	0	26	0	62	29	0	0	29	0
V71	39	63	76	0	32	73	0	18	0	43	52	1	0	45	10
V72	117	139	107	1	0	0	0	0	0	0	0	1	0	0	0
V73	23	18	4	2	1	45	53	48	164	2	32	27	17	25	7
V74	8	2	0	0	0	57	0	12	10	0	0	0	0	0	0
V75	36	0	11	0	2	0	0	0	0	2	4	3	0	6	0
V76	0	10	0	59	0	11	215	64	90	0	26	8	11	0	0
V77	162	70	69	7	164	0	42	0	4	52	0	15	0	4	0
V78	174	139	204	0	2	41	0	11	0	0	20	0	0	0	0
V79	65	86	59	9	30	1	82	23	0	13	0	7	13	0	0
V80	368	174	95	17	8	0	0	0	21	3	0	0	38	0	0
V81	48	30	9	24	15	42	110	18	0	12	19	48	0	22	0
