NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.565	24.236	12.435	15.346	0.129	0.982	40000.0
2	49.735	23.326	11.826	14.885	0.126	0.983	40000.0
3	49.863	23.364	12.18	15.036	0.126	0.983	40000.0
4	50.011	24.111	11.683	15.314	0.133	0.982	50000.0
5	53.187	25.084	12.935	16.234	0.132	0.981	40000.0
6	50.02	23.877	12.006	14.917	0.125	0.984	20000.0
7	51.15	24.152	11.922	14.874	0.133	0.984	40000.0
8	50.037	23.627	12.001	15.211	0.131	0.982	30000.0
9	49.86	23.265	11.701	14.818	0.125	0.984	30000.0
10	51.101	24.133	12.335	14.882	0.13	0.984	50000.0
