Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	5	0	68	0	0	35	0	104	12	12	1	28	0	11	0	0	4
V2	29	0	53	0	0	38	65	5	0	0	0	27	0	3	0	15	3
V3	26	1	23	0	0	8	11	4	1	0	7	0	10	0	0	13	2
V4	18	79	33	11	23	92	72	29	18	0	22	27	0	0	0	0	0
V5	25	0	24	0	11	15	54	2	0	0	0	0	1	1	0	0	3
V6	0	55	27	22	22	0	3	0	0	0	16	0	10	0	0	0	0
V7	0	31	86	0	0	0	0	22	17	30	9	0	0	8	0	0	7
V8	147	16	7	0	23	0	0	0	0	0	0	0	0	31	10	3	0
V9	0	0	2	26	27	30	29	7	0	0	0	0	2	9	68	20	0
V10	41	6	23	17	0	100	74	0	0	14	12	0	0	31	0	0	19
V11	103	110	0	34	63	0	0	0	15	11	7	0	43	17	0	4	7
V12	45	0	35	2	0	6	0	10	6	8	0	0	0	0	35	0	12
V13	92	19	25	25	31	0	0	10	30	6	0	0	13	19	4	29	0
V14	10	7	6	0	0	57	85	0	14	3	8	0	5	0	0	0	1
V15	22	0	29	44	117	78	35	9	0	15	0	0	0	5	41	0	0
V16	37	1	87	3	2	0	0	14	75	24	2	4	20	0	19	0	0
V17	21	228	65	4	2	0	0	69	36	60	14	1	45	15	0	0	0
V18	44	45	8	61	36	40	0	6	0	0	0	0	20	5	0	32	0
V19	62	140	22	4	35	0	24	0	10	0	54	35	11	7	0	40	0
V20	101	0	63	4	3	0	0	0	0	0	0	0	0	0	14	49	2
V21	1	106	18	162	158	116	123	0	41	20	2	0	2	0	0	0	0
V22	36	0	27	0	11	0	28	7	10	7	0	49	2	16	0	13	4
V23	14	0	35	31	37	0	0	0	0	0	0	0	0	0	1	0	0
V24	288	96	134	4	0	35	37	12	0	0	12	24	2	9	82	5	0
V25	3	54	17	149	104	0	0	0	0	0	0	0	18	0	0	0	0
V26	99	86	8	0	3	0	0	0	0	27	4	0	0	22	24	0	18
V27	67	39	11	9	0	0	11	6	25	0	0	0	16	0	0	0	0
V28	36	0	132	109	137	0	0	57	35	45	0	0	0	0	0	5	0
V29	1	30	1	10	4	0	0	0	14	0	3	0	0	0	0	0	0
V30	159	84	18	32	19	0	11	0	1	6	14	30	0	4	56	72	0
V31	29	23	217	18	23	56	74	0	25	7	0	13	21	0	0	5	4
V32	145	0	65	86	70	18	21	74	0	4	0	0	0	0	31	0	7
V33	49	49	136	0	1	0	0	0	0	0	7	0	0	21	0	17	0
V34	13	31	32	5	0	0	0	0	28	13	0	0	0	21	0	0	16
V35	47	225	161	1	0	107	81	149	89	73	5	0	62	39	0	0	0
V36	0	0	4	2	0	4	0	48	0	35	3	0	0	6	0	0	10
V37	0	65	1	3	0	110	58	9	0	7	52	24	4	0	3	0	0
V38	12	0	3	144	126	193	104	29	39	10	0	126	0	0	0	0	0
V39	130	182	12	17	31	0	0	0	17	0	0	0	65	18	0	14	0
V40	0	0	10	13	5	0	8	96	118	23	2	0	23	3	0	0	0
V41	316	0	8	29	2	69	31	138	18	58	0	0	0	88	26	0	0
