MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	1.40E-46	2.39E-02	7.03E-04	6.02E-03	3.10E-46	3.60E-02	1.77E-02	7.51E-03	3.30E-02	4.22E-02	1.13E-02	1.57E-02	2.99E-02	2.73E-02	1.40E-02	2.20E-02	4.13E-02	6.07E-02	3.22E-02	1.18E-02
1:Del:C:1	0.00E+00	4.51E-04	2.20E-04	2.46E-03	4.29E-03	1.18E-02	2.96E-03	4.84E-03	2.73E-02	8.60E-03	6.77E-03	5.29E-02	0.00E+00	5.37E-02	2.49E-04	4.35E-03	2.05E-02	9.38E-03	0.00E+00	5.02E-03
1:Del:C:2	1.44E-08	0.00E+00	7.32E-08	1.24E-02	4.52E-04	8.99E-04	0.00E+00	9.26E-04	2.93E-03	1.24E-03	2.85E-04	1.72E-03	9.60E-03	5.39E-03	7.64E-07	2.05E-03	3.53E-03	5.59E-04	5.94E-05	5.35E-07
1:Del:C:3	0.00E+00	2.58E-07	5.23E-04	0.00E+00	1.32E-03	1.95E-02	1.69E-03	8.69E-04	3.93E-03	1.07E-02	2.32E-03	2.48E-03	1.62E-03	9.15E-03	2.28E-02	1.21E-03	5.47E-03	6.17E-03	2.05E-02	5.69E-03
1:Del:C:4	7.07E-04	2.53E-04	0.00E+00	0.00E+00	8.13E-05	4.61E-03	0.00E+00	0.00E+00	4.17E-03	5.44E-04	6.60E-05	6.62E-04	1.41E-07	6.61E-03	5.13E-04	4.86E-03	3.30E-04	1.54E-02	3.01E-03	7.04E-03
1:Del:C:5	2.70E-03	5.73E-05	6.54E-05	5.03E-08	1.49E-08	1.15E-02	0.00E+00	1.52E-07	4.01E-08	9.79E-04	5.21E-03	0.00E+00	2.00E-02	1.66E-07	1.01E-02	1.47E-07	2.69E-02	5.19E-03	2.53E-02	1.88E-02
1:Del:T:0	1.30E-03	1.45E-04	2.80E-46	1.33E-02	1.39E-03	1.19E-02	1.37E-02	2.81E-02	2.05E-02	1.81E-02	1.78E-02	2.38E-02	1.07E-03	1.15E-03	1.03E-03	4.15E-02	1.55E-02	1.72E-02	1.86E-02	7.76E-04
1:Del:T:1	0.00E+00	7.70E-08	1.78E-07	9.14E-03	2.95E-03	1.16E-02	2.13E-04	3.94E-03	7.84E-03	9.90E-03	8.59E-03	2.06E-03	6.75E-07	3.20E-02	1.10E-03	4.04E-03	1.02E-02	1.19E-02	6.46E-07	8.85E-05
1:Del:T:2	1.83E-03	1.76E-04	2.57E-04	5.98E-03	0.00E+00	1.57E-02	8.29E-03	1.78E-02	2.01E-02	2.40E-02	2.77E-03	4.53E-03	2.79E-03	5.70E-03	3.42E-03	2.32E-02	4.84E-03	6.38E-03	8.03E-03	1.25E-02
1:Del:T:3	2.24E-03	0.00E+00	0.00E+00	1.66E-07	3.49E-03	1.70E-02	2.14E-04	1.53E-03	2.10E-02	2.37E-02	2.47E-03	4.28E-46	1.56E-02	3.91E-02	1.45E-02	5.68E-02	2.36E-02	1.03E-03	1.05E-02	8.13E-03
1:Del:T:4	5.81E-03	0.00E+00	1.24E-04	1.09E-03	1.40E-46	1.12E-02	1.84E-03	0.00E+00	3.72E-02	1.73E-02	1.97E-03	2.12E-02	1.44E-02	7.67E-04	1.29E-02	2.67E-02	4.17E-02	1.01E-02	2.51E-02	5.48E-03
