NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.559	19.708	12.861	12.692	0.117	0.99	30000.0
2	56.811	21.962	14.895	14.944	0.124	0.984	40000.0
3	61.45	24.108	17.255	16.969	0.133	0.98	30000.0
4	60.977	23.883	17.337	17.127	0.128	0.978	30000.0
5	55.173	21.213	14.587	14.065	0.122	0.986	60000.0
6	56.82	21.884	14.67	14.311	0.127	0.986	30000.0
7	56.552	21.987	14.909	14.743	0.123	0.986	40000.0
8	56.307	21.77	15.26	15.118	0.12	0.984	50000.0
9	57.92	22.506	14.594	14.788	0.129	0.985	40000.0
10	61.649	24.349	17.349	17.294	0.131	0.978	30000.0
