NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	40.379	19.968	9.487	11.788	0.111	0.99	60000.0
2	39.749	19.852	9.357	11.769	0.109	0.99	60000.0
3	41.916	21.086	9.914	12.418	0.114	0.989	60000.0
4	38.59	19.159	9.122	11.499	0.103	0.991	60000.0
5	40.375	20.323	9.56	12.334	0.105	0.988	30000.0
6	39.553	19.757	9.477	11.95	0.107	0.99	60000.0
7	38.305	18.802	9.152	11.245	0.106	0.991	70000.0
8	40.687	20.452	9.936	12.768	0.113	0.988	80000.0
9	41.492	20.82	10.12	12.868	0.112	0.988	60000.0
10	37.957	19.132	8.945	11.41	0.106	0.991	30000.0
