Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V32	6	8	124	278	4	5	17	24	0	0	0	0	16	0	0
V33	59	1	0	11	5	3	2	22	3	27	13	0	44	0	10
V34	196	3	11	8	14	7	0	0	0	0	21	3	1	0	6
V35	36	253	41	8	4	6	17	80	12	7	2	5	50	0	0
V36	17	141	0	2	1	35	71	4	0	0	2	23	0	16	0
V37	0	7	0	0	2	100	132	31	0	24	0	45	1	0	3
V38	31	36	32	30	7	5	0	12	4	0	0	13	7	18	0
V39	32	59	40	29	18	0	0	57	0	77	0	2	47	48	0
V40	11	23	18	8	6	6	0	8	0	14	0	0	1	15	0
V41	50	52	0	13	0	0	12	74	0	16	0	20	43	21	14
V42	71	164	9	5	4	80	102	67	34	30	20	0	21	0	2
V43	58	0	18	45	73	0	0	46	14	17	9	9	42	0	0
V44	145	98	11	0	90	3	0	27	0	38	44	6	23	0	7
V45	5	57	48	26	0	17	44	2	0	5	0	38	18	60	0
V46	14	0	0	0	92	4	5	1	17	4	18	0	0	0	0
V47	79	3	202	107	2	0	0	2	0	2	4	0	8	27	8
V48	57	176	8	29	11	0	20	11	0	0	14	0	32	20	0
V49	24	0	2	9	94	1	25	34	93	68	9	0	21	24	0
V50	0	19	4	4	32	1	22	5	24	3	19	70	0	6	0
V51	4	19	77	165	0	2	0	2	6	3	0	0	7	5	0
V52	32	0	170	62	1	20	7	4	10	8	0	0	1	0	13
V53	21	515	0	2	7	0	0	15	20	6	9	0	44	0	66
V54	2	44	86	33	53	0	0	4	68	4	6	7	4	0	0
V55	287	34	22	24	0	1	0	2	19	5	2	0	12	13	0
V56	7	6	11	0	169	114	63	28	148	5	207	0	16	0	0
V57	11	8	8	2	0	108	66	12	1	16	0	44	0	0	0
V58	15	0	8	1	9	2	45	3	0	0	0	59	0	0	0
V59	16	0	7	0	235	2	6	0	63	0	230	0	0	2	0
V60	39	3	0	0	20	5	0	6	0	2	1	14	0	0	11
V61	10	49	16	1	1	38	42	4	14	17	3	0	3	0	10
V62	67	0	0	7	45	0	0	8	0	10	18	1	16	3	0
V63	212	27	47	17	0	1	0	31	6	12	0	0	0	14	3
V64	32	43	9	0	84	183	116	6	0	0	42	34	0	0	0
V65	2	0	0	1	23	11	17	5	0	12	3	0	2	0	4
V66	1	1	0	5	20	0	0	33	0	90	5	0	16	0	0
V67	3	8	48	36	0	0	0	0	5	7	2	0	9	0	0
V68	185	180	20	12	49	12	12	13	4	7	31	0	19	7	10
V69	11	10	11	8	14	43	57	0	38	0	15	18	0	3	0
V70	96	1	3	1	0	27	4	4	1	0	2	0	3	0	12
V71	105	7	31	74	0	0	0	12	2	8	1	0	0	26	7
V72	17	1	32	19	0	38	113	18	0	47	4	12	2	0	9
V73	3	18	0	12	1	7	9	43	0	63	12	6	16	11	0
V74	14	52	0	0	90	1	10	60	55	13	40	0	27	0	3
V75	4	0	0	2	0	2	2	4	0	32	0	0	7	0	7
V76	42	108	6	9	7	54	7	15	6	8	7	0	1	0	0
V77	14	91	63	66	13	4	3	34	6	18	2	0	3	10	0
V78	7	15	11	12	5	65	37	5	0	4	4	0	0	0	0
V79	80	93	38	23	0	42	17	1	0	2	0	12	5	16	19
V80	14	0	23	31	2	0	0	12	2	1	1	1	13	0	4
V81	1	0	1	0	0	0	0	0	2	3	1	0	0	0	0
V82	8	0	8	11	6	0	0	1	0	0	15	0	0	0	0
V83	8	4	0	6	20	5	5	46	0	17	6	13	24	0	6
V84	69	4	13	13	9	0	1	12	1	6	1	0	5	0	26
V85	2	99	0	1	1	1	7	2	0	0	3	0	9	4	0
V86	23	2	9	53	8	30	13	23	11	25	5	2	5	0	0
V87	395	0	0	0	40	5	0	0	0	0	15	0	1	0	56
V88	32	11	7	37	17	23	29	13	10	13	0	15	3	6	0
V89	73	23	4	10	7	63	25	7	6	0	4	0	12	4	34
V90	130	59	0	7	0	18	19	1	0	0	0	0	11	11	26
V91	23	70	32	68	0	26	14	74	0	33	0	0	0	2	0
V92	0	0	32	23	8	7	10	20	3	7	10	37	0	0	0
V93	0	2	9	22	8	14	7	2	19	25	2	8	2	0	0
V94	6	6	13	9	1	24	3	69	0	35	6	0	51	13	0
V95	41	48	2	0	1	12	9	1	0	6	4	15	4	18	1
V96	0	50	168	22	1	16	12	2	0	0	0	13	0	30	0
V97	66	23	0	5	5	56	46	12	0	4	0	46	0	0	27
V98	40	4	60	59	36	0	14	5	45	10	7	9	17	23	0
V99	12	3	29	23	14	17	42	1	43	0	8	10	0	0	18
V100	32	0	3	0	22	31	29	9	0	1	3	25	0	5	0
