Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	285	0	27	3	7	50	1	2	29
V2	87	0	83	703	183	1	62	0	126
V3	48	0	0	11	22	0	54	46	0
V4	93	52	1	24	3	31	28	99	8
V5	20	0	16	32	50	2	3	3	43
V6	23	46	178	4	26	92	29	26	32
V7	4	0	72	5	2	35	0	0	0
V8	0	103	83	70	50	14	30	46	21
V9	9	0	0	2	1	125	3	0	0
V10	15	60	67	10	0	20	1	0	5
V11	105	118	0	39	33	8	10	1	11
V12	79	0	0	0	1	0	9	25	0
V13	0	266	36	63	7	7	53	37	52
V14	82	25	312	10	5	43	3	0	21
V15	95	77	8	31	32	3	34	79	5
V16	198	8	3	27	15	23	13	4	1
V17	2	8	18	57	288	0	6	0	0
V18	32	77	10	9	5	4	44	93	0
V19	61	31	7	0	3	83	1	1	13
V20	299	0	8	0	1	7	1	1	0
V21	96	37	14	61	31	90	10	1	0
V22	36	22	62	57	14	29	11	0	20
V23	799	0	6	206	137	7	40	57	41
V24	26	24	63	174	77	1	13	17	0
V25	0	39	10	31	71	159	65	85	0
V26	15	144	13	14	7	15	6	14	0
V27	143	8	34	13	2	9	34	4	66
V28	136	50	1	13	2	27	23	0	46
V29	64	49	173	9	32	5	2	6	18
V30	0	0	51	15	63	7	310	154	27
V31	15	24	2	13	57	236	10	0	11
V32	105	83	11	9	2	0	72	15	4
V33	9	36	6	36	39	61	107	202	0
V34	0	0	0	0	9	46	11	1	0
V35	1	1	110	32	93	233	73	23	0
V36	8	17	154	115	211	85	0	4	38
V37	83	21	7	37	11	0	21	12	0
V38	245	33	5	6	9	183	1	3	12
V39	67	12	26	4	0	10	187	0	26
V40	0	2	5	0	0	8	6	2	0
V41	20	0	5	0	10	21	12	0	31
V42	0	80	40	33	16	6	3	1	13
V43	53	0	16	127	127	44	7	1	5
V44	48	12	152	2	15	31	2	6	82
V45	211	4	0	5	0	9	3	1	7
V46	78	0	8	21	5	11	51	33	0
V47	237	40	1	79	244	68	54	0	0
V48	0	114	14	91	47	1	105	95	22
V49	160	44	17	63	83	23	211	18	27
V50	21	13	82	1	1	1	35	0	1
V51	48	2	0	0	0	102	32	21	0
V52	11	896	11	18	180	36	31	54	11
V53	57	324	57	34	46	4	20	4	14
V54	19	13	0	56	53	5	4	0	1
V55	207	10	62	49	76	108	14	0	37
V56	220	231	22	37	2	61	1	0	5
V57	69	0	37	5	0	0	54	122	0
V58	1	22	139	42	60	13	65	24	0
V59	0	9	27	32	15	144	39	61	0
V60	1	0	154	13	2	1	2	1	18
V61	2	31	206	94	75	15	112	51	0
V62	0	9	18	84	76	3	4	0	23
V63	43	4	49	27	42	2	301	0	33
V64	264	15	71	2	2	112	11	38	54
V65	0	0	31	28	74	28	14	43	0
V66	123	152	8	42	2	37	16	1	28
V67	87	0	64	53	65	31	12	0	44
V68	6	48	22	10	27	30	85	35	0
V69	213	65	58	29	45	16	5	14	0
V70	30	33	15	6	4	15	72	34	3
V71	30	0	0	5	34	10	49	12	47
V72	2	38	0	84	45	5	2	7	6
V73	32	57	122	15	12	3	17	0	6
V74	7	0	19	140	16	8	0	0	1
V75	314	0	314	44	16	49	5	0	195
V76	144	6	13	82	57	46	0	3	32
V77	4	22	351	170	59	62	17	41	78
V78	0	0	0	115	62	11	91	58	0
V79	90	127	0	50	19	4	8	21	29
V80	71	109	36	28	2	23	20	35	86
V81	81	21	1	51	34	14	97	0	0
V82	113	19	32	23	14	14	6	6	13
V83	170	12	0	17	116	35	11	6	37
V84	84	14	5	39	28	4	63	2	0
V85	1	26	5	8	1	51	5	42	1
V86	36	114	56	23	7	7	0	31	56
V87	24	1	15	81	32	19	2	11	12
V88	5	0	17	30	19	37	17	56	4
V89	51	2	0	3	0	88	206	12	3
V90	12	0	0	7	20	4	0	0	1
V91	16	148	147	108	94	13	2	0	150
V92	39	0	43	7	6	2	25	28	25
V93	0	0	69	1	19	2	27	22	29
V94	19	56	20	18	10	9	12	8	0
V95	0	5	29	3	0	0	75	48	0
V96	330	165	41	65	78	281	6	0	33
V97	70	0	21	0	9	1	33	26	8
V98	30	0	0	45	39	39	11	1	17
V99	71	15	42	82	115	66	11	7	0
V100	2	4	28	20	39	2	0	0	3
