NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	183.593	64.215	63.73	50.768	0.387	0.848	30000.0
2	194.76	67.398	68.551	53.194	0.384	0.835	20000.0
3	178.768	61.941	60.8	48.032	0.397	0.853	20000.0
4	188.819	65.292	65.102	50.078	0.392	0.853	30000.0
5	185.445	64.687	64.469	49.992	0.382	0.853	20000.0
6	179.117	62.269	59.765	47.862	0.399	0.856	20000.0
7	192.729	65.995	68.232	51.699	0.394	0.844	20000.0
8	189.095	66.065	68.231	53.206	0.39	0.83	20000.0
9	186.011	64.363	65.64	50.19	0.386	0.849	20000.0
10	191.106	67.96	66.391	53.06	0.4	0.835	30000.0
