Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	114	100	0	27	0	63	0	66	0	1	0	0	14
V2	151	0	0	173	0	12	11	0	8	1	0	10	11
V3	43	145	0	4	142	0	175	26	0	25	41	0	3
V4	60	15	176	29	0	2	0	0	5	42	15	0	0
V5	192	28	58	90	43	87	0	7	33	85	0	0	0
V6	49	0	9	0	9	0	18	2	0	0	8	4	0
V7	30	7	225	0	104	24	0	7	9	0	0	22	0
V8	0	34	0	115	27	0	39	9	2	0	0	9	0
V9	61	4	10	0	0	52	0	10	0	0	0	7	0
V10	60	36	25	21	21	13	85	9	0	7	11	13	0
V11	188	37	0	1	209	0	61	37	5	16	0	1	7
V12	5	162	26	103	0	2	7	86	6	0	0	0	0
V13	38	28	31	0	0	17	32	17	51	9	15	0	14
V14	18	7	41	1	7	35	23	38	1	0	0	0	0
V15	24	7	5	2	186	1	26	28	0	12	49	3	0
V16	47	25	0	3	0	82	10	24	0	0	0	0	17
V17	0	8	0	28	110	58	16	0	11	0	16	0	40
V18	0	27	1	0	0	6	0	0	0	0	0	0	0
V19	0	67	51	97	0	17	0	14	9	63	10	0	0
V20	271	397	70	11	36	30	13	107	36	0	0	0	0
V21	5	39	58	6	0	67	0	0	13	6	0	0	0
V22	27	4	0	95	0	27	0	5	0	43	12	0	0
V23	18	308	21	27	62	1	0	81	0	0	0	0	0
V24	99	0	359	8	0	30	4	1	2	2	0	38	0
V25	0	5	7	9	12	41	11	14	0	18	0	0	2
V26	4	25	26	64	0	5	0	10	12	0	0	28	0
V27	4	4	30	0	30	17	46	8	32	2	9	5	12
V28	110	0	43	95	0	1	0	0	0	0	0	79	0
V29	0	17	14	26	54	0	9	2	0	0	31	0	0
V30	92	19	6	4	8	0	10	0	3	24	3	0	0
V31	4	23	0	0	3	5	0	0	7	0	0	0	0
V32	63	30	9	1	13	1	28	10	23	1	0	25	8
V33	4	3	49	0	3	37	69	1	0	4	0	1	13
V34	121	0	9	4	0	0	11	2	0	13	0	7	3
V35	0	84	29	0	3	11	0	7	12	0	0	0	0
V36	3	18	122	38	0	5	23	6	2	0	0	35	6
V37	80	2	1	4	53	8	99	8	7	0	27	0	0
V38	151	0	148	31	97	45	13	0	111	0	0	62	3
V39	15	4	3	41	98	0	57	0	13	0	15	14	0
V40	43	7	6	15	189	3	111	4	0	50	40	0	0
V41	13	33	119	45	0	28	0	28	34	12	12	0	23
V42	2	24	7	7	0	12	0	23	0	15	2	0	0
V43	26	169	2	9	35	16	40	32	22	0	0	31	0
V44	4	18	34	2	0	15	58	2	0	7	0	0	25
V45	45	120	19	93	0	66	0	32	82	13	1	0	27
V46	24	88	0	25	70	34	7	53	0	19	38	0	0
V47	0	0	75	150	22	10	0	1	0	0	37	0	0
V48	1	0	5	0	28	13	10	0	0	0	0	0	0
V49	0	13	0	5	0	53	0	5	10	4	1	0	16
V50	8	0	94	51	26	0	22	0	51	22	31	50	0
V51	32	11	41	0	65	7	107	31	2	9	0	0	0
V52	22	25	0	0	76	11	14	15	19	23	0	0	0
