MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	0.006674836477759527	0.00012498089345235758	0.006066182832000777	0.03088768757879734	0.010033563862089067	0.0016666938783600927	0.035676545556634666	0.20877511501312257	0.02366886576637626	0.05823528300970793	0.01499371086829342	0.059261826984584334
1:Del:C:1	0.0014500954552210854	0.002864515210967511	0.0005461284275952494	0.004473301197867841	0.009194318088702857	0.0007452673162333667	0.04069565385580063	0.08667872659862041	0.05573446191847324	0.018794808024540543	0.013551405715406872	0.010073633561842144
1:Del:C:2	0.0008603944152127951	0.0007464299080311321	0.0023515408800449224	0.006803764821961522	0.010098792519420386	0.0004746220278320834	0.013005025684833527	0.03334358790889382	0.030144141148775817	0.012313645228277891	0.008483199443435296	0.005158301023766398
1:Del:C:3	0.003029603371396661	0.0007226855406770483	0.003182537789689377	0.0025716451928019524	0.005212380643934011	2.3008697169757397e-09	0.006781086535193026	0.024494014540687205	0.018088414077647032	0.0036485773278400304	0.007213538652285934	0.010076775448396802
1:Del:C:4	0.010857718321494758	0.0003304195823147893	0.013077807918307371	0.004111703531816602	0.006386495335027576	4.095878303189693e-09	0.005004368722438812	0.006318961832130298	0.0016373341321013867	0.001513975323177874	0.003348360676318407	0.0013849005562917682
1:Del:C:5	0.029547826456837355	0.0028686249279417098	0.028853768296539784	0.0008477188996039331	0.017195586720481514	0.00033239924544226085	0.0	0.005042365845292806	0.0	4.203895392974451e-46	0.020517248101532458	0.008946793110294494
1:Del:T:0	0.001448805101972539	0.0027199259551707656	0.004540831968188286	0.007263186201453209	0.012732578674331307	0.0008379006292670965	0.07387085817754269	0.06597917154431343	0.05249498207122087	0.032778822164982555	0.028744783904403447	0.02582699228078127
1:Del:T:1	0.0021398817072622476	0.0022214973025256766	0.002877688610169571	0.0017644512248807588	0.01710077493917197	0.0003907630147296004	0.03311636364087463	0.04933870248496532	0.026270607113838197	0.01639554100111127	0.015703053100250487	0.001477420819504971
1:Del:T:2	0.005256357399048284	0.0009251914168999064	0.004734944261144847	0.007246177596971393	0.009526914276648313	0.0005712699552532285	0.025792161937749823	0.07628441695123911	0.033423248678445816	0.030999718979001046	0.009987295395694673	0.0038014550812476957
1:Del:T:3	0.015409573540091514	0.004020037257578224	0.013188549131155015	0.014983117394149304	0.013131665508262813	0.0005907405749894679	0.013387047755531966	0.09984757751226425	0.014586875215172768	0.024769564019516112	0.02182686314918101	0.007298824517056346
1:Del:T:4	0.04088641982525587	0.0030895209405571223	0.036485228780657054	0.013415186101337895	0.00593789117410779	0.002659176429733634	0.010432142019271963	0.06921857735142112	0.007265150127932429	0.026491560460999607	0.06731770075857639	0.03750513531977049
1:Del:T:5	0.7526907026767731	0.008997555167115933	0.5305134952068329	0.007050596058757687	0.008539590082409631	0.010744616203010083	0.002502322010695934	5.884133631120823e-17	0.011394529021345079	0.008858430200371383	0.1236544732004404	3.4892468192992966e-06
1:Ins:C:0	0.0002470809793663875	0.001457689073868096	0.0029928279717424343	0.010836673155426978	0.009510653279721736	0.33695136904716494	0.016212184797041118	0.007736933434225468	0.014836585242301225	0.018547733779996634	0.04982100223423913	0.0033152781124609113
1:Ins:C:1	0.0015991508043953218	0.001369161350885406	0.0011744908748369197	0.002230830167536624	0.0027164350729435684	0.05332691110670566	0.0	0.0006846872391179204	5.137386338560645e-09	0.000499674619641155	0.029950874450150877	0.0016468497691676021
1:Ins:C:2	0.00162958737637382	0.001937443611677736	0.001270836344338022	4.196780500933528e-05	0.001152635272592306	0.012524178624153138	0.0	0.0	0.00046121588675305245	0.004052626900374889	0.008247375849168747	0.0017615505783538765
1:Ins:C:3	0.00018980000459123403	0.0003354025147295658	0.0003190372466633562	0.0	0.0004843318019993603	0.0038090895162895323	0.00021385059008025565	0.0009769491851329803	0.00010735841933637858	0.0	0.0030124867567792534	0.0006409755870404154
1:Ins:C:4	9.66649315671475e-05	0.00012240623673278605	0.00011977663234858937	0.00014289156406448454	0.00036532696685753763	0.0023838805267587305	0.00018975816783495247	0.0	5.2543671336025e-05	8.191593442461454e-05	0.0014862233423627914	0.00015211863342727837
1:Ins:C:5	0.00027581236718106085	8.641104905109387e-05	0.00018406788585707546	0.0	0.0002555014206791384	0.0002567807280209777	0.0007808920985553413	0.00021073732059448958	0.0	0.002071934911980122	1.0102186820404312e-08	0.00032281099031195026
1:Ins:T:0	0.035131776612253175	0.5098334550857544	0.13754053451120854	0.018456883309409023	0.3972919434309006	0.3769704759120941	0.21135388165712357	0.00916350120678544	0.04764351435005665	0.13544464707631576	0.09503891337662936	0.058552921917058146
1:Ins:T:1	0.012770786066539586	0.22323302626609803	0.05708891274407506	0.001785304635995999	0.15557631179690362	0.119807780534029	0.09363270495086909	0.029914163615208388	0.023121901974081992	0.0731800591322724	0.07830212973058223	0.037795815244317056
1:Ins:T:2	0.008077376382425427	0.06400575861334801	0.014736050661031185	0.000420300429686904	0.053008536156266925	0.03398566171526909	0.028606846556067468	0.0029713509138673544	0.002424332918599248	0.019275750452652573	0.01600381573662162	0.011735538772791187
1:Ins:T:3	0.0032925398321822287	0.04154125452041626	0.010077485116198659	0.0006477025439380668	0.030637332517653704	0.018553809821605684	0.00870592389255762	0.009425928397104153	0.0077882071607746186	0.021783314924687148	0.005187791353091597	0.005152643759720377
1:Ins:T:4	0.0047998890513554215	0.030327115394175052	0.013208307989407331	0.0024252776522189377	0.00967555496145942	0.006972795585170388	0.0027355624362826346	0.00792449977598153	1.5337275616107926e-27	0.0102616670075804	0.009716495621250942	0.0
1:Ins:T:5	0.004747925861738622	0.0416376993060112	0.011995697562815622	0.0023209790990222244	0.024177420884370804	0.004043200006708503	0.014489795034751295	0.004038538446184248	0.0031169803813099863	0.001802036608569324	0.0038978717871941625	0.003175282347018538
2:Del:R:0	0.0021501953422557564	0.0006698279175907373	0.005397050589090213	0.0010201936471275984	0.004661193722859025	1.4012984643248171e-46	0.032733512995764616	0.010725384391844273	0.03320894557982683	0.003702982096001506	0.007392774015752224	0.005477257962445492
2:Del:R:1	0.00364365016866941	0.0006501206808025017	0.008205522757907601	0.001742865146661643	0.014320110157132148	0.0012749054352752865	0.038009592425078155	0.009580262354575098	0.01910819853655994	0.020913364179432393	0.052011196268722415	0.004616899398945407
2:Del:R:2	0.0011455786938313396	0.00039753238088451325	0.003282951202709228	0.0005747516144765541	0.0028249545619473794	0.00011603516031755134	0.011669470113702118	0.014404021459631622	0.003247956366976723	0.004662754206219688	0.011674240303932493	0.0042589153313031146
2:Del:R:3	0.004204310220666229	0.0	0.003709175728727132	0.0003467439040832687	0.0042006552161183205	5.788847268206609e-09	0.001841132208937779	0.0017493663995992391	0.0014340386708681762	0.002249785605818033	0.0005513630341738463	0.0008018585785976029
2:Del:R:4	0.002646885602734983	4.8655264677677224e-05	0.0027876019361428917	0.0	0.002229834534227848	8.835847609134362e-09	0.00013453399296849966	5.6751293374190934e-05	0.002028024318110511	1.874094692766448e-08	0.00019694416089208744	0.0026188379820652587
2:Del:R:5	0.0013587682145583813	0.0	0.002936792418790901	1.3608145366106328e-08	0.002704847976565361	0.0	0.0	0.0	3.956564853524469e-08	0.0	2.2317931325233076e-08	0.16356657892465593
