NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.693	22.549	12.486	14.157	0.136	0.986	30000.0
2	59.538	24.9	13.817	15.821	0.149	0.982	60000.0
3	58.341	23.525	13.331	14.634	0.137	0.985	40000.0
4	58.259	24.025	13.631	15.247	0.142	0.985	70000.0
5	56.971	23.399	12.633	14.328	0.137	0.986	30000.0
6	59.561	24.068	14.154	15.507	0.139	0.983	40000.0
7	55.266	22.267	12.735	13.965	0.133	0.986	60000.0
8	58.479	24.425	13.41	15.23	0.144	0.984	50000.0
9	59.179	24.169	13.568	15.137	0.141	0.985	60000.0
10	58.884	24.372	13.82	15.661	0.148	0.981	80000.0
