Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	2.71E+00	1.10E+00	8.73E+00	2.21E-01	6.87E+00	4.99E+00	6.29E+00	7.79E+00
V2	1.92E+00	1.38E+00	9.04E+00	5.47E-01	8.27E+00	0.00E+00	1.05E+00	7.78E+00
V3	3.33E-01	1.31E+00	0.00E+00	9.46E+00	7.93E+00	6.31E+00	5.30E+00	5.55E+00
V4	4.87E+00	3.34E+00	4.43E+00	1.88E+00	4.54E+00	0.00E+00	1.40E+00	5.62E+00
V5	1.51E+00	1.63E+00	7.86E-01	3.39E+00	5.84E+00	4.41E+00	1.00E-01	5.67E+00
V6	8.54E-01	6.16E+00	4.67E+00	1.89E+00	4.82E+00	8.57E+00	9.66E+00	6.23E+00
V7	2.60E-01	3.79E+00	0.00E+00	2.10E+00	4.23E+00	4.95E+00	2.24E+00	4.70E+00
V8	2.43E+00	1.68E+00	2.92E+00	4.38E+00	2.93E+01	2.86E+01	2.87E+00	2.71E+01
V9	1.87E+00	1.60E+00	3.84E+00	3.40E-01	2.62E+00	1.47E+00	2.13E+00	3.05E+00
V10	2.46E+00	2.63E+00	1.05E+00	2.16E+00	6.23E+00	6.53E+00	2.88E+00	4.97E+00
V11	2.39E+00	7.78E+00	5.97E-01	2.31E+00	6.33E+00	8.81E+00	7.37E+00	8.33E+00
V12	3.96E-01	3.07E+00	1.98E+00	3.27E+01	2.35E+01	4.28E+00	1.55E+00	2.42E+01
V13	1.25E+00	5.75E+00	2.18E+01	1.61E+00	1.94E+01	5.54E+00	6.10E+00	1.98E+01
V14	2.72E+00	2.98E-01	0.00E+00	8.44E+00	5.39E+00	4.53E-01	1.68E+00	6.04E+00
V15	1.24E+00	8.44E-01	2.14E+00	1.92E+00	2.94E+00	4.63E+00	2.41E+00	4.82E+00
V16	2.24E-01	0.00E+00	1.08E+01	7.83E+00	8.04E+00	2.24E-01	0.00E+00	1.07E+01
V17	2.06E+00	3.03E+00	1.23E+00	1.33E+00	5.19E+00	5.55E+00	8.75E-01	4.28E+00
V18	2.39E+00	5.61E+00	7.57E-01	6.07E+00	1.68E+01	1.90E+01	3.36E+00	2.17E+01
V19	1.27E+00	9.04E+00	9.52E-01	6.34E+00	2.44E+00	8.31E-01	3.96E-01	9.82E+00
V20	3.40E-01	1.85E+00	4.58E+00	1.06E+00	4.81E+00	2.52E+00	4.18E+00	4.06E+00
V21	1.93E+00	1.38E+00	6.16E-01	1.68E+00	5.67E+00	9.94E+00	7.57E+00	5.07E+00
V22	2.06E+00	1.16E+00	4.83E+00	7.03E-01	3.61E+00	3.71E+00	3.13E+00	3.40E+00
V23	3.03E+00	2.92E+00	8.85E-01	6.63E+00	6.81E+00	1.67E+00	3.00E-01	4.64E+00
V24	1.24E+00	6.15E-01	1.10E+01	5.10E+00	8.43E+00	9.57E-01	1.83E+00	9.79E+00
V25	0.00E+00	6.32E-01	2.65E+00	4.38E+00	2.68E+00	2.50E+00	1.32E+00	4.62E+00
V26	1.94E+00	1.07E+00	9.14E+00	4.72E+00	7.99E+00	3.92E+00	3.43E+00	9.07E+00
V27	5.63E+00	2.99E+00	4.62E+01	4.50E+00	3.95E+01	2.71E+00	2.50E+00	4.30E+01
V28	9.20E-01	3.06E+01	1.74E+00	1.57E+00	1.73E+00	1.78E+00	1.32E+00	3.09E+01
V29	1.10E+00	4.67E-01	7.46E-01	2.36E+00	1.30E+00	1.13E+00	4.00E-01	1.87E+00
V30	9.94E-01	4.76E-01	6.56E+00	3.71E-01	4.72E+00	1.69E+00	1.85E+00	5.79E+00
V31	9.78E-01	0.00E+00	9.55E-01	1.03E+00	6.01E-01	3.68E+00	3.61E+00	7.95E-01
V32	1.25E+00	2.74E+00	0.00E+00	4.31E+00	5.40E+00	1.35E+01	1.69E+01	5.58E+00
V33	8.57E-01	3.15E+00	4.93E+00	6.86E-01	3.54E+00	4.23E+00	0.00E+00	6.10E+00
V34	1.08E+00	5.17E-01	3.84E+00	0.00E+00	2.77E+00	4.73E-01	7.18E-01	4.16E+00
V35	1.25E+00	5.01E+00	0.00E+00	1.16E+00	1.00E-01	2.00E-01	3.06E-01	5.76E+00
V36	1.93E+00	1.02E+00	9.02E+00	0.00E+00	9.23E+00	1.76E+00	1.92E+00	9.21E+00
V37	3.56E+00	2.78E+00	6.53E+00	4.85E+00	5.95E+00	1.06E+01	1.12E+01	8.32E+00
V38	1.79E+00	7.13E+00	0.00E+00	1.94E+00	1.70E+00	0.00E+00	4.76E-01	7.18E+00
V39	3.31E+00	1.83E+01	3.19E+00	3.38E+00	1.86E+00	3.01E+00	2.13E+00	1.84E+01
V40	1.19E+00	9.88E+00	6.66E+00	1.08E+01	8.08E+00	3.51E+00	3.96E+00	1.24E+01
