Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	65	6	43	0	42	34	32	0
V2	80	13	37	0	53	0	13	0
V3	1	12	0	86	0	51	34	0
V4	563	62	72	36	13	0	7	44
V5	38	18	7	85	17	37	0	2
V6	15	45	30	15	27	78	38	0
V7	0	9	0	1	29	37	7	33
V8	10	0	1	0	186	118	0	105
V9	19	11	157	1	0	15	14	0
V10	121	18	3	5	40	14	39	37
V11	49	66	3	21	26	164	19	0
V12	1	56	9	157	22	39	4	114
V13	24	35	156	0	143	42	115	0
V14	167	0	0	49	0	0	24	12
V15	22	9	57	3	9	10	28	44
V16	0	0	110	56	52	1	0	0
V17	46	19	3	4	29	35	5	26
V18	41	0	0	14	47	173	18	163
V19	21	84	6	195	8	5	0	0
V20	1	45	39	7	29	6	88	0
V21	52	12	1	9	25	77	54	28
V22	72	7	39	2	16	37	1	0
V23	85	15	5	56	0	11	1	21
V24	23	1	39	73	78	0	32	6
V25	0	0	23	46	15	8	26	14
V26	50	13	43	64	51	14	66	0
V27	259	17	264	39	296	16	12	0
V28	9	389	13	5	2	0	10	54
V29	74	2	5	54	0	11	0	0
V30	21	2	103	0	30	12	7	0
V31	9	0	4	7	1	10	86	0
V32	51	54	0	24	11	143	265	0
V33	9	27	25	5	49	36	0	0
V34	20	14	27	0	20	0	5	0
V35	11	94	0	3	0	0	1	13
V36	43	7	51	0	61	10	17	0
V37	85	25	39	44	40	101	61	0
V38	55	57	0	12	0	0	1	17
V39	131	178	22	17	22	40	7	18
V40	9	163	31	110	38	30	73	32
V41	186	66	60	1	43	0	3	0
V42	4	0	0	185	27	23	50	0
V43	163	123	124	0	32	18	75	0
V44	3	0	19	0	11	2	7	0
V45	48	34	209	3	36	3	2	10
V46	13	7	0	89	4	5	3	2
V47	1	97	44	56	20	14	19	18
V48	1	135	17	15	34	45	11	0
V49	122	0	15	30	20	1	36	0
V50	89	26	2	166	0	25	122	33
V51	6	0	40	126	55	1	17	16
V52	0	0	131	20	176	0	26	0
V53	2	31	1	11	0	4	0	0
V54	24	28	0	0	0	1	47	17
V55	133	3	1	0	0	28	58	6
V56	3	20	4	44	6	1	17	9
V57	300	54	1	1	8	21	1	70
V58	2	12	49	5	0	0	0	0
V59	11	14	2	115	49	56	19	24
V60	251	38	17	26	21	14	3	0
V61	60	27	57	0	2	4	19	10
V62	78	0	0	22	35	105	0	49
V63	116	82	57	14	48	1	0	0
V64	88	185	2	75	9	20	0	0
V65	44	0	0	26	43	0	140	24
V66	1	221	0	31	22	156	111	63
V67	86	50	11	0	0	47	74	0
V68	2	9	1	1	29	24	0	18
V69	57	18	1	55	6	0	29	30
V70	0	2	8	0	0	68	93	0
V71	17	5	22	0	21	24	8	4
V72	24	16	66	0	2	158	163	0
V73	23	0	4	38	40	101	0	32
V74	219	99	171	164	226	20	31	0
V75	74	0	0	84	0	63	49	10
V76	36	0	48	104	76	0	3	0
V77	15	38	0	1	0	0	2	13
V78	0	13	50	11	48	0	98	31
V79	22	29	7	0	92	163	0	0
V80	15	0	0	0	9	83	0	125
V81	96	87	53	6	45	0	12	0
V82	279	22	2	71	100	95	5	111
V83	4	0	5	8	7	0	64	58
V84	6	141	239	0	84	33	31	0
V85	38	202	0	65	0	49	31	40
V86	8	0	4	48	11	9	29	0
V87	10	87	19	68	2	0	184	26
V88	4	208	47	0	53	5	3	14
V89	81	5	9	18	0	41	17	0
V90	1	0	25	13	40	29	6	26
V91	11	2	3	8	18	75	0	0
V92	17	7	130	176	39	7	6	82
V93	27	18	55	124	45	61	54	0
V94	1	90	1	3	6	0	22	12
V95	333	86	176	15	55	0	10	0
V96	45	37	88	114	26	0	2	0
V97	39	10	33	10	63	4	2	0
V98	64	9	18	21	18	32	0	4
V99	35	158	86	20	12	0	82	0
V100	1	0	23	0	19	1	14	0
