Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	121	142	5	1	5	19	72	71	43	14	0	1	46	28	0	0	0
V2	190	15	0	0	18	0	86	0	0	0	0	47	17	0	0	0	0
V3	58	23	1	7	123	8	10	0	0	23	3	41	41	11	0	0	0
V4	0	76	20	9	67	10	0	34	14	15	3	3	16	23	0	0	0
V5	88	9	85	75	0	0	25	0	5	0	17	25	0	0	0	32	0
V6	10	2	9	16	2	9	15	33	0	0	0	0	6	3	0	0	0
V7	182	20	194	56	8	8	90	0	0	0	16	26	7	1	5	5	17
V8	6	116	0	15	0	0	0	10	5	0	1	0	0	3	0	1	2
V9	19	4	3	5	1	10	20	0	0	0	2	5	0	0	0	3	0
V10	0	0	164	42	8	0	0	7	7	0	4	0	7	0	0	12	38
V11	1	15	57	128	32	17	0	22	26	0	45	0	5	9	0	0	0
V12	11	23	1	0	56	5	18	0	2	8	0	4	10	4	0	0	0
V13	30	0	10	1	9	7	5	8	0	0	0	18	0	1	0	4	0
V14	4	85	234	3	23	6	0	4	0	8	0	0	0	0	0	36	85
V15	35	6	10	0	10	25	13	0	6	0	3	0	0	16	0	0	2
V16	38	118	46	0	41	7	11	0	9	10	0	0	40	0	0	9	12
V17	26	0	13	5	16	4	0	30	4	0	0	28	3	0	0	0	0
V18	35	0	38	10	13	15	0	15	5	3	5	9	1	2	0	0	9
V19	8	17	121	1	1	12	0	23	21	0	0	0	0	15	0	0	38
V20	30	188	0	0	73	0	32	0	0	48	0	10	19	21	25	0	13
V21	25	22	0	1	0	199	6	144	100	0	9	0	0	32	0	26	0
V22	28	41	0	25	0	57	12	24	19	0	5	0	0	50	26	14	0
V23	68	25	20	0	0	14	32	6	13	0	0	0	1	9	0	8	0
V24	114	36	0	83	10	0	90	0	0	9	32	4	1	0	0	0	0
V25	67	7	73	1	0	43	35	57	32	0	0	10	0	13	0	0	0
V26	1	9	2	21	26	0	0	0	0	0	20	0	3	7	0	3	0
V27	39	18	41	16	0	16	10	27	6	0	4	0	3	0	0	11	0
V28	59	33	0	0	0	0	43	0	13	0	2	5	0	0	0	0	0
V29	0	8	182	0	0	0	0	16	0	0	3	0	2	0	7	1	23
V30	18	45	25	0	129	36	6	0	0	100	0	7	65	12	0	14	0
V31	15	43	57	1	30	2	10	0	0	0	0	0	1	0	6	14	0
V32	44	61	31	19	11	0	0	12	21	0	11	14	12	0	0	0	14
V33	0	27	101	1	101	45	0	2	0	39	0	0	23	19	9	5	0
V34	32	29	66	13	72	23	42	0	5	33	1	0	15	10	0	9	0
V35	3	0	9	55	0	37	0	0	22	6	14	0	0	8	0	1	3
V36	37	24	38	3	26	35	16	18	20	0	0	3	24	8	31	3	0
V37	62	0	0	20	0	38	44	29	11	0	11	0	0	0	5	0	0
V38	0	177	24	8	15	19	0	0	10	0	1	0	2	5	0	0	0
V39	7	15	26	2	20	15	0	30	30	0	0	0	0	0	3	10	0
V40	3	93	41	34	0	15	0	19	2	0	25	0	0	9	0	10	0
V41	1	52	3	6	6	39	0	28	9	0	0	0	5	0	0	5	0
V42	7	2	22	43	0	0	19	0	1	0	19	3	0	0	0	14	0
V43	21	67	0	12	5	0	8	0	0	0	3	0	0	4	0	1	0
V44	1	38	13	1	3	2	0	0	0	22	0	8	0	0	0	0	38
V45	0	3	3	19	118	9	0	0	17	48	12	0	57	0	0	0	0
V46	0	132	135	10	3	53	0	80	35	0	0	0	4	11	0	1	18
V47	13	17	0	0	5	0	30	0	3	12	1	0	0	2	0	0	0
V48	26	44	38	24	1	0	43	68	14	0	12	0	2	0	0	1	13
V49	5	35	0	0	45	5	5	0	4	15	0	2	11	12	0	0	12
V50	27	14	185	1	5	0	12	0	2	0	0	0	5	4	0	29	34
V51	16	0	0	18	0	11	17	32	14	0	1	11	0	20	0	4	0
V52	74	5	32	22	0	0	27	0	0	3	15	9	0	0	0	0	0
V53	67	0	3	8	20	28	26	19	10	72	3	0	12	0	1	2	0
V54	96	56	38	0	1	68	48	44	36	0	1	7	0	14	0	2	0
V55	81	118	38	5	0	0	57	0	0	0	16	7	0	0	0	0	18
V56	4	18	0	2	19	3	3	0	0	15	0	17	6	0	0	0	0
V57	0	27	105	349	95	0	0	0	0	43	100	0	27	0	38	0	0
V58	44	69	52	0	5	14	38	0	21	0	0	43	0	8	0	6	0
V59	5	57	2	14	1	0	0	8	0	0	2	0	12	0	38	5	0
V60	62	0	27	76	91	19	68	12	0	42	24	0	39	34	0	0	0
V61	2	0	0	34	0	25	7	26	0	5	16	18	0	0	7	8	0
V62	1	107	11	189	0	0	4	0	0	35	42	1	0	0	53	0	0
V63	97	82	0	45	0	5	49	0	5	0	6	24	0	0	1	0	0
V64	2	0	2	24	0	0	0	12	0	11	13	3	1	0	0	3	0
V65	16	16	8	23	5	4	0	73	20	22	8	6	7	8	12	0	0
V66	10	13	8	64	0	0	0	0	0	8	29	0	4	0	18	0	0
V67	1	6	9	49	5	0	7	0	0	0	23	20	0	0	0	0	0
V68	183	79	0	0	3	0	107	0	0	0	0	21	0	0	0	0	0
