Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V69	10	211	1	38	0	0	5	0	0	0	4	6	4	0	3	0	0
V70	59	4	0	0	2	0	13	0	0	0	0	47	0	0	0	0	0
V71	0	8	0	29	2	0	0	0	0	16	3	0	0	0	5	0	0
V72	0	69	11	44	50	1	4	0	0	32	5	4	16	0	29	0	0
V73	24	19	233	0	25	53	3	21	6	27	0	0	13	4	0	3	31
V74	110	31	18	0	111	6	51	0	0	22	0	21	2	0	0	0	0
V75	5	131	15	43	42	1	0	35	0	3	8	7	2	0	25	0	10
V76	78	0	5	24	0	0	19	0	0	5	8	0	0	0	1	0	0
V77	10	0	0	336	0	112	4	143	101	25	93	11	0	0	42	13	0
V78	298	18	39	5	96	0	105	0	0	0	0	66	15	0	0	0	0
V79	57	0	0	2	13	6	20	61	17	0	2	0	0	28	0	4	0
V80	1	28	0	14	3	0	0	13	5	8	7	0	0	7	13	3	2
V81	6	0	29	44	68	12	0	0	0	124	23	0	43	0	10	0	0
V82	21	115	0	5	4	0	0	0	0	0	5	0	2	0	7	0	27
V83	5	0	0	1	31	43	10	33	10	4	0	0	14	22	13	11	0
V84	31	0	3	0	0	0	2	0	0	0	5	0	2	0	0	0	0
V85	83	3	2	9	0	39	11	14	18	3	3	36	0	0	3	0	0
V86	0	117	84	17	0	20	0	0	12	0	1	0	0	4	4	21	0
V87	312	39	0	5	3	57	87	0	15	0	0	25	0	0	0	0	0
V88	23	0	55	99	24	0	4	8	0	0	24	1	1	6	0	5	0
V89	0	3	47	34	71	0	0	0	4	32	9	0	0	0	18	0	0
V90	52	24	33	0	47	14	28	18	6	0	0	6	6	0	9	0	0
V91	22	0	17	184	0	86	5	127	73	28	56	5	10	55	11	25	0
V92	50	67	0	13	24	33	35	0	24	54	0	0	14	11	0	0	0
V93	19	20	0	65	0	17	32	0	7	20	12	40	10	0	28	0	0
V94	206	0	8	54	2	100	14	16	45	0	8	79	0	27	0	0	0
V95	124	123	18	4	2	60	71	58	17	0	5	29	6	0	5	25	0
V96	37	27	27	10	0	59	0	22	59	0	7	2	10	15	0	43	13
V97	0	50	11	3	14	41	0	38	68	0	1	0	5	43	0	29	0
V98	62	195	35	19	19	43	2	0	4	39	13	0	13	11	0	17	0
V99	0	0	61	2	0	65	0	60	97	0	0	0	0	7	0	3	0
V100	0	0	68	18	225	0	0	34	34	50	1	0	7	0	28	3	5
