Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	91	8	38	44	0	33	4	16	21
V2	13	0	0	40	17	39	19	27	0
V3	16	1	24	60	40	39	22	0	0
V4	0	10	0	0	19	0	18	1	0
V5	142	60	1	26	68	21	0	6	0
V6	18	1	53	100	8	121	0	74	1
V7	115	5	0	30	0	81	3	0	0
V8	21	73	8	3	0	2	0	12	3
V9	0	4	12	43	0	7	28	0	0
V10	29	1	113	46	0	6	1	0	0
V11	36	0	24	7	81	10	53	18	0
V12	0	32	24	44	0	5	4	0	8
V13	0	105	9	8	0	0	12	5	0
V14	124	78	4	2	11	0	0	0	16
V15	53	25	21	11	0	29	0	0	4
V16	77	52	5	14	44	0	7	0	0
V17	26	0	28	5	12	6	6	0	2
V18	5	32	4	38	19	4	2	11	0
V19	133	98	0	53	0	0	0	0	0
V20	27	53	1	119	2	15	0	0	4
V21	17	6	0	20	16	0	81	3	0
V22	28	0	83	24	96	2	23	0	0
V23	1	122	147	50	74	86	6	9	95
V24	18	117	4	1	5	6	0	4	25
V25	15	55	21	15	44	22	53	0	0
V26	5	427	3	114	3	0	0	0	33
V27	3	10	1	0	225	2	35	29	0
V28	176	0	120	321	20	51	17	22	0
V29	70	48	0	72	4	6	24	0	20
V30	76	95	5	38	39	1	18	0	0
V31	66	0	21	87	8	98	0	0	2
V32	28	8	2	3	8	39	7	23	0
V33	87	92	19	10	0	0	12	0	0
V34	0	20	0	0	102	39	62	18	0
V35	1	6	3	0	3	118	0	32	0
V36	106	336	0	20	0	15	29	0	0
V37	95	177	148	0	5	3	8	0	0
V38	56	0	10	31	0	5	0	6	0
V39	25	22	1	0	29	136	12	28	0
V40	51	263	37	0	30	1	39	31	0
V41	8	1	74	1	35	0	0	9	0
V42	0	5	45	110	0	50	1	0	15
V43	5	172	110	60	0	2	6	0	0
V44	131	1	6	0	16	18	15	7	0
V45	1	0	265	0	1	122	1	17	4
V46	0	22	70	27	8	11	0	0	34
V47	139	1	27	6	0	11	0	6	1
V48	37	37	36	0	108	3	0	0	25
V49	75	19	19	0	2	0	10	9	6
V50	5	0	29	41	42	0	2	0	1
V51	81	39	0	8	16	2	0	15	0
V52	7	3	64	2	0	103	4	4	0
V53	207	10	13	0	63	200	0	24	0
V54	23	2	12	1	16	45	3	10	15
V55	0	0	1	55	106	161	34	38	0
V56	84	186	2	42	37	76	81	23	0
V57	22	34	39	24	0	4	34	0	0
V58	46	115	110	106	0	0	4	15	0
V59	11	11	3	0	124	25	54	0	0
V60	126	21	6	4	17	8	0	27	0
V61	21	0	10	22	63	27	28	9	0
V62	307	5	24	0	16	69	7	0	0
V63	211	163	4	2	16	6	2	0	41
V64	45	0	60	104	1	38	0	29	33
V65	13	3	25	12	16	4	14	10	0
V66	32	12	10	1	5	0	15	0	0
V67	272	83	6	19	87	4	5	0	10
V68	5	0	14	43	60	71	41	33	0
V69	6	73	0	45	34	19	42	40	18
V70	255	9	0	60	0	7	0	7	14
V71	0	26	51	24	41	0	9	1	0
V72	44	84	29	20	30	11	0	0	0
V73	53	98	62	2	31	44	9	2	0
V74	0	7	33	13	4	0	21	6	0
V75	65	27	37	4	6	7	0	0	0
V76	38	0	34	218	0	3	0	0	21
V77	37	30	14	47	52	5	29	17	0
V78	11	2	78	0	65	17	11	18	0
V79	1	66	0	2	64	3	10	0	0
V80	3	14	1	52	0	6	0	10	0
V81	1	1	8	12	0	0	0	0	0
V82	0	41	91	117	116	27	77	0	0
V83	5	0	81	35	21	16	17	6	11
V84	134	28	4	8	100	0	51	8	0
V85	26	69	274	52	24	47	19	8	0
V86	20	4	212	0	113	0	30	9	0
V87	160	0	10	50	117	0	62	0	0
V88	0	145	17	22	13	24	21	0	0
V89	1	0	16	178	5	0	3	2	0
V90	140	4	90	5	14	0	7	7	0
V91	60	75	70	0	46	119	15	69	17
V92	12	83	133	37	0	131	21	61	0
V93	8	3	21	53	18	0	1	0	8
V94	1	0	12	74	19	15	13	0	0
V95	55	42	109	35	9	7	0	0	17
V96	49	155	5	47	11	88	0	0	77
V97	31	14	152	120	66	0	44	10	0
V98	0	26	38	18	62	171	30	32	0
V99	18	50	51	5	19	3	10	1	0
V100	8	50	21	0	21	22	0	44	0
