Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V41	74	23	0	0	2	6	0	0	0	2	5	0	0	0
V42	1	77	0	85	72	46	4	44	0	4	79	49	8	17
V43	101	2	2	0	0	1	2	6	10	0	1	0	0	0
V44	53	0	10	9	19	7	0	0	19	0	5	0	49	0
V45	5	82	183	0	0	41	96	0	8	0	2	14	0	16
V46	40	3	128	0	8	1	6	0	0	8	0	12	17	0
V47	51	40	55	3	2	13	3	0	0	0	0	16	0	2
V48	58	146	0	9	17	15	16	14	73	0	0	37	10	0
V49	16	15	17	41	26	3	2	3	30	2	3	22	0	7
V50	0	22	0	30	51	0	0	20	0	0	15	5	47	28
V51	0	20	77	4	12	18	0	1	9	3	0	0	0	15
V52	70	26	58	0	39	0	0	4	24	0	0	4	28	0
V53	17	41	31	1	27	0	0	16	0	9	16	7	0	11
V54	2	66	8	80	0	3	0	8	0	30	0	68	12	2
V55	8	1	3	5	2	0	1	8	6	1	0	0	0	0
V56	0	57	225	4	15	6	53	29	0	0	21	0	7	0
V57	47	35	4	0	3	0	1	0	0	0	0	16	18	0
V58	25	63	76	11	0	42	28	5	12	26	9	0	0	2
V59	11	56	39	10	42	4	0	0	0	7	0	0	0	13
V60	66	3	13	63	20	72	50	16	0	2	52	5	7	16
V61	38	35	43	32	9	66	16	0	0	0	28	0	13	38
V62	0	235	32	37	9	34	16	13	0	1	0	53	0	31
V63	2	13	9	1	0	0	0	1	0	14	0	6	11	0
V64	62	51	3	0	3	68	20	0	0	5	0	15	0	0
V65	1	90	1	39	0	29	7	2	8	0	0	0	0	11
V66	58	4	1	92	18	26	76	12	44	0	0	10	0	14
V67	0	37	156	0	44	38	20	7	0	0	39	1	0	0
V68	6	32	19	6	52	3	4	72	41	0	23	0	0	0
V69	118	36	4	38	7	9	19	0	30	0	34	2	36	0
V70	2	10	1	0	3	0	2	10	0	0	2	0	0	0
V71	200	16	12	168	22	21	16	14	0	0	21	2	11	17
V72	12	62	21	0	0	58	34	0	0	7	0	3	0	0
V73	0	109	38	15	0	23	55	0	76	0	0	11	0	9
V74	249	114	8	7	26	8	19	22	24	0	0	4	0	0
V75	79	143	0	107	40	5	1	26	82	4	25	17	0	0
V76	0	0	1	0	0	19	5	2	0	6	0	0	0	0
V77	9	9	12	1	41	0	0	30	0	74	0	0	29	0
V78	69	19	39	0	0	0	0	3	10	0	9	6	0	0
V79	3	83	1	7	0	6	4	0	0	0	0	23	0	8
V80	0	2	6	206	27	0	0	16	0	49	0	26	0	20
V81	12	25	105	22	0	0	0	3	0	21	0	0	1	18
V82	210	24	4	95	3	1	0	0	4	0	0	1	11	0
V83	83	2	0	326	0	24	81	0	0	127	18	0	0	0
V84	8	49	2	12	0	15	50	0	23	3	0	8	0	1
V85	35	34	24	6	0	0	18	0	1	5	7	18	0	2
V86	0	0	5	4	2	0	0	4	0	29	0	4	3	7
V87	0	3	26	12	0	0	3	0	0	6	5	0	15	7
V88	21	0	17	0	0	11	11	14	0	17	0	0	0	2
V89	15	28	1	19	18	0	16	18	0	30	0	0	0	0
V90	249	0	13	0	15	6	2	4	0	7	11	0	20	0
V91	116	57	206	5	0	12	3	0	0	7	0	0	13	0
V92	13	134	11	19	6	0	0	1	1	0	3	0	0	15
V93	0	25	12	17	18	3	10	8	6	0	0	4	0	0
V94	26	68	101	47	16	2	0	0	3	0	0	9	28	8
V95	4	51	3	3	4	11	3	0	0	0	0	15	6	0
V96	16	9	169	27	2	23	8	1	0	0	0	1	3	12
V97	234	0	0	28	1	21	12	0	20	0	3	0	18	0
V98	14	36	42	3	1	4	2	0	0	0	0	0	0	8
V99	19	269	0	96	6	0	0	16	0	24	0	35	11	21
V100	421	22	0	10	12	25	34	0	3	0	0	4	20	0
