Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	75	4	13	20	66	27	54	0	0	0	56	9
V2	42	5	45	141	43	0	15	20	0	9	0	66
V3	90	91	73	15	38	97	15	0	0	0	52	0
V4	19	21	38	2	36	12	22	6	52	0	16	15
V5	48	121	6	0	3	7	8	17	0	3	0	15
V6	39	0	97	2	7	5	25	17	0	0	0	4
V7	15	7	33	10	1	59	0	16	0	0	73	0
V8	62	1	14	1	67	13	14	8	3	0	10	3
V9	200	38	1	17	36	0	62	0	0	13	0	1
V10	44	38	71	8	18	16	113	30	0	0	22	0
V11	3	49	0	0	24	1	28	0	0	2	2	0
V12	38	55	3	7	10	24	18	18	0	0	27	10
V13	0	40	36	0	0	0	2	0	0	27	6	4
V14	21	3	109	13	7	15	9	0	0	24	0	2
V15	68	11	0	33	29	0	20	10	14	66	0	41
V16	16	8	0	39	30	39	24	0	27	24	10	13
V17	18	22	28	1	20	5	0	0	0	4	29	4
V18	151	77	11	10	0	7	5	81	70	14	12	6
V19	103	14	2	1	0	55	2	35	0	0	14	13
V20	0	2	30	0	91	0	79	16	0	0	0	0
V21	232	12	13	15	53	0	22	50	16	0	0	0
V22	72	159	51	81	76	87	35	15	0	109	43	0
V23	24	67	44	0	38	2	40	0	0	59	11	11
V24	164	1	0	43	46	0	21	42	2	60	11	22
V25	15	29	40	2	54	41	56	0	0	0	72	16
V26	1	64	2	0	30	5	27	20	0	0	4	2
V27	8	15	0	11	74	0	92	12	0	0	18	2
V28	204	1	132	0	0	3	0	12	0	0	33	0
V29	12	13	91	0	46	4	6	0	205	56	22	31
V30	47	8	8	24	57	108	24	0	0	0	43	28
V31	2	52	7	2	21	0	8	0	0	0	0	3
V32	5	46	30	0	22	0	32	0	4	2	6	1
V33	66	56	0	0	14	12	10	36	14	24	3	0
V34	11	38	41	0	3	1	0	0	36	0	5	6
V35	41	24	0	0	69	26	34	0	0	0	0	6
V36	69	0	39	9	3	0	2	10	33	40	0	13
V37	160	530	2	0	4	14	1	36	0	62	25	4
V38	126	16	0	14	0	6	1	21	0	0	0	11
V39	19	0	0	39	23	2	5	6	51	18	3	21
V40	7	6	19	31	46	13	161	0	0	0	7	0
V41	46	0	140	147	3	8	6	20	113	4	0	28
V42	0	18	155	6	21	4	3	0	0	12	0	12
V43	59	39	31	55	12	25	6	22	0	0	0	127
V44	100	26	0	4	0	32	1	60	0	0	10	0
V45	0	26	210	2	25	0	47	0	0	9	0	4
V46	10	222	38	0	61	10	7	0	0	25	12	6
V47	16	88	72	16	3	20	22	7	15	74	50	13
V48	0	22	110	72	16	0	7	5	0	56	3	12
V49	20	170	44	6	6	33	14	2	0	34	1	18
V50	13	12	15	0	0	5	9	9	2	5	3	4
V51	148	236	14	0	0	80	4	74	0	250	68	0
V52	168	0	139	10	6	11	3	39	37	7	35	5
V53	246	0	0	0	21	61	46	31	0	24	0	0
V54	132	0	32	50	1	44	3	53	0	3	10	35
V55	96	5	37	20	0	10	4	8	44	0	0	10
V56	1	58	6	0	21	3	7	2	0	24	4	0
V57	129	200	127	20	2	18	4	95	0	0	14	0
V58	306	0	67	7	5	50	1	0	11	0	0	10
V59	15	10	86	64	24	17	30	0	0	0	0	35
V60	39	57	118	2	0	0	0	13	0	5	7	0
V61	262	68	0	224	9	4	10	10	59	82	12	14
V62	3	0	52	2	0	4	3	0	23	1	0	15
V63	9	44	18	26	50	109	53	7	0	0	18	34
V64	9	1	4	0	9	26	11	0	0	0	26	0
V65	34	30	72	27	11	11	2	6	0	0	18	19
V66	68	3	0	11	11	53	18	32	0	0	157	19
V67	8	37	98	9	14	18	1	6	122	0	0	37
V68	0	2	0	0	112	0	25	0	0	0	0	0
V69	5	8	15	0	4	11	2	0	0	0	0	6
V70	432	43	38	0	95	0	7	42	0	0	0	0
V71	44	50	0	12	19	9	40	31	0	0	0	6
V72	12	269	151	0	0	0	0	0	7	29	0	1
V73	25	96	0	87	78	0	12	0	25	14	0	64
V74	3	6	71	0	43	0	14	2	0	0	0	0
V75	25	0	69	74	0	0	0	10	193	0	0	38
V76	99	9	31	122	19	5	15	4	0	0	5	0
V77	11	34	1	30	10	15	20	11	0	26	0	0
V78	66	60	16	2	8	2	26	9	0	0	0	0
V79	62	63	13	7	47	43	21	9	45	0	39	17
V80	89	22	123	19	4	0	0	0	32	16	0	0
V81	41	1	15	179	12	50	14	10	84	0	12	0
V82	102	66	5	32	10	20	5	42	0	15	29	2
V83	23	0	4	0	2	6	4	3	0	0	13	7
V84	18	201	0	70	3	48	0	4	4	0	25	21
V85	319	29	47	67	18	1	22	24	0	26	23	19
V86	69	0	35	49	19	0	16	32	2	12	0	64
V87	194	70	61	73	7	4	7	0	22	16	9	10
V88	73	0	0	19	17	0	5	0	0	0	0	9
V89	30	89	17	2	7	0	0	16	0	12	0	19
V90	183	1	16	0	5	0	30	15	0	0	0	0
V91	14	114	119	20	0	41	5	4	0	0	22	12
V92	151	16	8	22	4	129	0	34	8	0	31	14
V93	18	27	51	33	20	0	0	0	47	0	0	0
V94	18	16	0	5	0	0	0	0	23	9	1	6
V95	0	134	0	53	0	0	0	0	31	51	0	51
V96	6	0	103	42	32	2	26	2	47	20	21	10
V97	9	13	3	17	1	8	2	21	0	0	20	6
V98	182	36	53	0	0	4	0	31	0	30	15	7
V99	25	3	24	56	22	0	21	9	0	3	0	0
V100	276	3	0	9	16	30	15	143	0	0	13	0
